 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
1.974,1.09,1.1,0.398,0.09901,0.69,-3.951,1
2.031,1.08,1.432,0.4669,0.1303,0.7893,-3.272,1
2.338,1.09,1.579,0.5892,0.1569,0.8379,-4.287,1
1.817,1.08,1.6,0.4719,0.1311,0.7922,-3.442,1
1.342,1.08,1.963,0.462,0.1266,0.7797,-3.683,1
1.299,1.09,1.818,0.4657,0.1305,0.7903,-3.189,1
1.359,1.09,1.721,0.476,0.1328,0.795,-3.25,1
2.398,1.09,1.461,0.5541,0.1309,0.7567,-5.716,1
1.689,1.09,2.318,0.6072,0.1617,0.8445,-4.254,1
2.176,1.08,1.827,0.5259,0.1253,0.7486,-5.45,1
1.366,1.09,2.318,0.5062,0.1208,0.7405,-5.397,1
2.487,1.23,1.677,0.5947,0.1653,0.8635,-3.519,1
3.292,1.23,3.442,1.801,0.2766,-0.1631,-19.76,1
2.488,1.24,1.689,0.6047,0.1677,0.8663,-3.541,1
1.934,1.11,1.088,0.3999,0.1012,0.6979,-3.943,1
1.911,1.09,1.129,0.3993,0.09963,0.692,-3.913,1
2.444,1.08,1.504,0.5401,0.1477,0.8278,-3.8,1
2.352,1.08,1.608,0.576,0.1557,0.8391,-3.975,1
1.977,1.08,1.522,0.4712,0.1306,0.7902,-3.449,1
1.709,1.11,1.31,0.4044,0.1012,0.697,-4.028,1
1.726,1.1,1.722,0.4804,0.1331,0.7976,-3.541,1
1.643,1.1,2.333,0.5104,0.1239,0.7491,-5.001,1
1.696,1.11,2.278,0.5086,0.126,0.7573,-4.639,1
1.626,1.1,1.983,0.4785,0.1334,0.7991,-3.435,1
2.192,1.09,1.456,0.4953,0.1189,0.7378,-5.262,1
1.509,1.09,2.369,0.5441,0.1495,0.8303,-3.607,1
1.826,1.09,1.6,0.4733,0.1326,0.7944,-3.141,1
1.509,1.08,1.608,0.4653,0.1299,0.7894,-3.328,1
1.598,1.08,1.83,0.4697,0.1297,0.7869,-3.467,1
1.937,1.09,1.33,0.4748,0.1323,0.7942,-3.313,1
1.822,1.09,1.279,0.4025,0.0998,0.6923,-4.122,1
2.415,1.17,1.782,0.5777,0.1579,0.8501,-3.953,1
2.091,1.23,1.904,0.612,0.1687,0.866,-3.655,1
1.742,1.23,2.086,0.604,0.1674,0.8656,-3.546,1
2.468,1.1,1.387,0.503,0.1211,0.7414,-4.921,1
1.725,1.09,1.324,0.4693,0.1306,0.7891,-3.275,1
2.401,1.22,1.726,0.6032,0.166,0.8615,-3.69,1
1.381,1.09,1.961,0.471,0.1312,0.7914,-3.307,1
1.903,1.23,2.01,0.6053,0.168,0.8667,-3.533,1
1.808,1.17,1.38,0.4979,0.1374,0.8088,-3.685,1
1.523,1.12,2.415,0.4979,0.1228,0.7489,-4.514,1
1.578,1.09,2.072,0.5013,0.1194,0.737,-5.326,1
1.758,1.22,2.101,0.5802,0.1591,0.8491,-3.744,1
2.316,1.24,1.689,0.6042,0.1678,0.865,-3.45,1
1.743,1.23,1.695,0.5039,0.1421,0.8188,-3.107,1
1.607,1.1,2.284,0.5785,0.1555,0.8368,-4.048,1
1.982,1.09,1.055,0.3899,0.09625,0.6813,-4.045,1
1.693,1.12,1.336,0.4078,0.1028,0.7022,-3.932,1
1.659,1.09,2.115,0.5427,0.1483,0.8279,-3.761,1
1.366,1.08,2.028,0.4713,0.1307,0.7893,-3.351,1
2.009,1.12,1.93,0.532,0.1303,0.7623,-4.703,1
1.259,1.09,1.888,0.4695,0.1304,0.789,-3.331,1
1.663,1.21,1.428,0.4883,0.1392,0.8128,-2.869,1
1.782,1.09,1.297,0.3967,0.09694,0.6828,-4.049,1
1.662,1.1,2.113,0.5909,0.1585,0.8423,-4.16,1
1.652,1.11,1.432,0.4892,0.1362,0.8038,-3.343,1
2.457,1.21,1.708,0.6019,0.1639,0.8572,-3.955,1
4.175,1.23,1.696,1.664,0.267,0.02618,-18.41,1
1.759,1.08,1.585,0.4776,0.1297,0.7864,-3.838,1
1.416,1.09,1.648,0.4747,0.1325,0.7946,-3.248,1
1.819,1.08,1.59,0.4677,0.1308,0.7907,-3.232,1
1.737,1.23,2.513,0.5993,0.1664,0.8637,-3.486,1
1.83,1.1,1.341,0.4921,0.1354,0.8026,-3.68,1
1.51,1.1,2.421,0.495,0.1209,0.7436,-4.68,1
1.736,1.09,2.231,0.4943,0.1189,0.7376,-5.126,1
1.353,1.08,1.965,0.4654,0.1298,0.7892,-3.351,1
1.245,1.09,1.835,0.4667,0.131,0.7917,-3.184,1
1.379,1.09,1.944,0.4662,0.1276,0.7807,-3.583,1
2.477,1.1,1.345,0.4932,0.1202,0.7417,-4.744,1
1.703,1.24,1.441,0.4961,0.1399,0.8133,-3.078,1
2.347,1.09,1.704,0.5891,0.1578,0.8412,-4.185,1
2.456,1.09,1.525,0.5797,0.1547,0.8335,-4.172,1
1.729,1.09,1.275,0.4075,0.09994,0.6924,-4.516,1
1.728,1.23,2.418,0.6188,0.169,0.8633,-3.811,1
1.887,1.1,1.4,0.4799,0.133,0.7977,-3.551,1
1.397,1.08,1.765,0.3985,0.09722,0.684,-4.505,1
1.672,1.29,1.733,0.507,0.143,0.8227,-3.221,1
1.577,1.09,2.089,0.4947,0.119,0.7377,-5.129,1
1.568,1.09,1.386,0.4096,0.1002,0.6924,-4.243,1
1.681,1.22,2.406,0.5935,0.1646,0.8613,-3.553,1
1.376,1.09,1.583,0.4087,0.1017,0.6982,-4.179,1
2.448,1.09,1.399,0.5177,0.1234,0.7447,-5.318,1
1.484,1.09,2.321,0.5205,0.1258,0.7511,-4.919,1
2.358,1.21,1.65,0.6209,0.1689,0.8632,-3.941,1
1.908,1.11,1.271,0.4113,0.1034,0.7037,-3.982,1
1.638,1.09,1.429,0.4696,0.1297,0.7879,-3.509,1
1.597,1.09,1.6,0.4718,0.1298,0.7864,-3.507,1
1.822,1.09,1.327,0.4066,0.1001,0.693,-4.379,1
1.578,1.08,1.745,0.4743,0.1297,0.7854,-3.591,1
1.552,1.09,1.968,0.4702,0.1307,0.7899,-3.32,1
1.899,1.09,1.946,0.4921,0.119,0.7393,-5.125,1
1.539,1.09,1.97,0.4738,0.1322,0.7938,-3.253,1
1.714,1.08,1.588,0.4666,0.1307,0.7901,-3.166,1
4.18,1.12,1.598,1.676,0.2609,-0.01693,-19.3,1
2.529,1.08,1.595,0.5817,0.1552,0.8355,-4.237,1
1.807,1.09,1.305,0.4065,0.1011,0.6966,-4.185,1
1.955,1.11,1.481,0.4818,0.1332,0.7962,-3.475,1
1.684,1.23,2.159,0.5783,0.1617,0.8576,-3.367,1
1.703,1.24,2.01,0.5031,0.1432,0.8215,-2.885,1
2.393,1.24,1.755,0.6027,0.1668,0.8643,-3.581,1
2.492,1.22,1.711,0.6148,0.166,0.8564,-4.053,1
1.893,1.24,2.01,0.6141,0.1688,0.8644,-3.664,1
2.235,1.09,1.411,0.5081,0.1212,0.7417,-5.468,1
1.821,1.24,2.253,0.6067,0.1682,0.867,-3.557,1
1.668,1.09,2.299,0.4968,0.1187,0.737,-5.438,1
1.57,1.09,2.459,0.5852,0.1569,0.8394,-4.15,1
1.975,1.11,1.621,0.479,0.1327,0.7974,-3.568,1
2.155,1.11,1.609,0.5776,0.155,0.8356,-4.092,1
1.961,1.08,1.939,0.5442,0.1479,0.827,-3.91,1
2.146,1.23,1.66,0.5937,0.1634,0.857,-3.667,1
1.608,1.09,1.579,0.4779,0.1311,0.7882,-3.447,1
2.524,1.12,1.266,0.5342,0.1286,0.7566,-5.25,1
2.45,1.24,1.667,0.6001,0.1662,0.8638,-3.589,1
1.879,1.09,2.039,0.5019,0.1207,0.7422,-5.363,1
1.71,1.23,2.37,0.6074,0.1638,0.8531,-4.115,1
2.469,1.11,1.286,0.4982,0.1227,0.7482,-4.454,1
1.736,1.09,1.332,0.4718,0.1313,0.7916,-3.323,1
2.477,1.09,1.693,0.5971,0.1597,0.8429,-4.182,1
2.224,1.22,1.679,0.5871,0.1621,0.8567,-3.663,1
1.79,1.23,1.842,0.5036,0.1425,0.8203,-3.051,1
1.961,1.11,2.028,0.5783,0.1583,0.8475,-3.794,1
1.755,1.23,1.766,0.5005,0.1413,0.8167,-3.072,1
2.355,1.23,1.697,0.5863,0.1635,0.8597,-3.409,1
2.01,1.1,1.963,0.5788,0.1562,0.8432,-4.169,1
2.418,1.09,1.97,0.5701,0.1541,0.8397,-4.116,1
1.773,1.1,1.37,0.4863,0.1341,0.7991,-3.6,1
2.54,1.23,1.755,0.5989,0.1635,0.856,-3.875,1
1.348,1.08,1.96,0.472,0.1306,0.7895,-3.435,1
2.49,1.09,1.722,0.6073,0.1609,0.8428,-4.397,1
1.756,1.22,2.526,0.6012,0.1637,0.8566,-3.956,1
1.641,1.09,2.187,0.6075,0.1612,0.8431,-4.339,1
2.352,1.09,1.701,0.5157,0.1241,0.7474,-5.024,1
2.483,1.09,1.629,0.5507,0.1456,0.8165,-4.427,1
1.294,1.08,1.789,0.3912,0.09709,0.6843,-4.108,1
2.346,1.07,1.352,0.5022,0.1186,0.735,-5.686,1
1.92,1.09,2.079,0.4989,0.121,0.7448,-5.27,1
1.925,0.92,1.637,0.4507,0.09956,0.6879,-7.671,1
1.553,1.13,1.606,0.4671,0.1482,0.8478,-1.109,1
1.49,1.28,1.912,0.52,0.1583,0.8682,-1.901,1
1.693,1.29,1.577,0.5756,0.1701,0.8854,-2.406,1
1.768,1.27,1.506,0.6012,0.1726,0.8821,-2.871,1
1.641,1.27,1.953,0.5631,0.1679,0.8823,-2.229,1
1.561,1.29,2.004,0.5906,0.167,0.8712,-3.218,1
1.448,1.29,1.87,0.6201,0.176,0.8837,-3.067,1
1.894,1.29,1.504,0.5715,0.1684,0.8786,-2.333,1
1.85,1.29,1.408,0.5962,0.1734,0.8875,-2.673,1
1.415,1.27,1.745,0.5586,0.1684,0.8868,-2.072,1
1.874,1.14,1.554,0.5754,0.1695,0.8829,-2.437,1
1.67,1.14,2.138,0.5766,0.1697,0.8832,-2.451,1
1.652,1.12,1.402,0.5539,0.166,0.8822,-2.196,1
1.592,1.14,1.858,0.5732,0.1686,0.8807,-2.446,1
1.485,1.14,1.926,0.5707,0.1693,0.8843,-2.322,1
2.037,1.14,1.677,0.5771,0.1731,0.8951,-2.173,1
1.594,1.14,2.047,0.5763,0.1687,0.8798,-2.522,1
1.861,1.29,1.745,0.5813,0.1729,0.8914,-2.278,1
1.712,1.28,1.912,0.5737,0.1701,0.8864,-2.347,1
2.027,1.29,1.747,0.6059,0.1743,0.885,-2.836,1
2.073,1.14,1.597,0.5752,0.1684,0.879,-2.525,1
2.028,1.14,1.584,0.5675,0.1637,0.8712,-2.897,1
1.969,1.29,1.495,0.6003,0.1752,0.8908,-2.594,1
2.049,1.29,1.56,0.5909,0.1733,0.8867,-2.429,1
1.905,1.27,1.622,0.5717,0.1662,0.8777,-2.749,1
1.637,1.32,1.596,0.6336,0.1892,0.9172,-2.137,1
1.783,1.29,1.639,0.5914,0.1722,0.8829,-2.553,1
1.607,1.3,1.449,0.5875,0.1727,0.8885,-2.483,1
2.025,1.28,1.624,0.5921,0.1724,0.8869,-2.676,1
1.669,1.28,2.034,0.5717,0.1621,0.866,-3.246,1
1.623,1.14,1.763,0.5808,0.1697,0.8805,-2.534,1
1.808,1.28,1.573,0.6111,0.1757,0.8879,-2.87,1
1.61,1.29,2.228,0.6259,0.1834,0.9062,-2.568,1
2.105,1.27,1.678,0.5899,0.1698,0.88,-2.889,1
1.632,1.14,2.095,0.5693,0.1646,0.8732,-2.852,1
1.913,1.28,1.502,0.5919,0.1695,0.8775,-2.973,1
1.667,1.28,1.993,0.5947,0.173,0.8867,-2.661,1
2.041,1.28,1.581,0.5654,0.161,0.8643,-3.156,1
1.703,1.28,1.903,0.569,0.1678,0.8828,-2.482,1
2.083,1.14,1.639,0.5664,0.1684,0.882,-2.233,1
2.127,1.14,1.661,0.5759,0.1691,0.8811,-2.484,1
2.112,1.3,1.754,0.5905,0.1755,0.8966,-2.319,1
1.402,1.3,1.706,0.5774,0.1707,0.8866,-2.4,1
2.433,1.3,1.831,0.6906,0.1907,0.8943,-3.602,1
1.566,1.27,1.7,0.5938,0.1715,0.884,-2.845,1
1.606,1.15,1.867,0.5783,0.1724,0.8928,-2.272,1
1.588,1.14,2.065,0.5764,0.1688,0.8796,-2.495,1
1.661,1.29,2.053,0.5901,0.1715,0.8838,-2.687,1
1.455,1.12,1.818,0.556,0.1666,0.8829,-2.193,1
1.543,1.14,1.743,0.5895,0.1724,0.888,-2.608,1
1.703,1.29,2.059,0.6091,0.1744,0.8833,-2.893,1
2.133,1.14,1.645,0.5744,0.1691,0.8818,-2.442,1
1.433,1.28,1.604,0.5771,0.1705,0.8868,-2.424,1
1.699,1.28,2.065,0.579,0.1684,0.8796,-2.711,1
1.668,1.29,2.061,0.6053,0.1735,0.8852,-2.982,1
1.667,1.29,1.807,0.5888,0.1736,0.8887,-2.332,1
1.618,1.14,1.954,0.5876,0.1721,0.8867,-2.55,1
1.633,1.14,2.146,0.5729,0.1689,0.8809,-2.386,1
1.666,1.27,2.091,0.5781,0.1685,0.8809,-2.671,1
1.492,1.29,2.053,0.5629,0.161,0.8599,-2.896,1
1.729,1.15,1.712,0.5652,0.1677,0.8798,-2.264,1
1.531,1.13,1.727,0.5517,0.1525,0.8391,-3.6,1
1.481,1.29,1.841,0.5865,0.1696,0.8757,-2.582,1
1.729,1.28,2.046,0.5769,0.1665,0.8715,-2.728,1
2.09,1.28,1.78,0.5711,0.1662,0.873,-2.58,1
2.04,1.29,1.739,0.6068,0.1733,0.8771,-2.696,1
1.521,1.28,1.736,0.5569,0.1546,0.8433,-3.508,1
1.502,1.28,1.616,0.5523,0.1623,0.8688,-2.478,1
1.438,1.27,1.859,0.5616,0.1652,0.8733,-2.405,1
1.558,1.3,2.057,0.5772,0.1683,0.8771,-2.545,1
2.141,1.14,1.651,0.5779,0.1694,0.8809,-2.48,1
1.567,1.28,2.574,0.6526,0.1836,0.8886,-3.069,1
2.002,1.28,1.576,0.5913,0.1707,0.8821,-2.839,1
1.8,1.3,1.486,0.5615,0.1643,0.8697,-2.43,1
1.709,1.28,2.648,0.675,0.1888,0.8979,-3.393,1
1.895,1.29,1.67,0.5804,0.1629,0.8635,-3.392,1
1.791,1.14,1.536,0.5737,0.1609,0.8622,-3.458,1
1.468,1.27,1.948,0.5545,0.1638,0.87,-2.234,1
1.947,1.14,1.509,0.5678,0.1643,0.8728,-2.827,1
1.544,1.14,1.996,0.5755,0.1694,0.8826,-2.456,1
1.823,1.28,1.486,0.5723,0.1649,0.868,-2.731,1
1.678,1.14,1.683,0.5649,0.1641,0.8672,-2.513,1
1.87,1.28,1.49,0.5542,0.1625,0.8672,-2.433,1
1.651,1.14,2.098,0.5705,0.1661,0.8755,-2.683,1
2.079,1.3,1.743,0.607,0.1763,0.8905,-2.647,1
1.547,1.28,1.509,0.5769,0.1698,0.8845,-2.483,1
1.902,1.14,1.508,0.5623,0.1651,0.8763,-2.554,1
2.4,1.28,1.682,0.6707,0.1884,0.8977,-3.279,1
2.466,1.29,1.718,0.6254,0.1819,0.9024,-2.716,1
2.273,1.27,1.698,0.6025,0.1694,0.8722,-3.272,1
1.595,1.28,1.627,0.5938,0.172,0.8843,-2.752,1
1.693,1.28,1.902,0.5671,0.1671,0.8813,-2.496,1
2.049,1.29,1.738,0.6111,0.1768,0.8897,-2.702,1
2.079,1.29,1.662,0.6197,0.1793,0.8941,-2.709,1
1.903,1.28,1.681,0.5746,0.1703,0.8868,-2.352,1
1.921,1.28,1.573,0.5621,0.1676,0.8836,-2.262,1
1.563,1.28,1.752,0.5911,0.1706,0.8819,-2.854,1
1.499,1.28,1.994,0.589,0.1651,0.8647,-3.345,1
1.681,1.28,2.086,0.5843,0.163,0.8612,-3.478,1
1.624,1.28,1.535,0.5548,0.1658,0.8804,-2.225,1
1.709,1.3,1.949,0.5841,0.1727,0.8898,-2.39,1
2.019,1.28,1.703,0.564,0.1627,0.868,-2.868,1
1.491,1.28,1.756,0.5885,0.1645,0.8643,-3.443,1
1.909,1.28,1.578,0.5616,0.1654,0.8767,-2.479,1
1.584,1.3,2.037,0.5845,0.1639,0.8642,-3.383,1
1.68,1.27,1.936,0.5678,0.1646,0.8733,-2.788,1
1.715,1.28,1.999,0.6124,0.1768,0.8914,-2.808,1
1.675,1.28,2.026,0.6039,0.1756,0.8914,-2.693,1
1.544,1.28,1.628,0.572,0.169,0.8846,-2.43,1
1.653,1.14,2.109,0.5637,0.164,0.8732,-2.73,1
1.91,1.29,1.438,0.6107,0.1758,0.8873,-2.794,1
1.547,1.29,1.894,0.5829,0.1716,0.8881,-2.479,1
1.78,1.28,1.476,0.5942,0.1719,0.8838,-2.789,1
1.703,1.29,1.574,0.6195,0.1806,0.8984,-2.592,1
1.854,1.28,1.582,0.6035,0.1722,0.8803,-3.016,1
1.623,1.28,1.58,0.6025,0.1742,0.8862,-2.733,1
2.058,1.29,1.69,0.6049,0.1763,0.8912,-2.573,1
1.502,1.28,1.911,0.5897,0.1725,0.8867,-2.564,1
1.887,1.28,1.475,0.5934,0.1719,0.8832,-2.721,1
1.508,1.14,1.943,0.575,0.1693,0.8822,-2.438,1
2.035,1.28,1.687,0.5973,0.1736,0.8867,-2.656,1
2.053,1.29,1.716,0.6112,0.1761,0.8879,-2.788,1
2.08,1.29,1.696,0.5865,0.1621,0.8573,-3.661,1
1.565,1.14,1.81,0.5756,0.1695,0.8828,-2.431,1
1.515,1.28,1.534,0.5715,0.1692,0.885,-2.398,1
2.059,1.28,1.693,0.5963,0.1717,0.8819,-2.833,1
1.579,1.28,1.747,0.597,0.1737,0.8882,-2.67,1
1.693,1.28,1.533,0.6026,0.1739,0.8874,-2.843,1
1.677,1.3,1.959,0.5967,0.1741,0.8877,-2.563,1
1.512,1.28,1.896,0.5836,0.1673,0.8755,-2.987,1
1.731,1.14,2.256,0.6253,0.1811,0.8988,-2.766,1
1.902,1.28,1.509,0.5819,0.1626,0.8618,-3.479,1
2.012,1.3,1.678,0.5844,0.1666,0.8714,-3.051,1
1.403,1.28,1.733,0.5726,0.1687,0.882,-2.443,1
1.733,1.28,1.881,0.5599,0.167,0.883,-2.275,1
1.996,1.29,1.649,0.6004,0.1729,0.8845,-2.859,1
1.78,1.28,1.567,0.6025,0.1761,0.8937,-2.597,1
2.055,1.27,1.615,0.5638,0.16,0.8608,-3.189,1
2.143,1.14,1.662,0.5717,0.1687,0.8814,-2.385,1
2.067,1.29,1.754,0.6111,0.1768,0.8905,-2.722,1
1.555,1.27,1.617,0.5828,0.1699,0.8829,-2.658,1
2.029,1.27,1.541,0.5724,0.1672,0.8785,-2.624,1
1.813,1.28,1.53,0.5843,0.1659,0.8698,-3.141,1
1.869,1.27,1.513,0.5756,0.1704,0.8867,-2.384,1
2.005,1.29,1.632,0.6075,0.176,0.8882,-2.644,1
1.619,1.14,2.06,0.5618,0.1667,0.8805,-2.35,1
1.785,1.27,1.454,0.5627,0.1688,0.8859,-2.145,1
1.517,1.29,1.75,0.604,0.1759,0.8896,-2.562,1
1.862,1.28,1.501,0.5595,0.1674,0.8837,-2.211,1
1.607,1.28,1.634,0.5872,0.1659,0.8691,-3.251,1
1.601,1.28,1.629,0.5884,0.171,0.8825,-2.673,1
1.702,1.28,1.962,0.5568,0.1662,0.8812,-2.25,1
1.729,1.29,2.094,0.6095,0.1787,0.896,-2.46,1
1.734,1.14,1.676,0.5745,0.1712,0.89,-2.281,1
1.529,1.27,1.971,0.5725,0.1691,0.8834,-2.401,1
1.735,1.15,2.095,0.5865,0.1699,0.8811,-2.763,1
1.706,1.28,1.891,0.5674,0.167,0.8796,-2.486,1
1.59,1.14,1.745,0.5752,0.168,0.8781,-2.566,1
2.039,1.28,1.578,0.5758,0.1672,0.8764,-2.712,1
2.007,1.27,1.529,0.5787,0.1716,0.8892,-2.347,1
1.598,1.29,1.482,0.5794,0.1707,0.8868,-2.481,1
1.608,1.13,1.959,0.5771,0.161,0.8586,-3.505,1
1.734,1.29,1.908,0.5776,0.1709,0.8875,-2.39,1
1.893,1.28,1.553,0.5775,0.1616,0.8625,-3.5,1
1.567,1.3,1.487,0.5768,0.17,0.8842,-2.437,1
1.424,1.28,1.614,0.5609,0.1666,0.881,-2.344,1
1.466,1.29,1.932,0.6089,0.1781,0.8956,-2.536,1
1.382,1.28,1.73,0.5541,0.1655,0.8795,-2.227,1
1.666,1.27,2.046,0.5844,0.1711,0.885,-2.568,1
1.733,1.27,2.037,0.5819,0.1629,0.8639,-3.474,1
1.956,1.27,1.669,0.5679,0.1675,0.8822,-2.484,1
1.611,1.29,1.777,0.6119,0.1784,0.8945,-2.572,1
1.626,1.29,1.958,0.5743,0.1715,0.8902,-2.229,1
1.604,1.29,1.632,0.6033,0.1762,0.8922,-2.579,1
1.719,1.28,1.88,0.5636,0.1688,0.8865,-2.183,1
1.467,1.29,1.801,0.6128,0.1769,0.8906,-2.788,1
1.581,1.29,1.519,0.5824,0.1722,0.8893,-2.397,1
1.52,1.14,1.905,0.5761,0.1692,0.8818,-2.481,1
2.089,1.29,1.687,0.6221,0.179,0.8907,-2.74,1
1.876,1.27,1.517,0.5667,0.1666,0.8777,-2.489,1
1.679,1.28,1.59,0.5802,0.1611,0.8596,-3.641,1
1.692,1.27,1.91,0.5652,0.1641,0.8737,-2.774,1
1.863,1.14,1.456,0.5882,0.1711,0.8843,-2.696,1
1.778,1.28,1.907,0.5719,0.169,0.8847,-2.435,1
1.515,1.27,1.763,0.5816,0.1625,0.8634,-3.518,1
1.683,1.29,1.942,0.5997,0.1736,0.886,-2.746,1
1.578,1.14,1.947,0.5774,0.1723,0.8926,-2.26,1
1.584,1.27,1.834,0.603,0.1745,0.8868,-2.729,1
1.642,1.14,2.111,0.5786,0.1701,0.883,-2.435,1
1.792,1.29,1.43,0.599,0.1743,0.8881,-2.636,1
1.654,1.14,1.634,0.5702,0.1588,0.8567,-3.603,1
2.077,1.14,1.611,0.5758,0.1694,0.8824,-2.457,1
1.539,1.27,2.094,0.606,0.1756,0.8902,-2.736,1
1.659,1.29,2.106,0.5985,0.1675,0.8682,-3.377,1
1.549,1.27,2.11,0.6004,0.1753,0.8923,-2.625,1
1.58,1.27,1.894,0.5703,0.1681,0.8827,-2.482,1
1.901,1.27,1.613,0.57,0.168,0.8808,-2.447,1
1.386,1.29,1.759,0.5727,0.1707,0.8879,-2.246,1
1.69,1.12,1.645,0.5527,0.1655,0.8812,-2.202,1
1.542,1.29,1.99,0.6111,0.1779,0.8952,-2.669,1
1.86,1.29,1.461,0.5692,0.1699,0.8873,-2.234,1
1.666,1.27,1.973,0.5634,0.1691,0.8867,-2.133,1
1.967,1.27,1.7,0.5744,0.1696,0.8848,-2.423,1
1.979,1.14,1.511,0.5672,0.1583,0.8558,-3.544,1
1.95,1.27,1.555,0.5717,0.1666,0.8771,-2.671,1
1.701,1.28,1.868,0.5677,0.1674,0.8822,-2.483,1
1.816,1.27,1.511,0.5904,0.1708,0.8808,-2.727,1
1.697,1.28,2.542,0.679,0.1892,0.8958,-3.431,1
1.981,1.27,1.698,0.5759,0.1683,0.8807,-2.627,1
1.793,1.29,1.589,0.5763,0.1635,0.8654,-3.154,1
1.704,1.27,2.546,0.6726,0.1883,0.8978,-3.392,1
1.73,1.28,1.627,0.5554,0.1665,0.8822,-2.169,1
2.101,1.27,1.674,0.5845,0.1649,0.8672,-3.274,1
1.892,1.27,1.5,0.6096,0.1745,0.8861,-2.999,1
1.681,1.27,1.591,0.6049,0.1756,0.8905,-2.708,1
2.039,1.28,1.622,0.62,0.1825,0.904,-2.433,1
2.06,1.27,1.657,0.5855,0.1686,0.8772,-2.863,1
1.54,1.29,2.033,0.5946,0.1732,0.884,-2.505,1
2.023,1.27,1.581,0.5769,0.1604,0.8577,-3.602,1
1.661,1.29,1.941,0.6265,0.1798,0.8923,-2.851,1
2.069,1.27,1.638,0.5758,0.1683,0.8805,-2.618,1
2.132,1.27,1.558,0.6007,0.1745,0.8893,-2.709,1
1.711,1.29,1.993,0.5991,0.1753,0.8921,-2.566,1
1.729,1.29,1.534,0.6142,0.1771,0.8896,-2.779,1
1.803,1.14,1.533,0.5731,0.1628,0.8662,-3.172,1
1.606,1.14,2.081,0.5778,0.1686,0.8786,-2.573,1
1.851,1.29,1.738,0.5637,0.1684,0.8854,-2.231,1
1.598,1.29,2.085,0.5744,0.1695,0.8813,-2.309,1
2.018,1.27,1.719,0.584,0.166,0.8702,-3.114,1
2.09,1.27,1.734,0.6037,0.172,0.8796,-3.035,1
1.934,1.29,1.667,0.6195,0.1783,0.8899,-2.75,1
1.901,1.27,1.639,0.5889,0.172,0.886,-2.603,1
2.023,1.27,1.719,0.5858,0.1714,0.8861,-2.591,1
2.009,1.29,1.56,0.6268,0.1825,0.9015,-2.632,1
2.06,1.27,1.68,0.5741,0.1593,0.8548,-3.612,1
1.608,1.14,2.097,0.58,0.1698,0.8805,-2.471,1
1.899,1.14,1.501,0.577,0.1678,0.8784,-2.697,1
1.947,1.14,1.517,0.5686,0.166,0.8766,-2.656,1
2.479,1.27,1.57,0.6685,0.1873,0.8959,-3.33,1
1.756,1.29,1.506,0.6019,0.166,0.8636,-3.707,1
1.491,1.27,1.603,0.5621,0.1669,0.882,-2.352,1
1.995,1.29,1.531,0.5876,0.1713,0.8845,-2.637,1
1.485,1.29,1.776,0.6116,0.1755,0.8858,-2.856,1
2.024,1.14,1.557,0.5722,0.1686,0.8825,-2.465,1
1.522,1.29,1.918,0.5845,0.1729,0.8881,-2.282,1
1.535,1.13,1.978,0.5751,0.1628,0.8652,-3.225,1
1.651,1.29,1.976,0.597,0.1675,0.8691,-3.345,1
2.064,1.27,1.687,0.58,0.1624,0.865,-3.501,1
1.674,1.27,1.989,0.5818,0.1626,0.8629,-3.506,1
1.674,1.27,1.84,0.5741,0.1695,0.8846,-2.43,1
1.648,1.14,2.096,0.5792,0.1681,0.8783,-2.725,1
1.889,1.28,1.628,0.6062,0.1746,0.886,-2.817,1
1.461,1.29,1.816,0.6188,0.1789,0.8949,-2.789,1
1.794,1.27,1.514,0.5788,0.1589,0.8526,-3.861,1
2.029,1.29,1.539,0.587,0.172,0.884,-2.418,1
1.879,1.27,2.225,0.6614,0.1881,0.9016,-3.032,1
1.571,1.29,1.61,0.5819,0.1712,0.8851,-2.429,1
1.631,1.29,1.913,0.6115,0.1768,0.8894,-2.702,1
1.635,1.29,1.902,0.6029,0.1741,0.8866,-2.789,1
1.758,1.28,2.059,0.609,0.1767,0.8912,-2.675,1
1.747,1.28,2.113,0.6077,0.1768,0.8908,-2.589,1
1.683,1.27,2.243,0.601,0.1744,0.8891,-2.733,1
1.497,1.27,1.966,0.5814,0.1706,0.8856,-2.543,1
1.711,1.14,1.667,0.5776,0.1693,0.881,-2.501,1
1.546,1.29,1.896,0.5918,0.1723,0.8835,-2.554,1
1.711,1.29,1.904,0.5769,0.1697,0.8846,-2.507,1
1.536,1.11,1.76,0.531,0.1551,0.8605,-2.629,1
1.496,1.12,1.455,0.4092,0.1253,0.7851,-1.715,1
1.508,1.27,1.918,0.5478,0.1657,0.8838,-2.019,1
2.021,1.27,1.479,0.5986,0.1736,0.8874,-2.734,1
2.092,1.28,1.745,0.6231,0.1784,0.889,-2.861,1
2.092,1.29,1.663,0.6,0.1677,0.8685,-3.419,1
1.661,1.14,2.117,0.5746,0.1671,0.8772,-2.695,1
2.083,1.14,1.701,0.5869,0.1694,0.8792,-2.819,1
1.716,1.27,1.912,0.5669,0.168,0.8831,-2.382,1
1.819,1.29,1.578,0.5908,0.1711,0.8811,-2.703,1
1.922,1.27,1.451,0.5858,0.165,0.8667,-3.301,1
