 Length, Height, Width, Linearity, Verticality, Class
2.422,1.23,1.677,-1.086,0.9101,1
2.436,1.21,1.603,-1.16,0.9289,1
1.767,1.23,1.725,-0.8607,0.9439,1
1.777,1.09,1.608,-0.7908,0.9119,1
4.059,1.21,2.225,-1.631,0.9635,1
2.458,1.23,1.683,-1.113,0.924,1
1.709,1.23,2.258,-1.117,0.9247,1
2.365,1.09,1.597,-0.5152,0.9651,1
1.452,1.09,1.477,-0.1257,0.9972,1
2.478,1.24,1.758,-0.9969,0.9226,1
1.625,1.09,4.175,-1.563,0.955,1
2.45,1.09,1.294,-0.4906,0.9717,1
2.228,1.1,1.622,-1.128,0.9141,1
1.756,1.08,1.269,-0.2018,0.9931,1
2.178,1.11,1.781,-0.3949,0.9596,1
1.886,1.11,2.055,-1.059,0.8826,1
2.445,1.23,1.707,-1.025,0.9021,1
1.996,1.1,1.35,-0.7187,0.8941,1
1.859,1.09,2.015,-1.059,0.9001,1
2.061,1.11,1.913,-0.3361,0.9334,1
1.657,1.24,2.442,-1.04,0.905,1
1.716,1.24,2.487,-0.9864,0.8946,1
1.792,1.09,2.231,-1.052,0.909,1
2.543,1.08,1.533,-1.098,0.9295,1
1.838,1.22,2.195,-1.162,0.9042,1
2.431,1.23,1.695,-1.078,0.9166,1
1.922,1.1,1.567,-0.7536,0.8839,1
1.723,1.24,2.41,-1.181,0.9131,1
1.879,1.09,1.25,-0.1151,0.9913,1
2.25,1.23,1.644,-1.089,0.9003,1
2.499,1.09,1.214,-0.4211,0.9608,1
1.517,1.08,1.964,-0.8252,0.9326,1
1.842,1.22,1.715,-0.8191,0.951,1
1.704,1.09,1.572,-0.7723,0.908,1
2.438,1.22,1.683,-1.076,0.897,1
1.648,1.09,2.185,-0.9646,0.8984,1
1.336,1.09,2.366,-0.4711,0.9469,1
2.215,1.1,1.597,-0.3518,0.928,1
1.909,1.09,2.009,-0.4782,0.9447,1
1.423,1.08,2.019,-0.9858,0.9125,1
1.719,1.12,1.718,-0.759,0.9139,1
2.234,1.21,1.636,-1.388,0.8891,1
2.501,1.1,1.598,-1.04,0.8981,1
1.967,1.09,1.556,-0.7845,0.9139,1
1.952,1.11,1.22,-0.1146,0.9838,1
1.683,1.23,2.136,-1.061,0.9056,1
1.882,1.09,1.614,-0.7962,0.9067,1
1.938,1.23,1.889,-0.8755,0.9416,1
2.316,1.23,1.618,-0.9976,0.9005,1
2.53,1.09,1.578,-0.9536,0.9028,1
1.461,1.1,1.616,-0.8241,0.9405,1
1.731,1.23,1.417,-0.7559,0.9573,1
1.885,1.09,1.182,-0.2426,0.9673,1
1.983,1.1,1.453,-0.8097,0.91,1
2.49,1.1,1.598,-0.9556,0.905,1
1.603,1.23,2.521,-0.8991,0.8946,1
2.501,1.24,1.697,-1.042,0.8992,1
2.229,1.23,1.744,-1.103,0.9051,1
1.963,1.09,1.153,-0.2024,0.9828,1
1.576,1.09,1.609,-0.7975,0.9131,1
1.672,1.09,1.399,-0.7833,0.9095,1
1.753,1.11,1.622,-0.6732,0.904,1
2.324,1.09,1.681,-1.203,0.8996,1
1.934,1.09,2.106,-0.9924,0.9207,1
1.561,1.09,2.075,-0.4003,0.9546,1
1.769,1.23,2.017,-1.015,0.8997,1
1.692,1.24,2.157,-1.15,0.8911,1
1.704,1.24,2.505,-1.045,0.8924,1
1.514,1.08,2.284,-0.5726,0.9413,1
1.876,1.08,2.186,-1.337,0.9048,1
1.622,1.12,1.621,-0.5497,0.8927,1
1.399,1.1,2.293,-0.432,0.9317,1
1.608,1.08,1.528,-0.8393,0.9208,1
2.387,1.24,1.61,-1.001,0.9266,1
2.433,1.08,1.612,-1.11,0.9272,1
1.652,1.08,1.58,-0.7942,0.9486,1
1.372,1.09,1.961,-0.8169,0.9072,1
1.443,1.08,1.974,-0.9836,0.9324,1
1.312,1.09,1.815,-0.7984,0.9131,1
1.971,1.11,1.531,-0.746,0.8856,1
1.895,1.09,1.144,-0.5939,0.868,1
1.247,1.11,1.641,-0.693,0.7889,1
0.8904,0.71,1.488,-2.592,0.7324,1
1.282,0.91,0.5342,-14.01,0.7059,1
1.654,0.91,2.103,-0.822,0.9853,1
1.682,1.24,2.5,-1.083,0.9027,1
2.541,1.21,1.638,-1.216,0.9226,1
1.407,1.09,1.706,-0.8378,0.9115,1
2.297,1.23,1.683,-1.118,0.9176,1
1.763,1.24,1.736,-0.7108,0.9207,1
2.315,1.24,1.69,-0.9538,0.9146,1
2.305,1.24,1.664,-0.9498,0.9056,1
1.974,1.09,1.1,-0.08112,0.9865,1
2.031,1.08,1.432,-0.7925,0.9489,1
2.338,1.09,1.579,-1.134,0.9164,1
1.817,1.08,1.6,-0.9431,0.9238,1
1.342,1.08,1.963,-0.9634,0.9313,1
1.299,1.09,1.818,-0.7743,0.9134,1
1.359,1.09,1.721,-0.7556,0.9217,1
2.398,1.09,1.461,-0.5729,0.9256,1
1.689,1.09,2.318,-1.085,0.9133,1
2.176,1.08,1.827,-0.5055,0.9551,1
1.366,1.09,2.318,-0.4922,0.9582,1
2.487,1.23,1.677,-1.118,0.9149,1
3.292,1.23,3.442,-1.485,0.9426,1
2.488,1.24,1.689,-1.082,0.8977,1
1.934,1.11,1.088,-0.1912,0.9881,1
1.911,1.09,1.129,-0.08168,0.9867,1
2.444,1.08,1.504,-1.104,0.8911,1
2.352,1.08,1.608,-1.059,0.9261,1
1.977,1.08,1.522,-0.8927,0.9188,1
1.709,1.11,1.31,-0.155,0.9841,1
1.726,1.1,1.722,-1.034,0.9346,1
1.643,1.1,2.333,-0.4235,0.9474,1
1.696,1.11,2.278,-0.4039,0.9577,1
1.626,1.1,1.983,-1.036,0.9348,1
2.192,1.09,1.456,-0.4738,0.9613,1
1.509,1.09,2.369,-0.9243,0.8905,1
1.826,1.09,1.6,-0.6935,0.9469,1
1.509,1.08,1.608,-0.8937,0.9267,1
1.598,1.08,1.83,-0.8298,0.939,1
1.937,1.09,1.33,-0.8166,0.9222,1
1.822,1.09,1.279,-0.1404,0.9995,1
2.415,1.17,1.782,-1.412,0.9119,1
2.091,1.23,1.904,-1.094,0.8949,1
1.742,1.23,2.086,-1.076,0.8983,1
2.468,1.1,1.387,-0.3193,0.9545,1
1.725,1.09,1.324,-0.7325,0.9266,1
2.401,1.22,1.726,-1.105,0.9119,1
1.381,1.09,1.961,-0.8019,0.9044,1
1.903,1.23,2.01,-1.078,0.8968,1
1.808,1.17,1.38,-1.195,0.9019,1
1.523,1.12,2.415,-0.293,0.9328,1
1.578,1.09,2.072,-0.4382,0.9494,1
1.758,1.22,2.101,-1.09,0.9383,1
2.316,1.24,1.689,-0.9508,0.9072,1
1.743,1.23,1.695,-0.8026,0.9317,1
1.607,1.1,2.284,-1.026,0.9163,1
1.982,1.09,1.055,-0.07762,0.9829,1
1.693,1.12,1.336,-0.1591,0.9848,1
1.659,1.09,2.115,-1.02,0.8731,1
1.366,1.08,2.028,-0.7654,0.9418,1
2.009,1.12,1.93,-0.3421,0.9268,1
1.259,1.09,1.888,-0.7779,0.9037,1
1.663,1.21,1.428,-0.6913,0.9333,1
1.782,1.09,1.297,-0.02153,0.9946,1
1.662,1.1,2.113,-1.13,0.9105,1
1.652,1.11,1.432,-0.8505,0.9014,1
2.457,1.21,1.708,-1.264,0.9047,1
4.175,1.23,1.696,-1.585,0.9636,1
1.759,1.08,1.585,-0.974,0.9355,1
1.416,1.09,1.648,-0.7678,0.9207,1
1.819,1.08,1.59,-0.7824,0.9349,1
1.737,1.23,2.513,-1.017,0.8907,1
1.83,1.1,1.341,-1.079,0.9367,1
1.51,1.1,2.421,-0.3083,0.9511,1
1.736,1.09,2.231,-0.4178,0.9495,1
1.353,1.08,1.965,-0.9032,0.9232,1
1.245,1.09,1.835,-0.7937,0.9135,1
1.379,1.09,1.944,-0.8111,0.9151,1
2.477,1.1,1.345,-0.3217,0.9431,1
1.703,1.24,1.441,-0.7565,0.9386,1
2.347,1.09,1.704,-1.142,0.9106,1
2.456,1.09,1.525,-1.023,0.9112,1
1.729,1.09,1.275,-0.2542,0.9794,1
1.728,1.23,2.418,-1.085,0.885,1
1.887,1.1,1.4,-1.065,0.9156,1
1.397,1.08,1.765,-0.2123,0.9955,1
1.672,1.29,1.733,-1.006,0.9192,1
1.577,1.09,2.089,-0.4169,0.9494,1
1.568,1.09,1.386,-0.1096,0.9843,1
1.681,1.22,2.406,-1.095,0.9008,1
1.376,1.09,1.583,-0.1916,0.967,1
2.448,1.09,1.399,-0.4392,0.9525,1
1.484,1.09,2.321,-0.3449,0.9389,1
2.358,1.21,1.65,-1.19,0.9025,1
1.908,1.11,1.271,-0.1658,0.9845,1
1.638,1.09,1.429,-0.9061,0.9125,1
1.597,1.09,1.6,-0.8052,0.9344,1
1.822,1.09,1.327,-0.2156,0.9839,1
1.578,1.08,1.745,-0.7924,0.9302,1
1.552,1.09,1.968,-0.7825,0.9135,1
1.899,1.09,1.946,-0.4656,0.9565,1
1.539,1.09,1.97,-0.7669,0.9186,1
1.714,1.08,1.588,-0.7236,0.9284,1
4.18,1.12,1.598,-1.509,0.9456,1
2.529,1.08,1.595,-1.112,0.9335,1
1.807,1.09,1.305,-0.1929,0.9683,1
1.955,1.11,1.481,-0.8802,0.9025,1
1.684,1.23,2.159,-1.005,0.9212,1
1.703,1.24,2.01,-0.6799,0.9122,1
2.393,1.24,1.755,-1.089,0.8828,1
2.492,1.22,1.711,-1.159,0.8988,1
1.893,1.24,2.01,-1.027,0.8951,1
2.235,1.09,1.411,-0.5304,0.952,1
1.821,1.24,2.253,-1.097,0.8942,1
1.668,1.09,2.299,-0.5263,0.9578,1
1.57,1.09,2.459,-1.106,0.9125,1
1.975,1.11,1.621,-1.096,0.9279,1
2.155,1.11,1.609,-1.04,0.8927,1
1.961,1.08,1.939,-1.109,0.8852,1
2.146,1.23,1.66,-1.071,0.898,1
1.608,1.09,1.579,-0.6877,0.9335,1
2.524,1.12,1.266,-0.4892,0.9365,1
2.45,1.24,1.667,-1.121,0.8829,1
1.879,1.09,2.039,-0.543,0.9661,1
1.71,1.23,2.37,-1.211,0.8975,1
2.469,1.11,1.286,-0.253,0.9314,1
1.736,1.09,1.332,-0.8064,0.911,1
2.477,1.09,1.693,-1.089,0.9031,1
2.224,1.22,1.679,-1.16,0.9263,1
1.79,1.23,1.842,-0.8018,0.9324,1
1.961,1.11,2.028,-1.119,0.9134,1
1.755,1.23,1.766,-0.7691,0.9365,1
2.355,1.23,1.697,-0.9951,0.9191,1
2.01,1.1,1.963,-1.354,0.9027,1
2.418,1.09,1.97,-1.316,0.9117,1
1.773,1.1,1.37,-1.006,0.9273,1
2.54,1.23,1.755,-1.18,0.9158,1
1.348,1.08,1.96,-0.8346,0.9321,1
2.49,1.09,1.722,-1.161,0.8969,1
1.756,1.22,2.526,-1.253,0.9021,1
1.641,1.09,2.187,-1.114,0.9057,1
2.352,1.09,1.701,-0.367,0.9561,1
2.483,1.09,1.629,-1.135,0.9225,1
1.294,1.08,1.789,-0.1395,0.9896,1
2.346,1.07,1.352,-0.5558,0.9601,1
1.92,1.09,2.079,-0.5738,0.932,1
1.925,0.92,1.637,-0.951,0.9875,1
1.553,1.13,1.606,-0.878,0.6153,1
1.49,1.28,1.912,-0.929,0.8154,1
1.693,1.29,1.577,-0.8903,0.847,1
1.768,1.27,1.506,-0.894,0.8927,1
1.641,1.27,1.953,-0.7782,0.8463,1
1.561,1.29,2.004,-1.118,0.8567,1
1.448,1.29,1.87,-0.9025,0.8278,1
1.894,1.29,1.504,-0.6072,0.8727,1
1.85,1.29,1.408,-0.924,0.8412,1
1.415,1.27,1.745,-0.8854,0.8959,1
1.874,1.14,1.554,-0.8293,0.9112,1
1.67,1.14,2.138,-0.8393,0.9131,1
1.652,1.12,1.402,-1.052,0.9121,1
1.592,1.14,1.858,-0.7989,0.91,1
1.485,1.14,1.926,-0.8271,0.9042,1
2.037,1.14,1.677,-0.9606,0.8984,1
1.594,1.14,2.047,-0.8054,0.9142,1
1.861,1.29,1.745,-0.819,0.8042,1
1.712,1.28,1.912,-0.8956,0.8868,1
2.027,1.29,1.747,-0.8726,0.8748,1
2.073,1.14,1.597,-0.8031,0.9119,1
2.028,1.14,1.584,-1.208,0.8519,1
1.969,1.29,1.495,-0.8629,0.8609,1
2.049,1.29,1.56,-0.6631,0.8945,1
1.905,1.27,1.622,-1.199,0.8828,1
1.637,1.32,1.596,-0.6114,0.8971,1
1.783,1.29,1.639,-0.685,0.8815,1
1.607,1.3,1.449,-0.871,0.8499,1
2.025,1.28,1.624,-0.9953,0.8582,1
1.669,1.28,2.034,-1.37,0.8822,1
1.623,1.14,1.763,-0.7618,0.9139,1
1.808,1.28,1.573,-0.9359,0.9022,1
1.61,1.29,2.228,-0.9726,0.9047,1
2.105,1.27,1.678,-1.05,0.8347,1
1.632,1.14,2.095,-1.192,0.8537,1
1.913,1.28,1.502,-1.022,0.8394,1
1.667,1.28,1.993,-0.9048,0.8619,1
2.041,1.28,1.581,-1.311,0.8849,1
1.703,1.28,1.903,-1.098,0.8853,1
2.083,1.14,1.639,-0.691,0.906,1
2.127,1.14,1.661,-0.812,0.9107,1
2.112,1.3,1.754,-0.9066,0.853,1
1.402,1.3,1.706,-0.8964,0.8497,1
2.433,1.3,1.831,-1.054,0.8731,1
1.566,1.27,1.7,-1.083,0.8389,1
1.606,1.15,1.867,-0.9834,0.8893,1
1.588,1.14,2.065,-0.7565,0.8971,1
1.661,1.29,2.053,-0.914,0.8242,1
1.455,1.12,1.818,-0.9927,0.9182,1
1.543,1.14,1.743,-0.9994,0.8759,1
1.703,1.29,2.059,-0.836,0.8339,1
2.133,1.14,1.645,-0.8129,0.9108,1
1.433,1.28,1.604,-0.9547,0.8859,1
1.699,1.28,2.065,-1.02,0.8351,1
1.668,1.29,2.061,-1.092,0.8018,1
1.667,1.29,1.807,-0.6385,0.8747,1
1.618,1.14,1.954,-0.8921,0.8663,1
1.633,1.14,2.146,-0.7288,0.9112,1
1.666,1.27,2.091,-1.047,0.8499,1
1.492,1.29,2.053,-0.8137,0.8319,1
1.729,1.15,1.712,-0.6783,0.9053,1
1.531,1.13,1.727,-1.08,0.8869,1
1.481,1.29,1.841,-0.5819,0.8947,1
1.729,1.28,2.046,-0.7622,0.8478,1
2.09,1.28,1.78,-0.7347,0.8562,1
2.04,1.29,1.739,-0.4984,0.8772,1
1.521,1.28,1.736,-1.033,0.8513,1
1.502,1.28,1.616,-0.8357,0.899,1
1.438,1.27,1.859,-0.7014,0.8965,1
1.558,1.3,2.057,-0.7205,0.8633,1
2.141,1.14,1.651,-0.7576,0.8943,1
1.567,1.28,2.574,-0.6911,0.9041,1
2.002,1.28,1.576,-1.042,0.8438,1
1.8,1.3,1.486,-0.6162,0.8466,1
1.709,1.28,2.648,-1.074,0.9012,1
1.895,1.29,1.67,-1.232,0.834,1
1.791,1.14,1.536,-1.435,0.8502,1
1.468,1.27,1.948,-0.5153,0.8591,1
1.947,1.14,1.509,-1.171,0.8523,1
1.544,1.14,1.996,-0.8426,0.913,1
1.823,1.28,1.486,-0.7297,0.8487,1
1.678,1.14,1.683,-0.5784,0.915,1
1.87,1.28,1.49,-0.6665,0.8781,1
1.651,1.14,2.098,-0.9935,0.8752,1
2.079,1.3,1.743,-0.8054,0.8237,1
1.547,1.28,1.509,-0.9394,0.85,1
1.902,1.14,1.508,-1.065,0.8576,1
2.4,1.28,1.682,-0.9814,0.897,1
2.466,1.29,1.718,-1.05,0.904,1
2.273,1.27,1.698,-1.013,0.8522,1
1.595,1.28,1.627,-0.9545,0.8461,1
1.693,1.28,1.902,-1.101,0.8854,1
2.049,1.29,1.738,-0.785,0.8542,1
2.079,1.29,1.662,-0.8098,0.9082,1
1.903,1.28,1.681,-0.8992,0.8804,1
1.921,1.28,1.573,-0.9442,0.8708,1
1.563,1.28,1.752,-1.061,0.8349,1
1.499,1.28,1.994,-1.053,0.9033,1
1.681,1.28,2.086,-1.162,0.8618,1
1.624,1.28,1.535,-0.9316,0.8895,1
1.709,1.3,1.949,-0.8594,0.8471,1
2.019,1.28,1.703,-1.084,0.8689,1
1.491,1.28,1.756,-1.167,0.8378,1
1.909,1.28,1.578,-0.9675,0.8539,1
1.584,1.3,2.037,-1.163,0.8391,1
1.68,1.27,1.936,-1.127,0.885,1
1.715,1.28,1.999,-0.9635,0.9133,1
1.675,1.28,2.026,-0.9639,0.8679,1
1.544,1.28,1.628,-1,0.887,1
1.653,1.14,2.109,-1.155,0.8649,1
1.91,1.29,1.438,-0.8244,0.8743,1
1.547,1.29,1.894,-0.9585,0.8473,1
1.78,1.28,1.476,-0.9779,0.8616,1
1.703,1.29,1.574,-0.8089,0.8525,1
1.854,1.28,1.582,-0.975,0.8779,1
1.623,1.28,1.58,-0.8397,0.8944,1
2.058,1.29,1.69,-0.7688,0.8631,1
1.502,1.28,1.911,-0.8656,0.8555,1
1.887,1.28,1.475,-0.8728,0.8683,1
1.508,1.14,1.943,-0.8102,0.9131,1
2.035,1.28,1.687,-0.8479,0.8447,1
2.053,1.29,1.716,-0.8327,0.8485,1
2.08,1.29,1.696,-1.188,0.8114,1
1.565,1.14,1.81,-0.8114,0.9124,1
1.515,1.28,1.534,-0.9763,0.8838,1
2.059,1.28,1.693,-0.921,0.8638,1
1.579,1.28,1.747,-0.9349,0.8588,1
1.693,1.28,1.533,-1.042,0.848,1
1.677,1.3,1.959,-0.77,0.834,1
1.512,1.28,1.896,-1.136,0.8355,1
1.731,1.14,2.256,-0.9701,0.9226,1
1.902,1.28,1.509,-1.241,0.8601,1
2.012,1.3,1.678,-1.027,0.843,1
1.403,1.28,1.733,-0.8697,0.8632,1
1.733,1.28,1.881,-1.024,0.867,1
1.996,1.29,1.649,-0.9836,0.8119,1
1.78,1.28,1.567,-0.9494,0.8585,1
2.055,1.27,1.615,-1.217,0.8702,1
2.143,1.14,1.662,-0.7731,0.9185,1
2.067,1.29,1.754,-0.837,0.8752,1
1.555,1.27,1.617,-0.9987,0.8853,1
2.029,1.27,1.541,-0.9978,0.8691,1
1.813,1.28,1.53,-1.084,0.8649,1
1.869,1.27,1.513,-0.9212,0.8857,1
2.005,1.29,1.632,-0.719,0.8559,1
1.619,1.14,2.06,-0.9372,0.8938,1
1.785,1.27,1.454,-0.8321,0.8676,1
1.517,1.29,1.75,-0.7155,0.8457,1
1.862,1.28,1.501,-0.943,0.8916,1
1.607,1.28,1.634,-1.144,0.858,1
1.601,1.28,1.629,-0.8757,0.8791,1
1.702,1.28,1.962,-0.9648,0.8917,1
1.729,1.29,2.094,-0.7103,0.8476,1
1.734,1.14,1.676,-0.9492,0.8885,1
1.529,1.27,1.971,-0.8673,0.8767,1
1.735,1.15,2.095,-0.9917,0.8798,1
1.706,1.28,1.891,-0.9627,0.8657,1
1.59,1.14,1.745,-0.8194,0.9118,1
2.039,1.28,1.578,-0.9489,0.862,1
2.007,1.27,1.529,-0.8951,0.8896,1
1.598,1.29,1.482,-0.9899,0.8546,1
1.608,1.13,1.959,-1.233,0.8971,1
1.734,1.29,1.908,-0.9156,0.8459,1
1.893,1.28,1.553,-1.409,0.8349,1
1.567,1.3,1.487,-0.8559,0.8332,1
1.424,1.28,1.614,-0.9883,0.8853,1
1.466,1.29,1.932,-0.8071,0.902,1
1.382,1.28,1.73,-0.9057,0.859,1
1.666,1.27,2.046,-0.9145,0.8759,1
1.733,1.27,2.037,-1.331,0.8337,1
1.956,1.27,1.669,-1.107,0.8847,1
1.611,1.29,1.777,-0.7672,0.8832,1
1.626,1.29,1.958,-0.8674,0.8377,1
1.604,1.29,1.632,-0.8396,0.8758,1
1.719,1.28,1.88,-0.911,0.8713,1
1.467,1.29,1.801,-0.8974,0.8458,1
1.581,1.29,1.519,-0.8914,0.8403,1
1.52,1.14,1.905,-0.829,0.9127,1
2.089,1.29,1.687,-0.7103,0.8955,1
1.876,1.27,1.517,-0.8893,0.8647,1
1.679,1.28,1.59,-1.394,0.8358,1
1.692,1.27,1.91,-1.218,0.8825,1
1.863,1.14,1.456,-0.9943,0.893,1
1.778,1.28,1.907,-1.023,0.8865,1
1.515,1.27,1.763,-1.379,0.8355,1
1.683,1.29,1.942,-0.9015,0.8407,1
1.578,1.14,1.947,-0.9701,0.8882,1
1.584,1.27,1.834,-0.8481,0.8944,1
1.642,1.14,2.111,-0.7601,0.9125,1
1.792,1.29,1.43,-0.8436,0.8609,1
1.654,1.14,1.634,-1.448,0.8546,1
2.077,1.14,1.611,-0.829,0.9132,1
1.539,1.27,2.094,-0.9323,0.8539,1
1.659,1.29,2.106,-1.057,0.8261,1
1.549,1.27,2.11,-0.9697,0.8688,1
1.58,1.27,1.894,-1.041,0.8896,1
1.901,1.27,1.613,-0.8845,0.8685,1
1.386,1.29,1.759,-0.8196,0.8551,1
1.69,1.12,1.645,-1.044,0.915,1
1.542,1.29,1.99,-0.9426,0.8511,1
1.86,1.29,1.461,-0.8702,0.8379,1
1.666,1.27,1.973,-0.8264,0.8658,1
1.967,1.27,1.7,-0.9219,0.8686,1
1.979,1.14,1.511,-1.391,0.8507,1
1.95,1.27,1.555,-1.018,0.8685,1
1.701,1.28,1.868,-1.109,0.8859,1
1.816,1.27,1.511,-0.8474,0.8701,1
1.697,1.28,2.542,-1.015,0.9068,1
1.981,1.27,1.698,-1.018,0.8709,1
1.793,1.29,1.589,-1.083,0.8349,1
1.704,1.27,2.546,-1.098,0.913,1
1.73,1.28,1.627,-0.9144,0.8684,1
2.101,1.27,1.674,-1.145,0.8605,1
1.892,1.27,1.5,-1.071,0.8662,1
1.681,1.27,1.591,-0.9288,0.8912,1
2.039,1.28,1.622,-0.7814,0.8946,1
2.06,1.27,1.657,-0.9876,0.8445,1
1.54,1.29,2.033,-0.6148,0.847,1
2.023,1.27,1.581,-1.326,0.8348,1
1.661,1.29,1.941,-0.8301,0.8819,1
2.069,1.27,1.638,-0.9925,0.8717,1
2.132,1.27,1.558,-0.96,0.8563,1
1.711,1.29,1.993,-0.8986,0.8571,1
1.729,1.29,1.534,-0.8314,0.8563,1
1.803,1.14,1.533,-1.22,0.8939,1
1.606,1.14,2.081,-0.7989,0.9124,1
1.851,1.29,1.738,-0.9373,0.8746,1
1.598,1.29,2.085,-0.6149,0.8713,1
2.018,1.27,1.719,-1.069,0.8661,1
2.09,1.27,1.734,-0.9689,0.8782,1
1.934,1.29,1.667,-0.732,0.894,1
1.901,1.27,1.639,-0.9103,0.8781,1
2.023,1.27,1.719,-0.9681,0.8617,1
2.009,1.29,1.56,-0.8591,0.8802,1
2.06,1.27,1.68,-1.271,0.8426,1
1.608,1.14,2.097,-0.6945,0.9004,1
1.899,1.14,1.501,-0.9872,0.8749,1
1.947,1.14,1.517,-1.061,0.877,1
2.479,1.27,1.57,-1.006,0.9064,1
1.756,1.29,1.506,-1.22,0.8857,1
1.491,1.27,1.603,-1.029,0.8844,1
1.995,1.29,1.531,-0.9245,0.839,1
1.485,1.29,1.776,-0.8391,0.8321,1
2.024,1.14,1.557,-0.9355,0.8799,1
1.522,1.29,1.918,-0.6291,0.8772,1
1.535,1.13,1.978,-1.198,0.8867,1
1.651,1.29,1.976,-1.079,0.8244,1
2.064,1.27,1.687,-1.488,0.838,1
1.674,1.27,1.989,-1.329,0.8357,1
1.674,1.27,1.84,-0.9323,0.8863,1
1.648,1.14,2.096,-0.9724,0.8946,1
1.889,1.28,1.628,-0.8829,0.8645,1
1.461,1.29,1.816,-0.9644,0.8606,1
1.794,1.27,1.514,-1.383,0.8403,1
2.029,1.29,1.539,-0.6249,0.8348,1
1.879,1.27,2.225,-0.9104,0.9069,1
1.571,1.29,1.61,-0.7654,0.8335,1
1.631,1.29,1.913,-0.7692,0.8594,1
1.635,1.29,1.902,-0.9222,0.8376,1
1.758,1.28,2.059,-0.8334,0.8834,1
1.747,1.28,2.113,-0.7313,0.9343,1
1.683,1.27,2.243,-0.9847,0.8554,1
1.497,1.27,1.966,-0.9829,0.8874,1
1.711,1.14,1.667,-0.7946,0.9051,1
1.546,1.29,1.896,-0.6967,0.8814,1
1.711,1.29,1.904,-0.9912,0.8518,1
1.536,1.11,1.76,-1.655,0.8012,1
1.496,1.12,1.455,-1.298,0.463,1
1.508,1.27,1.918,-1.086,0.8089,1
2.021,1.27,1.479,-0.9597,0.8487,1
2.092,1.28,1.745,-0.7866,0.8973,1
2.092,1.29,1.663,-1.096,0.8284,1
1.661,1.14,2.117,-0.9855,0.8721,1
2.083,1.14,1.701,-0.9769,0.8953,1
1.716,1.27,1.912,-0.9873,0.8858,1
1.819,1.29,1.578,-0.8212,0.873,1
1.922,1.27,1.451,-1.137,0.8601,1
1.972,1.28,1.493,-0.6523,0.8704,1
1.642,1.27,1.784,-0.9701,0.8881,1
2.034,1.29,1.668,-1.032,0.8423,1
1.482,1.28,1.948,-0.6979,0.8765,1
2.015,1.28,1.523,-0.6219,0.8791,1
1.717,1.27,1.912,-0.9814,0.8874,1
1.789,1.27,1.596,-1.085,0.8354,1
2.191,1.27,1.932,-0.8941,0.9056,1
1.559,1.27,1.499,-0.9465,0.8849,1
2.341,1.27,1.662,-1.057,0.9226,1
1.882,1.27,1.697,-1.025,0.8908,1
1.725,1.29,2.104,-0.7545,0.8965,1
1.631,1.29,1.979,-0.9022,0.8539,1
1.692,1.27,1.976,-0.9423,0.8848,1
1.543,1.29,1.798,-0.8516,0.8312,1
2.074,1.27,1.563,-0.6892,0.8592,1
1.758,1.14,1.591,-0.7425,0.8791,1
2.013,1.29,1.732,-0.7333,0.8146,1
1.492,1.27,1.716,-0.8238,0.8969,1
1.576,1.27,1.647,-1.023,0.8703,1
1.701,1.27,2.049,-0.9018,0.83,1
1.715,1.12,1.656,-1.003,0.9297,1
1.529,1.29,1.93,-0.8922,0.8934,1
1.381,1.27,1.663,-0.9845,0.8938,1
1.734,1.14,1.691,-0.895,0.8994,1
1.67,1.29,2.086,-0.7072,0.8676,1
1.827,1.27,1.491,-0.8898,0.8697,1
1.538,1.27,1.71,-1.167,0.8567,1
1.897,1.29,1.509,-0.8014,0.8767,1
1.995,1.27,2.092,-1.003,0.9058,1
1.471,1.29,1.798,-0.8093,0.86,1
1.881,1.14,1.572,-0.8962,0.8892,1
1.685,1.27,1.944,-0.9904,0.8797,1
1.69,1.29,2.046,-0.9782,0.8345,1
1.711,1.27,1.642,-1.023,0.8383,1
1.492,1.14,1.946,-0.6862,0.9099,1
1.871,1.29,1.525,-0.7454,0.8786,1
1.833,1.27,1.484,-0.8737,0.8667,1
1.922,1.27,1.707,-1.022,0.8867,1
1.925,1.29,1.52,-0.7133,0.8806,1
1.4,1.3,1.774,-1.128,0.882,1
1.626,1.29,1.647,-0.9381,0.852,1
1.657,1.29,1.608,-0.702,0.8571,1
1.754,1.29,2.026,-1.085,0.8379,1
1.949,1.29,1.666,-0.8765,0.8387,1
2.595,1.29,1.624,-1.068,0.8727,1
1.671,1.29,1.738,-0.6912,0.8813,1
1.951,1.29,1.678,-1.015,0.8689,1
1.899,1.27,1.721,-1.059,0.8832,1
1.619,1.27,1.501,-1.046,0.8854,1
1.688,1.14,1.702,-0.7212,0.8996,1
1.488,1.27,1.719,-1.006,0.871,1
1.83,1.27,1.723,-0.8783,0.849,1
1.535,1.14,1.998,-1.029,0.8717,1
1.602,1.14,2.077,-0.8793,0.908,1
1.902,1.12,1.757,-1.032,0.913,1
1.445,1.27,1.609,-1.086,0.8846,1
1.717,1.32,2.033,-0.7238,0.8282,1
1.545,1.29,1.672,-0.8706,0.8202,1
1.648,1.27,1.575,-0.9107,0.8738,1
1.673,1.29,1.936,-0.7703,0.8367,1
2.03,1.27,1.618,-1.079,0.8661,1
2.14,1.29,1.632,-0.6939,0.8768,1
2.024,1.29,1.583,-0.9356,0.8495,1
