 Length, Height, Width, Linearity, Verticality, Class
0.5442,1.55,0.622,-1.964,0.009522,3
0.488,1.53,0.5954,-0.6549,0.001766,3
0.5945,1.55,0.6495,-0.2734,0.008031,3
0.673,1.55,0.7692,-0.2437,0.01503,3
0.6224,1.44,0.6879,-0.4887,0.008581,3
0.6818,1.54,0.8011,-1.482,0.00757,3
0.4203,1.59,0.6196,-2.65,0.0103,3
1.892,1.76,1.747,-2.548,0.352,3
1.629,1.77,1.307,-1.73,0.2523,3
1.63,1.74,1.291,-1.74,0.1735,3
1.34,1.76,1.44,-1.906,0.1235,3
1.387,1.8,1.394,-2.781,0.09781,3
1.317,1.73,1.589,-3.26,0.1289,3
1.723,1.76,1.444,-4.692,0.1522,3
1.593,1.76,1.691,-4.806,0.2683,3
0.5986,1.75,0.57,-0.4891,0.004313,3
0.4416,1.76,0.5938,-2.777,0.005437,3
0.6918,1.75,0.7064,-1.791,0.00756,3
0.8232,1.76,0.5684,-1.769,0.01168,3
0.6804,1.67,0.705,-1.705,0.008526,3
0.5827,1.75,0.6279,-2.831,0.005082,3
0.6134,1.56,0.4904,-2.92,0.004085,3
0.735,1.76,0.7779,-0.9831,0.001367,3
0.7209,1.56,0.6403,-0.903,0.0005267,3
0.6538,1.55,0.6702,-1.524,0.002513,3
0.7723,1.72,0.6446,-3.448,0.001189,3
0.6489,1.48,0.4024,-2.698,0.005865,3
0.8001,1.48,0.5479,-1.244,0.003007,3
0.7586,1.47,0.5075,-1.957,0.002402,3
0.765,1.3,0.4204,-3.219,0.0008983,3
0.8832,1.8,0.4587,-2.925,0.002119,3
0.7853,1.67,0.4596,-3.369,0.005347,3
0.6278,1.67,0.461,-2.119,3.36E-05,3
0.6652,1.67,0.412,-3.694,0.004581,3
0.6773,1.63,0.5192,-3.301,0.004504,3
0.8076,1.63,0.448,-2.19,0.001649,3
0.7146,1.63,0.4217,-1.974,0.002727,3
0.6672,1.68,0.6343,-1.093,0.006659,3
0.5331,1.69,0.5862,-3.104,0.002612,3
0.5723,1.54,0.5195,-1.801,0.0004668,3
0.6284,1.49,0.5786,-2.269,0.001088,3
0.6627,1.1,0.6198,-1.988,0.001435,3
0.7389,0.89,0.557,-1.746,0.01281,3
0.8182,0.88,0.4812,-1.622,0.01572,3
0.7242,1.55,0.4441,-2.795,0.03223,3
0.7924,1.58,0.5108,-2.458,0.0171,3
0.7011,1.79,0.4067,-2.082,0.000681,3
0.8021,1.51,0.5552,-1.817,0.004658,3
0.6069,1.39,0.5344,-3.147,0.008554,3
0.799,1.38,0.3329,-5.406,0.003308,3
0.7583,1.37,0.4483,-5.126,0.004714,3
0.8217,1.35,0.3982,-5.032,0.009585,3
0.7778,1.32,0.406,-3.238,0.007838,3
0.7877,1.25,0.4386,-2.533,0.004857,3
0.8033,1.28,0.4044,-2.333,0.004624,3
0.6964,1.26,0.4192,-2.272,0.007746,3
1.055,1.74,0.8793,-2.151,0.2528,3
0.878,1.72,0.9178,-2.834,0.2152,3
0.8479,1.71,0.7842,-3.939,0.1836,3
0.9159,1.71,0.5967,-5.059,0.1548,3
0.9576,1.74,0.3999,-5.77,0.1214,3
0.917,1.71,0.3825,-6.519,0.0849,3
1.052,1.68,0.4611,-3.718,0.02732,3
0.8134,1.75,0.7013,-1.604,0.006547,3
0.7239,1.76,0.7294,-1.013,0.005526,3
1.089,1.78,1.612,-14.25,0.1624,3
0.7971,1.77,1.765,-17.61,0.1481,3
1.458,1.74,1.597,-20.5,0.05816,3
0.9255,1.77,0.9643,-5.113,0.02941,3
0.8428,1.81,0.7828,-3.37,0.03912,3
1.025,1.78,0.6151,-7.666,0.01177,3
1.083,1.76,0.4845,-6.693,0.007678,3
1.007,1.78,0.6707,-6.682,0.01779,3
1.192,1.8,0.7676,-6.484,0.02566,3
0.9975,1.81,0.966,-5.451,0.02979,3
1.214,1.78,0.9652,-4.433,0.03552,3
0.6757,1.77,0.8466,-0.7262,0.008383,3
0.69,1.8,0.6762,-0.4473,0.009709,3
0.6512,1.8,0.5586,-1.118,0.003147,3
0.705,1.8,0.526,-1.025,0.005275,3
0.6398,1.55,0.6037,-0.9478,0.009465,3
0.7687,1.23,0.483,-2.149,0.01909,3
0.6233,1.42,0.5414,-2.701,0.007926,3
0.6104,1.19,0.598,-2.189,0.01297,3
0.5555,1.27,0.5706,-1.409,0.00558,3
0.6166,1.56,0.5638,-0.8781,0.00146,3
0.6159,1.78,0.5573,-1.136,0.002373,3
0.5677,1.83,0.5582,-1.409,0.004147,3
0.5758,1.81,0.5996,-1.471,0.008826,3
0.6288,1.8,0.7189,-1.501,0.009698,3
0.8436,1.79,0.6895,-1.352,0.007833,3
0.8964,1.81,0.675,-0.6512,0.007844,3
0.6441,1.82,0.668,-0.1985,0.007729,3
0.7241,1.81,0.734,-0.5612,0.01268,3
0.9169,1.81,0.6355,-0.9043,0.01947,3
0.9164,1.8,0.5843,-0.5462,0.01947,3
0.7201,1.81,0.6856,-1.018,0.006678,3
0.6445,1.75,0.7192,-1.219,0.01031,3
0.8101,1.73,0.7665,-1.279,0.01202,3
0.7727,1.75,0.727,-1.177,0.01102,3
0.7345,1.78,0.6621,-1.144,0.003464,3
0.5799,1.74,0.6049,-0.3972,0.007315,3
0.6822,2.04,0.7286,-0.4144,0.01216,3
0.7216,1.69,0.6405,-0.5913,0.02161,3
0.6491,1.69,0.7992,-1.387,0.02902,3
0.4711,1.95,0.8161,-0.969,0.007259,3
0.556,1.63,0.5433,-0.1759,0.006668,3
0.669,1.62,0.5073,-0.1301,0.02383,3
0.7266,1.59,0.512,-0.878,0.05517,3
0.5181,0.86,0.6211,-2.124,0.07166,3
0.5634,0.87,0.4908,-2.141,0.07251,3
0.5874,1.53,0.5236,-2.313,0.00679,3
0.5411,1.48,0.4908,-1.414,0.0007467,3
0.5583,1.52,0.6648,-0.6488,0.001853,3
0.5355,1.61,0.5935,-0.981,0.004888,3
1.254,1.94,0.7191,-1.101,0.0134,3
1.352,1.95,1.078,-7.692,0.1465,3
1.338,1.89,0.838,-25.41,0.1611,3
0.4504,1.93,1.125,-6.022,0.5794,3
0.2989,1.5,0.5559,-1.119,0.00165,3
1.381,2.04,0.5572,-11.93,0.05131,3
0.9407,1.85,1.216,-4.821,0.08594,3
0.443,1.51,0.6843,-0.6679,0.003501,3
0.5276,2.61,0.5775,-1.23,0.0006029,3
0.468,2.5,0.6012,-2.403,0.00292,3
1.201,2.62,0.9119,-1.466,0.001136,3
0.5291,2.6,0.6893,-2.735,0.0004846,3
0.5079,2.6,0.7198,-2.975,0.0006134,3
0.5478,2.6,0.8175,-3.767,0.002327,3
0.5807,2.54,1.012,-5.321,0.00332,3
0.542,1.61,0.6627,-4.584,0.003876,3
1.282,2.7,1.665,-3.271,0.02059,3
0.4868,1.61,0.7821,-2.103,0.00311,3
0.4295,1.63,0.6169,-2.327,0.001361,3
0.4665,1.63,0.6604,-1.477,0.001337,3
0.4747,1.63,0.6749,-1.183,0.001274,3
0.4734,1.63,0.6612,-2.054,0.002236,3
0.5631,1.63,0.7274,-2.526,0.00308,3
0.5336,1.52,0.6172,-3.022,0.004807,3
0.5859,1.64,0.6376,-2.705,0.008495,3
0.5725,1.64,0.5255,-2.928,0.005239,3
0.6321,1.64,0.6492,-1.249,0.004702,3
0.5683,1.64,1.225,-3.379,0.01176,3
0.5851,1.54,1.08,-3.478,0.00919,3
0.5674,1.55,1.049,-3.539,0.004861,3
0.6814,1.67,0.8895,-2.602,0.003214,3
0.6287,1.67,0.7351,-1.497,0.001588,3
0.6634,1.67,0.6905,-2.111,0.003404,3
0.5558,1.59,0.5578,-3.038,0.002598,3
0.6621,1.6,0.5767,-5.003,0.007186,3
0.7871,1.6,0.5331,-5.193,0.01217,3
0.9335,1.6,0.7288,-0.8829,0.01839,3
1.07,1.6,0.7274,-0.2546,0.01904,3
0.8405,1.6,0.7101,-3.956,0.008854,3
0.958,1.6,0.7747,-3.729,0.009026,3
1.145,1.6,0.6321,-2.096,0.007652,3
0.6868,1.59,0.6164,-0.4,0.001192,3
0.6137,1.61,0.5144,-0.8023,0.00339,3
0.6082,1.6,0.7581,-0.9234,0.0008276,3
0.6692,1.52,0.7948,-1.783,0.005173,3
0.6728,1.53,0.8134,-0.9441,0.002544,3
0.6185,1.62,0.6528,-0.63,0.002666,3
0.6404,1.62,0.6956,-1.482,0.004725,3
0.7037,1.53,0.8422,-1.485,0.006948,3
0.6274,1.54,0.7802,-3.317,0.003615,3
0.664,1.53,0.7805,-2.584,0.003404,3
0.6013,1.65,0.7034,-0.768,0.003457,3
0.5399,1.63,0.7076,-1.113,0.003424,3
0.5373,1.54,0.6477,-1.472,0.002999,3
0.6171,1.55,0.6883,-2.459,0.003062,3
0.6397,1.55,0.7356,-1.977,0.00557,3
0.6729,1.58,0.6238,-1.525,0.004418,3
0.5993,1.55,0.7044,-1.781,0.001933,3
0.5067,1.56,0.7448,-2.145,0.005175,3
0.6627,1.56,0.7465,-2.76,0.001966,3
0.5944,1.55,0.7749,-2.735,0.001062,3
0.5708,1.55,0.6795,-1.356,0.0005457,3
0.5859,1.56,0.6281,-0.7898,0.0008556,3
0.5681,1.56,0.6128,-0.8946,0.0008988,3
0.5797,1.56,0.7086,-1.69,0.002332,3
0.6041,1.57,0.7418,-1.163,0.001128,3
0.6674,1.57,0.5393,-1.068,0.002253,3
0.6867,1.57,0.6497,-0.8262,0.001988,3
0.5968,1.57,0.7525,-0.8602,0.004159,3
0.6198,1.54,0.8294,-2.582,0.02205,3
0.6294,1.53,0.7938,-2.961,0.005912,3
0.6111,1.52,0.7404,-1.707,0.004183,3
0.7958,1.53,0.5376,-0.997,0.005177,3
0.5935,1.53,0.563,-1.843,0.003155,3
0.5477,1.54,0.7272,-2.222,0.004624,3
0.556,1.55,0.7237,-2.347,0.005745,3
0.5637,1.54,0.6477,-2.177,0.006454,3
0.6496,1.54,0.566,-1.627,0.004961,3
0.6431,1.55,0.6287,-2.287,0.002181,3
0.7148,1.55,0.7342,-2.169,0.001965,3
0.666,1.55,0.7353,-2.709,0.001209,3
0.7207,1.54,0.8532,-1.763,0.0009531,3
0.6923,1.54,0.5204,-0.9063,0.0009792,3
0.5912,1.54,0.5601,-0.8828,0.001191,3
0.7509,1.55,0.6518,-0.5205,0.003083,3
0.5719,1.55,0.7973,-1.535,0.00307,3
0.5824,1.49,0.719,-1.111,0.007348,3
0.6213,1.55,0.7232,-0.5493,0.003469,3
0.6803,1.56,0.5516,-1.121,0.001578,3
0.7543,1.57,0.6436,-0.8966,0.006984,3
0.6607,1.53,0.7945,-2.787,0.01074,3
0.6513,1.52,0.6135,-2.477,0.005013,3
0.6789,1.56,0.5755,-0.9812,0.001903,3
0.7254,1.57,0.5789,-0.7946,0.001498,3
0.6121,1.54,0.6001,-1.936,0.006988,3
0.6532,1.54,0.6228,-2.272,0.004998,3
0.5799,1.54,0.7736,-2.069,0.007908,3
0.659,1.54,0.6303,-2.088,0.007266,3
0.6665,1.55,0.5781,-1.182,0.004308,3
0.6379,1.56,0.614,-2.099,0.004278,3
0.7962,1.57,0.6179,-2.535,0.004858,3
0.7306,1.56,0.7495,-2.382,0.004385,3
0.6751,1.56,0.462,-2.256,0.003681,3
0.6077,1.57,0.5527,-1.623,0.002432,3
0.6297,1.57,0.6476,-1.968,0.002388,3
0.7276,1.59,0.7917,-2.673,0.006381,3
0.5662,1.59,0.7707,-2.385,0.002292,3
0.5949,1.59,0.4581,-2.137,0.001706,3
0.594,1.59,0.449,-2.979,0.0005434,3
0.7458,1.6,0.5421,-3.318,0.000103,3
0.6777,1.6,0.7184,-1.298,0.001435,3
0.7131,1.6,0.7807,-1.685,0.001274,3
0.5578,1.5,0.5889,-1.786,0.0004057,3
0.5427,1.5,0.5895,-1.457,0.0009186,3
0.5985,1.51,0.669,-1.243,0.003352,3
0.5909,1.53,0.5722,-2.1,0.006115,3
0.5592,1.44,0.692,-2.147,0.01003,3
0.5247,1.54,0.6892,-2.149,0.005599,3
0.5391,1.54,0.5511,-1.722,0.008894,3
0.6542,1.54,0.4287,-3.288,0.004526,3
0.5442,1.59,0.6889,-1.429,0.01037,3
0.585,1.59,0.9559,-2.587,0.01588,3
0.6515,1.58,0.8052,-2.418,0.003148,3
0.5624,1.58,0.7481,-2.333,0.003791,3
0.5407,1.59,0.5763,-2.902,0.004206,3
0.5351,1.59,0.5079,-4.216,0.004192,3
0.67,1.6,0.7445,-5.095,0.004798,3
0.6034,1.49,0.7091,-4.204,0.004081,3
0.5658,1.59,0.6372,-2.756,0.001701,3
0.5082,1.6,0.5385,-1.321,0.002283,3
0.4906,1.6,0.5691,-2.163,0.0007258,3
0.4959,1.41,0.6458,-2.068,0.00405,3
0.5452,1.43,0.8636,-2.439,0.006958,3
0.5335,1.54,0.7133,-1.646,0.001933,3
0.5652,1.54,0.4969,-2.437,0.001003,3
0.5166,1.54,0.4547,-3.722,0.004031,3
0.6821,1.56,0.5388,-4.423,0.0052,3
0.6012,1.56,0.5924,-5.025,0.004563,3
0.6224,1.56,0.6149,-4.993,0.007567,3
0.5383,1.58,0.3905,-3.346,0.006664,3
0.506,1.57,0.313,-3.881,0.002347,3
0.5038,1.48,0.6862,-3.169,0.0113,3
0.5886,1.48,0.7024,-3.867,0.003136,3
0.5791,1.47,0.803,-2.296,0.001401,3
0.6504,1.59,0.4774,-2.819,0.0005623,3
0.669,1.6,0.4787,-2.623,0.001399,3
0.6404,1.59,0.5172,-2.414,0.00188,3
0.6265,1.59,0.4862,-1.999,0.00164,3
0.6196,1.59,0.6362,-1.716,0.001035,3
0.5722,1.49,0.4767,-3.19,0.007539,3
0.543,1.49,0.5152,-2.936,0.00442,3
0.5236,1.49,0.6004,-3.089,0.003043,3
0.5166,1.53,0.599,-2.876,0.008134,3
0.5044,1.54,0.6715,-2.528,0.006784,3
0.5875,1.42,0.6511,-1.588,0.002459,3
0.572,1.52,0.5181,-1.816,0.0002541,3
0.5315,1.54,0.3777,-3.133,0.002958,3
0.5697,1.55,0.5689,-2.819,0.005988,3
0.5541,1.52,0.5679,-2.411,0.003695,3
0.5071,1.57,0.5688,-2.207,0.003555,3
0.5018,1.56,0.4732,-3.221,0.00383,3
0.5046,1.55,0.4583,-2.67,0.003714,3
0.3757,1.55,0.7298,-2.693,0.001173,3
0.5683,1.46,0.8863,-1.51,0.01079,3
0.5175,1.46,0.6106,-1.427,0.002052,3
0.542,1.58,0.6655,-1.083,0.0001969,3
0.566,1.59,0.5353,-2.273,0.0001817,3
0.4299,1.59,0.528,-2.514,0.0007846,3
0.4846,1.58,0.706,-1.975,0.005614,3
0.4219,1.45,0.6762,-2.026,0.003963,3
0.5293,1.51,0.6984,-1.11,0.004859,3
0.4616,1.49,0.484,-1.722,0.001119,3
0.5122,1.49,0.4914,-2.35,0.006,3
0.4651,1.51,0.5599,-2.682,0.005181,3
0.3971,1.51,0.597,-2.87,0.001597,3
0.4678,1.5,0.6121,-1.987,0.0002525,3
0.4599,1.5,0.7263,-2.386,0.00136,3
0.4644,1.5,0.604,-0.8362,0.0005671,3
0.4674,1.49,0.6399,-2.024,0.002439,3
0.507,1.39,0.5037,-5.707,0.009011,3
0.5141,1.4,0.5672,-5.055,0.00808,3
0.4563,1.38,0.543,-4.633,0.006159,3
0.5421,1.41,0.524,-4.897,0.008366,3
0.5279,1.4,0.5362,-7.053,0.007955,3
0.4416,1.4,0.5023,-4.449,0.01038,3
0.5599,1.41,0.4387,-3.162,0.008527,3
0.4047,1.4,0.5118,-2.296,0.006113,3
0.4707,1.39,0.5631,-1.724,0.003515,3
0.415,1.41,0.5544,-1.723,0.002322,3
0.5409,1.4,0.4929,-1.822,0.001627,3
0.5023,1.41,0.4765,-2.024,0.001347,3
0.5469,1.41,0.4275,-2.551,0.003767,3
0.4522,1.42,0.5705,-3.228,0.01064,3
0.5191,1.42,0.4841,-3.838,0.02158,3
0.6194,1.42,0.4059,-4.744,0.02081,3
0.588,1.43,0.5839,-3.778,0.02458,3
0.4735,1.41,0.4845,-3.44,0.01331,3
0.5346,1.44,0.5845,-4.407,0.0182,3
0.5439,1.44,0.5692,-2.8,0.01492,3
0.5808,1.44,0.5477,-3.581,0.01358,3
0.5636,1.42,0.4801,-2.351,0.003758,3
0.6131,1.43,0.4077,-3.261,0.00488,3
0.6244,1.43,0.581,-1.729,0.008953,3
0.5833,1.23,0.4759,-2.08,0.01617,3
0.5173,1.43,0.537,-1.165,0.03094,3
0.6271,1.45,0.5331,-0.9138,0.03522,3
0.5886,1.43,0.5193,-1.232,0.02312,3
0.5502,1.43,0.5229,-1.986,0.02853,3
0.4666,1.43,0.5651,-1.214,0.01778,3
0.4136,1.44,0.5952,-1.468,0.01751,3
0.3918,1.44,0.6292,-1.647,0.01828,3
0.438,1.44,0.5863,-2.763,0.0188,3
0.4089,1.44,0.5936,-2.162,0.01562,3
0.4103,1.44,0.6394,-2.471,0.01794,3
0.396,1.44,0.5829,-2.449,0.01841,3
0.3929,1.43,0.6114,-1.483,0.01779,3
0.4648,1.43,0.5589,-1.75,0.02629,3
0.5859,1.43,0.4284,-1.243,0.01846,3
0.5731,1.43,0.4755,-1.933,0.02923,3
0.6183,1.43,0.5226,-2.048,0.03239,3
0.5148,1.43,0.8237,-2.471,0.04484,3
0.5874,1.43,0.6076,-2.77,0.04323,3
0.5251,1.43,0.6915,-3.368,0.04282,3
0.4471,1.44,0.7445,-3.892,0.06063,3
0.3966,1.44,0.8689,-4.11,0.07033,3
0.4704,1.43,0.7423,-3.111,0.05305,3
0.5977,1.44,0.7117,-2.402,0.05423,3
0.4805,1.43,0.6769,-2.455,0.03789,3
0.7326,1.43,0.3339,-4.018,0.03488,3
0.5825,1.43,0.4258,-3.814,0.02962,3
0.5723,1.43,0.4194,-4.316,0.02247,3
0.5987,1.43,0.3574,-4.915,0.01953,3
0.5308,1.58,0.5085,-2.33,0.0149,3
0.4572,1.59,0.5469,-1.69,0.01087,3
0.5317,1.6,0.5134,-1.41,0.0005246,3
0.5716,1.61,0.4809,-2.613,0.0007637,3
0.6317,1.6,0.5464,-4.552,0.0004883,3
0.5212,1.59,0.6555,-5.552,0.002454,3
1.338,1.78,0.9534,-2.505,0.06953,2
1.503,1.7,0.7443,-2.094,0.08593,2
1.32,1.72,0.697,-0.9594,0.03382,2
1.272,1.68,0.7241,-0.6976,0.08221,2
1.318,1.68,0.7528,-1.249,0.1155,2
1.484,1.81,0.7543,-1.512,0.1147,2
1.433,1.8,0.7898,-1.019,0.06122,2
1.473,1.8,0.7566,-2.547,0.03501,2
1.395,1.8,0.7901,-3.401,0.007086,2
1.663,1.72,0.7898,-4.393,0.09584,2
1.523,1.47,0.8497,-4.868,0.147,2
1.442,1.6,0.8364,-2.529,0.1884,2
1.483,1.59,0.8575,-3.381,0.1325,2
1.462,1.6,0.8425,-2.474,0.114,2
1.465,1.61,0.7907,-2.227,0.04712,2
1.499,1.54,0.7097,-1.978,0.08735,2
1.493,1.58,0.793,-2.465,0.06585,2
1.135,1.66,0.7031,-2.961,0.08981,2
1.746,1.66,0.8555,-4.462,0.1231,2
1.509,1.67,0.9292,-6.491,0.03678,2
1.427,1.67,1.053,-6.228,0.08664,2
1.53,1.67,1.024,-8.051,0.0782,2
1.661,1.65,1.042,-7.022,0.02658,2
1.594,1.69,1.051,-5.835,0.1579,2
1.445,1.69,0.9887,-6.526,0.1165,2
1.442,1.71,1.001,-5.308,0.02468,2
1.549,1.64,0.9887,-4.881,0.08308,2
1.494,1.46,0.9417,-5.184,0.09061,2
1.442,1.61,1.002,-5.169,0.0551,2
1.517,1.62,0.9848,-4.753,0.07239,2
1.447,1.62,1.042,-6.719,0.07918,2
1.541,1.66,1.063,-8.425,0.06091,2
1.482,1.66,1.162,-7.014,0.05327,2
1.461,1.67,1.141,-6.665,0.05141,2
1.444,1.68,1.176,-5.336,0.07634,2
1.376,1.69,1.14,-5.594,0.06628,2
1.576,1.7,1.12,-5.773,0.06547,2
1.418,1.71,1.106,-5.01,0.08205,2
1.553,1.72,1.115,-6.359,0.1293,2
1.469,1.71,1.064,-6.487,0.104,2
1.54,1.72,1.058,-5.593,0.05646,2
1.411,1.74,1.09,-5.45,0.03602,2
1.479,1.74,1.117,-6.458,0.04788,2
1.466,1.75,1.181,-7.402,0.06588,2
1.299,1.76,1.214,-7.171,0.05969,2
1.338,1.79,1.298,-8.646,0.1123,2
1.297,1.7,1.286,-7.173,0.07821,2
0.6279,1.71,1.744,-6.542,0.06054,2
1.8,1.78,1.878,-0.8532,0.8888,2
2.051,1.78,2.001,-0.7031,0.7904,2
1.779,1.79,1.814,-0.6892,0.7989,2
1.718,1.74,0.6403,-6.194,0.03851,2
1.568,1.74,0.9062,-6.831,0.05643,2
1.627,1.76,0.9106,-7.997,0.04591,2
2.004,1.76,0.7558,-6.149,0.04274,2
1.683,1.77,0.6933,-7.987,0.03629,2
1.644,1.79,0.6247,-6.618,0.04051,2
1.782,1.78,0.6558,-7.013,0.05646,2
1.686,1.7,0.6681,-6.395,0.04754,2
1.718,1.71,0.7204,-6.92,0.05815,2
1.883,1.71,0.7523,-7.97,0.06247,2
1.73,1.72,0.6984,-7.307,0.1022,2
1.67,1.73,0.7912,-6.674,0.06736,2
1.695,1.72,0.7213,-6.527,0.07078,2
1.678,1.75,0.7338,-8.08,0.07634,2
1.733,1.75,0.742,-6.732,0.05329,2
1.685,1.77,0.7392,-8.332,0.08361,2
1.664,1.77,0.7739,-8.57,0.0754,2
1.722,1.79,0.7881,-7.334,0.07204,2
1.768,1.71,0.8103,-7.811,0.08785,2
1.526,1.71,0.9699,-8.082,0.104,2
1.625,1.72,1.134,-8.104,0.02714,2
1.562,1.72,0.9913,-7.703,0.04117,2
1.539,1.72,1.109,-8.046,0.04025,2
1.525,1.76,1.091,-8.107,0.05618,2
1.501,1.76,1.079,-7.918,0.02008,2
1.619,1.76,1.142,-8.671,0.0593,2
0.788,1.7,1.688,-7.423,0.1238,2
2.163,1.75,1.704,-0.6457,0.9932,2
2.16,1.83,2.055,-0.6926,0.9701,2
2.499,1.82,1.998,-0.4601,0.9695,2
1.725,1.82,2.191,-0.6871,0.953,2
1.584,1.76,1.074,-8.537,0.08921,2
2.502,1.85,1.86,-0.8147,0.9323,2
1.653,1.78,0.8861,-8.126,0.0873,2
2.217,1.83,1.741,-0.7863,0.9936,2
2.181,1.84,2.067,-0.7822,0.9736,2
1.927,1.87,2.197,-0.6615,0.8898,2
1.724,1.79,0.7142,-9.047,0.08519,2
1.439,1.78,1.163,-10.62,0.08179,2
1.449,1.81,1.199,-9.042,0.1085,2
1.458,1.8,1.243,-10.39,0.1176,2
1.373,1.73,1.323,-10.69,0.1506,2
1.287,1.73,1.392,-9.279,0.1427,2
1.327,1.75,1.386,-8.845,0.1185,2
1.415,1.76,1.483,-9.155,0.1653,2
1.258,1.71,1.416,-11.31,0.1147,2
1.272,1.71,1.444,-14.77,0.04815,2
1.481,1.71,1.542,-15.29,0.05778,2
1.137,1.73,1.605,-13.48,0.1028,2
1.248,1.73,1.515,-10.99,0.1294,2
1.147,1.74,1.593,-11.44,0.1509,2
1.189,1.75,1.57,-11.78,0.179,2
1.283,1.75,1.556,-10.37,0.1933,2
1.419,1.74,1.363,-10.73,0.1452,2
1.306,1.77,1.556,-9.814,0.2225,2
1.353,1.78,1.493,-9.483,0.1386,2
1.377,1.78,1.431,-8.428,0.1867,2
1.48,1.7,1.45,-9.231,0.1873,2
1.429,1.7,1.274,-10.16,0.1981,2
1.522,1.71,1.392,-12.9,0.1741,2
1.387,1.71,1.525,-11.84,0.1654,2
1.38,1.71,1.444,-13.53,0.0629,2
1.355,1.71,1.338,-14.28,0.05766,2
1.312,1.76,1.525,-10.81,0.05255,2
1.301,1.76,1.48,-10.94,0.1943,2
1.344,1.75,1.378,-11.27,0.2459,2
1.331,1.75,1.551,-8.543,0.1955,2
1.316,1.75,1.482,-8.043,0.1066,2
1.359,1.75,1.304,-9.423,0.09181,2
1.365,1.79,1.392,-8.836,0.06951,2
1.335,1.8,1.548,-8.828,0.237,2
1.36,1.79,1.601,-9.045,0.1813,2
1.351,1.79,1.505,-10.97,0.09363,2
1.294,1.79,1.288,-9.273,0.07719,2
1.316,1.77,1.359,-11.73,0.1565,2
1.313,1.72,1.56,-9.727,0.2515,2
1.331,1.72,1.552,-10.04,0.1816,2
1.359,1.8,1.683,-10.67,0.1276,2
1.363,1.71,1.384,-10.42,0.1097,2
1.341,1.69,1.235,-10.63,0.205,2
1.304,1.64,1.39,-8.429,0.2545,2
1.296,1.69,1.838,-9.262,0.2633,2
1.277,1.69,1.83,-10.52,0.1499,2
1.199,1.69,1.553,-9.472,0.1435,2
1.169,1.72,1.664,-8.988,0.1715,2
1.19,1.71,1.629,-7.784,0.08384,2
1.244,1.7,1.807,-6.357,0.1523,2
1.325,1.69,1.481,-9.426,0.122,2
1.376,1.67,1.3,-10.64,0.177,2
1.381,1.65,1.355,-9.241,0.1213,2
1.398,1.67,1.475,-11.51,0.1576,2
1.418,1.67,1.209,-8.72,0.2177,2
1.415,1.66,1.185,-8.658,0.1838,2
1.343,1.66,1.267,-6.312,0.09766,2
1.475,1.68,1.45,-10.33,0.1898,2
1.406,1.66,1.484,-8.816,0.2555,2
1.422,1.65,1.348,-8.479,0.1872,2
1.457,1.64,1.393,-8.816,0.1359,2
1.46,1.64,1.12,-10.67,0.1493,2
1.489,1.66,1.293,-10.59,0.2156,2
1.412,1.65,1.385,-9.785,0.2281,2
1.517,1.64,1.332,-7.504,0.119,2
1.477,1.63,1.334,-9.678,0.1777,2
1.465,1.65,1.46,-6.502,0.2034,2
1.409,1.57,1.33,-6.525,0.2283,2
1.418,1.61,1.462,-7.382,0.1179,2
1.488,1.61,1.398,-8.549,0.2619,2
1.459,1.74,1.357,-10.76,0.2364,2
1.414,1.69,1.401,-9.147,0.08149,2
1.447,1.7,1.543,-8.428,0.04688,2
1.338,1.68,1.446,-9.086,0.1738,2
1.322,1.67,1.489,-5.735,0.2609,2
1.444,1.66,1.461,-6.874,0.145,2
1.368,1.65,1.411,-5.639,0.1042,2
1.416,1.65,1.529,-4.681,0.009173,2
1.524,1.63,1.297,-9.844,0.0007227,2
1.509,1.5,1.209,-8.566,0.1135,2
1.523,1.58,1.179,-6.773,0.3134,2
1.691,1.59,1.111,-8.481,0.2568,2
1.624,1.62,1.185,-6.724,0.2139,2
1.472,1.62,1.261,-5.408,0.2823,2
1.413,1.6,1.309,-5.721,0.07291,2
1.395,1.6,1.341,-5.053,0.008598,2
0.9861,1.59,0.83,-2.531,0.04756,2
1.073,1.49,0.8735,-3.713,0.002404,2
1.49,1.5,1.236,-6.625,0.09791,2
1.679,1.56,1.042,-6.478,0.1655,2
