 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.084,1.68,0.8077,0.275,0.06158,0.5564,-6.75,-6.139,-0.6119,0.7479,0.2322,0.0004151,55.08,52.05,0.02535,0.07692,0.07716,0.1384,0.08338,0.4408,0.2208,0.7057,2.627,4.808,0.05374,24.91,-0.4783,2
1.04,1.67,0.8102,0.2671,0.05925,0.5483,-7.58,-6.628,-0.9515,0.744,0.2219,0.004557,55.18,51.93,0.03244,0.1003,0.08863,0.133,0.08151,0.4297,0.2147,0.7021,2.627,4.808,0.05374,24.91,-0.4783,2
1.148,1.64,0.8047,0.2732,0.06434,0.5714,-7.009,-5.544,-1.465,0.698,0.2145,0.0008243,52.07,49.93,0.02774,0.08339,0.09705,0.164,0.08251,0.4146,0.2203,0.7309,2.627,4.808,0.05374,24.91,-0.4783,2
1.558,1.65,0.9118,0.3059,0.06767,0.5882,-8.168,-6.894,-1.274,0.7369,0.25,0.004176,52.59,49.9,0.2993,0.1346,0.05522,0.251,0.1026,0.4508,0.2682,0.7609,2.627,4.808,0.05374,24.91,-0.4783,2
1.541,1.61,0.9611,0.3103,0.07118,0.608,-8.286,-6.13,-2.156,0.6908,0.2375,0.01153,52.44,48.79,0.274,0.1435,0.0662,0.2586,0.1156,0.427,0.2671,0.7974,2.627,4.808,0.05374,24.91,-0.4783,2
1.368,1.6,0.8636,0.3007,0.06784,0.5925,-8.436,-6.574,-1.862,0.7096,0.236,0.0109,48.05,40.1,0.2198,0.1255,0.05776,0.2055,0.1032,0.4235,0.2441,0.7254,2.627,4.808,0.05374,24.91,-0.4783,2
0.9565,1.56,0.7718,0.2359,0.05494,0.5227,-6.566,-5.634,-0.9316,0.7207,0.1925,0.01341,52.7,50.54,0.01804,0.1181,0.09308,0.1139,0.08143,0.3693,0.1882,0.6825,2.627,4.808,0.05374,24.91,-0.4783,2
1.286,1.58,0.7556,0.275,0.06166,0.5608,-7.817,-6.577,-1.24,0.7313,0.2239,0.002234,51.97,46.18,0.09214,0.0892,0.05094,0.1786,0.08128,0.4085,0.2228,0.722,2.627,4.808,0.05374,24.91,-0.4783,2
1.268,1.57,0.646,0.2586,0.06075,0.5501,-6.137,-5.377,-0.7598,0.7211,0.2127,0.004556,52.63,48.5,0.09051,0.05912,0.08927,0.178,0.06425,0.3905,0.2109,0.6643,2.627,4.808,0.05374,24.91,-0.4783,2
1.258,1.52,0.6811,0.2532,0.06104,0.5507,-5.966,-4.99,-0.9756,0.7007,0.2029,0.0008996,52.07,48.09,0.1125,0.03399,0.09968,0.1793,0.06726,0.3697,0.2054,0.638,2.627,4.808,0.05374,24.91,-0.4783,2
1.348,1.67,0.6484,0.2806,0.06402,0.5697,-7.275,-6.146,-1.129,0.7256,0.2282,0.01774,49.38,44.03,0.07364,0.00959,0.05356,0.2082,0.06073,0.4305,0.2331,0.6869,2.627,4.808,0.05374,24.91,-0.4783,2
1.434,1.66,0.734,0.2652,0.0604,0.5538,-7.477,-6.232,-1.245,0.7232,0.2144,0.01853,54.45,51.55,0.07035,0.02286,0.1429,0.2264,0.06833,0.4162,0.237,0.7549,2.627,4.808,0.05374,24.91,-0.4783,2
1.27,1.71,0.7392,0.2813,0.06659,0.5796,-6.62,-5.408,-1.212,0.7035,0.2239,0.00782,51.88,46.13,0.00489,0.04452,0.09479,0.192,0.07352,0.4394,0.235,0.7621,2.627,4.808,0.05374,24.91,-0.4783,2
0.9937,1.74,0.7248,0.279,0.0594,0.5487,-7.377,-6.907,-0.4706,0.7722,0.2412,0.01158,52.21,50.84,0.004261,0.02491,0.1426,0.1229,0.07078,0.4636,0.2191,0.6333,2.627,4.808,0.05374,24.91,-0.4783,2
1.119,1.75,0.7174,0.2974,0.05706,0.5451,-10.33,-9.597,-0.7346,0.8056,0.2607,0.04185,52.61,50.25,0.0719,0.01742,0.1378,0.1559,0.06574,0.4782,0.2333,0.6157,2.627,4.808,0.05374,24.91,-0.4783,2
1.206,1.66,0.7452,0.2517,0.05924,0.542,-5.935,-5.274,-0.6609,0.7227,0.2081,0.02248,48.16,41.94,0.1404,0.03756,0.1207,0.1691,0.07433,0.4054,0.2163,0.8491,2.627,4.808,0.05374,24.91,-0.4783,2
1.154,1.71,0.7544,0.2789,0.06399,0.5648,-5.929,-5.501,-0.4274,0.7406,0.2364,0.03479,46.99,39.61,0.1358,0.0549,0.1123,0.1643,0.07767,0.439,0.227,0.8336,2.627,4.808,0.05374,24.91,-0.4783,2
1.117,1.7,0.7647,0.2637,0.05634,0.5329,-6.289,-6.179,-0.1109,0.7754,0.2326,0.03517,51.87,49.09,0.1165,0.009945,0.1374,0.1459,0.07814,0.4333,0.2191,0.7808,2.627,4.808,0.05374,24.91,-0.4783,2
1.097,1.8,0.6702,0.2708,0.05887,0.5452,-7.096,-6.581,-0.5153,0.763,0.2322,0.02787,52.27,51.04,0.1116,0.03931,0.04026,0.1462,0.06509,0.4673,0.2262,0.7589,2.627,4.808,0.05374,24.91,-0.4783,2
0.9535,1.84,0.6348,0.3046,0.05702,0.5432,-9.083,-8.875,-0.2084,0.8203,0.2746,0.009462,52.89,47.78,0.04021,0.02783,0.075,0.106,0.06233,0.5277,0.232,0.6217,2.627,4.808,0.05374,24.91,-0.4783,2
1.101,1.84,0.719,0.2849,0.05466,0.5317,-8.274,-8.146,-0.1289,0.8133,0.2567,0.05889,48.34,40.04,0.04836,0.003197,0.08507,0.1486,0.07213,0.4904,0.237,0.6967,2.627,4.808,0.05374,24.91,-0.4783,2
1.561,1.73,0.7417,0.2701,0.06692,0.5748,-5.144,-4.417,-0.7274,0.6926,0.2175,0.008874,47.12,40.1,0.002982,0.001422,0.01595,0.2554,0.07918,0.434,0.2562,0.8622,2.627,4.808,0.05374,24.91,-0.4783,2
1.511,1.55,0.7418,0.2696,0.06418,0.5644,-5.662,-5.041,-0.6206,0.7177,0.2225,0.002775,51.33,45.42,0.2598,0.0197,0.07283,0.234,0.07919,0.3928,0.2353,0.6076,2.627,4.808,0.05374,24.91,-0.4783,2
1.429,1.77,0.6989,0.3025,0.0635,0.5696,-8.542,-7.702,-0.8396,0.7707,0.2576,0.03309,50.51,48.19,0.1845,0.03171,0.01724,0.2239,0.06858,0.482,0.2582,0.618,2.627,4.808,0.05374,24.91,-0.4783,2
1.582,1.63,0.7374,0.272,0.06632,0.5796,-6.463,-4.754,-1.709,0.668,0.206,0.01432,51.2,47.57,0.2093,0.04098,0.02738,0.2722,0.07569,0.3994,0.2491,0.6677,2.627,4.808,0.05374,24.91,-0.4783,2
1.49,1.57,0.6867,0.2805,0.06531,0.5798,-7.719,-5.791,-1.928,0.6894,0.2156,0.01722,50.25,43.25,0.08341,0.03245,0.01113,0.2469,0.06913,0.3942,0.2367,0.7309,2.627,4.808,0.05374,24.91,-0.4783,2
1.541,1.73,0.7139,0.3242,0.07524,0.6166,-7.027,-5.816,-1.212,0.7142,0.2604,0.005691,52.32,48.82,0.01712,0.02172,0.05145,0.2599,0.07502,0.479,0.2713,0.8246,2.627,4.808,0.05374,24.91,-0.4783,2
1.07,1.75,0.7171,0.3014,0.06031,0.5572,-9.289,-8.578,-0.711,0.7915,0.2617,0.03047,51.38,47.51,0.1784,0.02995,0.01336,0.1418,0.07127,0.4818,0.2316,0.8124,2.627,4.808,0.05374,24.91,-0.4783,2
1.255,1.59,0.7104,0.2409,0.05398,0.5176,-5.599,-5.463,-0.1369,0.7554,0.2096,0.05809,52.86,48.72,0.1305,0.01403,0.02896,0.1779,0.07137,0.3756,0.2083,0.8314,2.627,4.808,0.05374,24.91,-0.4783,2
1.549,1.61,0.7263,0.2761,0.06586,0.5731,-5.925,-5.117,-0.8083,0.7115,0.2248,0.03445,51.28,44.93,0.07548,0.0202,0.06462,0.2607,0.07288,0.4025,0.2454,0.7974,2.627,4.808,0.05374,24.91,-0.4783,2
1.127,1.67,0.7358,0.2779,0.05912,0.5486,-7.879,-7.207,-0.6717,0.7687,0.2377,0.02941,50.53,44.71,0.1309,0.01256,0.1041,0.1505,0.07497,0.4357,0.2204,0.7798,2.627,4.808,0.05374,24.91,-0.4783,2
1.064,1.55,0.9774,0.2504,0.0587,0.5438,-6.976,-5.635,-1.341,0.7048,0.1986,0.03766,60.39,54.1,0.04887,0.1284,0.015,0.14,0.1171,0.3675,0.2082,0.7837,1.686,3.041,-0.1909,10.49,-0.1586,2
0.8024,1.66,0.791,0.2839,0.06225,0.5639,-8.1,-6.992,-1.108,0.7454,0.2349,0.004112,58.73,49.69,0.04398,0.0359,0.04755,0.09435,0.08509,0.4399,0.2064,0.5601,1.686,3.041,-0.1909,10.49,-0.1586,2
1.119,1.68,0.8,0.3143,0.06829,0.5921,-8.732,-7.362,-1.369,0.7428,0.2575,0.0007322,52.43,51.36,0.1492,0.07871,0.04362,0.1529,0.08594,0.4684,0.2358,0.6306,1.686,3.041,-0.1909,10.49,-0.1586,2
0.7876,1.3,0.7891,0.1902,0.04945,0.4794,-4.262,-3.599,-0.6626,0.664,0.1503,0.006972,50.66,48.22,0.05474,0.1063,0.0246,0.08814,0.08058,0.2659,0.1449,0.6723,1.686,3.041,-0.1909,10.49,-0.1586,2
1.124,1.56,0.7178,0.2327,0.05184,0.5152,-8.628,-6.874,-1.753,0.7195,0.1848,0.09582,55.63,52.92,0.1362,0.08886,0.08711,0.1605,0.07503,0.3482,0.1946,0.618,1.686,3.041,-0.1909,10.49,-0.1586,2
0.8469,1.45,0.6146,0.203,0.04417,0.4682,-7.541,-6.816,-0.7251,0.7581,0.1719,0.02195,47.18,40.75,0.09698,0.1156,0.03038,0.09335,0.05241,0.3237,0.1565,0.5343,1.686,3.041,-0.1909,10.49,-0.1586,2
1.073,1.68,0.7796,0.2612,0.05515,0.5354,-9.605,-8.125,-1.48,0.7529,0.2152,0.05031,53.22,49.36,0.1145,0.1206,0.07034,0.1401,0.08601,0.4169,0.2143,0.6623,1.686,3.041,-0.1909,10.49,-0.1586,2
1.043,1.68,0.8433,0.2745,0.06028,0.554,-7.862,-6.872,-0.9898,0.7477,0.2284,0.03084,52.08,50.38,0.1478,0.08079,0.07283,0.133,0.09595,0.4308,0.2199,0.6263,1.686,3.041,-0.1909,10.49,-0.1586,2
1.094,2.29,0.9275,0.3038,0.06241,0.5648,-8.62,-7.944,-0.6765,0.7823,0.2623,0.01499,51.17,45.2,0.1824,0.1798,0.2301,0.1362,0.1072,0.6686,0.304,0.7395,1.686,3.041,-0.1909,10.49,-0.1586,2
1.199,2.28,0.8326,0.2791,0.0607,0.5546,-7.472,-6.784,-0.6875,0.7592,0.2369,0.01518,51.79,48.48,0.123,0.08601,0.2048,0.1582,0.09205,0.6396,0.2966,0.6922,1.686,3.041,-0.1909,10.49,-0.1586,2
1.146,2.11,0.6251,0.2299,0.04733,0.4904,-7.656,-7.317,-0.3396,0.7872,0.2019,0.01348,52.34,49.14,0.09352,0.05076,0.2679,0.141,0.05404,0.5479,0.2476,0.7591,1.686,3.041,-0.1909,10.49,-0.1586,2
1.049,1.71,0.7657,0.2733,0.05659,0.5478,-11.01,-8.931,-2.079,0.7465,0.221,0.06604,51.06,47.57,0.1163,0.08373,0.08549,0.1504,0.07926,0.4279,0.2192,0.62,1.686,3.041,-0.1909,10.49,-0.1586,2
1.095,1.71,0.7757,0.249,0.05646,0.535,-7.616,-6.34,-1.276,0.7245,0.2013,0.03966,52.65,48.58,0.1182,0.08385,0.07694,0.1495,0.07983,0.4134,0.2142,0.6377,1.686,3.041,-0.1909,10.49,-0.1586,2
1.008,1.71,0.6957,0.2728,0.059,0.5516,-8.843,-7.471,-1.371,0.7449,0.2239,0.04746,48.61,40.07,0.09901,0.05902,0.08,0.1423,0.06664,0.4324,0.2138,0.5739,1.686,3.041,-0.1909,10.49,-0.1586,2
1.062,1.71,0.7228,0.3106,0.06453,0.5819,-10.6,-8.749,-1.851,0.7508,0.2533,0.00439,51.58,48.97,0.1305,0.07185,0.01895,0.1454,0.07117,0.4753,0.2306,0.5901,1.686,3.041,-0.1909,10.49,-0.1586,2
1.048,1.51,0.7345,0.2393,0.05426,0.5231,-7.493,-6.306,-1.187,0.7271,0.1945,0.04805,53.23,49.93,0.0933,0.06538,0.1033,0.141,0.07302,0.3519,0.1886,0.6106,1.686,3.041,-0.1909,10.49,-0.1586,2
1.035,1.56,0.6699,0.234,0.04908,0.4995,-8.094,-7.458,-0.6369,0.7752,0.2014,0.06415,48.85,43.18,0.1687,0.06806,0.1475,0.1332,0.06468,0.3657,0.1879,0.5331,1.686,3.041,-0.1909,10.49,-0.1586,2
0.9624,1.55,0.6514,0.2262,0.04749,0.4918,-8.562,-7.713,-0.8492,0.7704,0.1925,0.01986,53.63,49.32,0.1956,0.04279,0.1326,0.1071,0.06308,0.3688,0.1797,0.4662,1.686,3.041,-0.1909,10.49,-0.1586,2
1.106,1.57,0.7696,0.2925,0.05526,0.5373,-10.43,-9.781,-0.6446,0.812,0.2583,0.03802,49,43.08,0.1579,0.03544,0.04417,0.1442,0.07739,0.4276,0.2164,0.5769,1.686,3.041,-0.1909,10.49,-0.1586,2
1.099,1.57,0.6984,0.2541,0.0589,0.5473,-7.5,-5.918,-1.583,0.7035,0.1998,0.02252,52.74,48.34,0.1763,0.07899,0.07387,0.1506,0.07161,0.3786,0.2003,0.568,1.686,3.041,-0.1909,10.49,-0.1586,2
1.044,1.6,0.7647,0.2637,0.05807,0.5457,-8.387,-7.035,-1.352,0.7369,0.215,0.04578,52.39,51.09,0.1614,0.06508,0.1158,0.1442,0.07808,0.3943,0.2055,0.5748,1.686,3.041,-0.1909,10.49,-0.1586,2
1.185,1.6,0.7635,0.276,0.05763,0.547,-9.576,-8.277,-1.299,0.7622,0.2303,0.03434,53.57,50.01,0.1547,0.0688,0.06967,0.1704,0.07213,0.4124,0.2183,0.6282,1.686,3.041,-0.1909,10.49,-0.1586,2
1.195,1.61,0.6498,0.3027,0.06058,0.5684,-12.07,-9.957,-2.108,0.7608,0.2479,0.02674,53,51.22,0.1933,0.02634,0.01945,0.1788,0.0574,0.4367,0.2243,0.5356,1.686,3.041,-0.1909,10.49,-0.1586,2
1.316,1.6,0.6479,0.2591,0.05553,0.5409,-10.21,-7.979,-2.231,0.726,0.2049,0.03331,52.62,52.05,0.141,0.05771,0.08882,0.2038,0.05542,0.3926,0.2173,0.6428,1.686,3.041,-0.1909,10.49,-0.1586,2
1.363,1.63,0.6373,0.2774,0.05929,0.5608,-10.48,-8.067,-2.412,0.7224,0.2179,0.05596,50.52,46.98,0.1151,0.04573,0.08448,0.2225,0.05853,0.4065,0.2292,0.6736,1.686,3.041,-0.1909,10.49,-0.1586,2
1.356,1.63,0.6567,0.3117,0.06442,0.5841,-11.18,-9.015,-2.169,0.7451,0.2513,0.04287,49.53,42.44,0.09702,0.03242,0.04587,0.2184,0.06468,0.4392,0.2408,0.6839,1.686,3.041,-0.1909,10.49,-0.1586,2
1.307,1.63,0.6676,0.298,0.06119,0.5627,-9.632,-8.514,-1.118,0.7733,0.2521,0.008597,53.75,51.33,0.07345,0.004178,0.01465,0.1864,0.06383,0.4486,0.2329,0.6671,1.686,3.041,-0.1909,10.49,-0.1586,2
1.4,1.64,0.7738,0.2967,0.06414,0.5832,-10.24,-7.728,-2.513,0.7135,0.2306,0.06384,50.04,44.12,0.03962,0.02492,0.06773,0.2292,0.08723,0.4176,0.2447,0.7781,1.686,3.041,-0.1909,10.49,-0.1586,2
1.165,1.65,0.7553,0.2885,0.0591,0.5575,-10.7,-9.034,-1.67,0.7613,0.2384,0.09094,51.27,47.91,0.1007,0.04162,0.08109,0.1754,0.08364,0.417,0.2254,0.6388,1.686,3.041,-0.1909,10.49,-0.1586,2
1.072,1.65,0.7967,0.3077,0.06429,0.576,-9.441,-8.207,-1.234,0.7635,0.2574,0.0286,52.13,49.19,0.14,0.04753,0.02583,0.148,0.08391,0.4514,0.2278,0.5965,1.686,3.041,-0.1909,10.49,-0.1586,2
1.145,1.65,0.7954,0.3083,0.06429,0.5823,-10.78,-8.724,-2.055,0.7439,0.2488,0.02414,51.65,49.7,0.1458,0.1163,0.02831,0.1676,0.08156,0.448,0.2324,0.668,1.686,3.041,-0.1909,10.49,-0.1586,2
1.08,1.57,0.7795,0.259,0.05567,0.5351,-8.772,-7.536,-1.236,0.7513,0.2145,0.07268,53.33,50.21,0.1562,0.07994,0.1189,0.1513,0.08233,0.3787,0.2041,0.6066,1.686,3.041,-0.1909,10.49,-0.1586,2
1.096,1.58,0.768,0.26,0.05655,0.5387,-8.542,-7.274,-1.268,0.7449,0.2139,0.03254,47.76,39.77,0.1477,0.06524,0.09748,0.1493,0.076,0.392,0.2057,0.6017,1.686,3.041,-0.1909,10.49,-0.1586,2
1.094,1.59,0.8129,0.292,0.0642,0.5781,-9.123,-7.236,-1.887,0.7226,0.2318,0.01628,53.86,51.35,0.1522,0.07838,0.06164,0.1528,0.08787,0.4168,0.2192,0.6252,1.686,3.041,-0.1909,10.49,-0.1586,2
1.08,1.58,0.8543,0.2677,0.05723,0.5446,-9.285,-7.813,-1.472,0.7476,0.2196,0.09886,51.1,46.8,0.1312,0.0701,0.1168,0.1529,0.1012,0.3796,0.2113,0.6437,1.686,3.041,-0.1909,10.49,-0.1586,2
1.135,1.61,0.9222,0.3057,0.06224,0.5722,-11,-9.256,-1.746,0.7621,0.2524,0.08757,50.69,48.73,0.153,0.1007,0.07369,0.1701,0.111,0.4189,0.2333,0.6982,1.686,3.041,-0.1909,10.49,-0.1586,2
1.076,1.61,0.8195,0.2949,0.06306,0.577,-10.27,-8.034,-2.232,0.7269,0.2334,0.02243,52.57,50.34,0.1697,0.1116,0.05534,0.1465,0.09338,0.4234,0.2211,0.6383,1.686,3.041,-0.1909,10.49,-0.1586,2
1.044,1.62,0.8168,0.271,0.05726,0.5469,-9.869,-8.203,-1.667,0.7478,0.2213,0.06021,51.78,48.91,0.1485,0.07891,0.1066,0.1377,0.0951,0.4032,0.212,0.614,1.686,3.041,-0.1909,10.49,-0.1586,2
1.143,1.63,0.7964,0.2931,0.06122,0.5659,-10.17,-8.512,-1.663,0.7531,0.2405,0.04573,54.31,52.38,0.1004,0.07978,0.0609,0.1581,0.09121,0.427,0.2254,0.6711,1.686,3.041,-0.1909,10.49,-0.1586,2
1.064,1.63,0.8558,0.2804,0.06225,0.5711,-9.237,-6.992,-2.245,0.7069,0.2176,0.02292,51.46,48.21,0.1348,0.09378,0.08506,0.1423,0.1018,0.4132,0.2191,0.6558,1.686,3.041,-0.1909,10.49,-0.1586,2
1.104,1.64,0.9119,0.3066,0.06203,0.5734,-11.55,-9.566,-1.984,0.759,0.2512,0.08198,50.03,46.3,0.09914,0.1162,0.04314,0.1565,0.1165,0.4286,0.2339,0.7299,1.686,3.041,-0.1909,10.49,-0.1586,2
1.028,1.64,0.9044,0.2936,0.06003,0.5617,-10.74,-9.081,-1.662,0.7623,0.2429,0.02392,52.27,48.68,0.117,0.1095,0.04575,0.1272,0.1072,0.4396,0.2247,0.688,1.686,3.041,-0.1909,10.49,-0.1586,2
1.036,1.67,0.9495,0.2997,0.06167,0.5717,-11.19,-9.116,-2.077,0.7494,0.2431,0.05714,55.01,52.62,0.1089,0.07425,0.04886,0.1371,0.1214,0.4382,0.2322,0.6846,1.686,3.041,-0.1909,10.49,-0.1586,2
1.207,1.67,1,0.2971,0.06091,0.5704,-11.65,-9.306,-2.344,0.7444,0.2386,0.02316,52.87,51.88,0.0455,0.03872,0.039,0.1657,0.1228,0.4458,0.2448,0.7758,1.686,3.041,-0.1909,10.49,-0.1586,2
1.012,1.67,0.9349,0.3082,0.06222,0.5767,-12.09,-9.772,-2.313,0.7521,0.2495,0.02492,53.65,52.62,0.138,0.1285,0.02143,0.1292,0.1141,0.4555,0.2329,0.7005,1.686,3.041,-0.1909,10.49,-0.1586,2
1.151,1.68,1.09,0.3194,0.06594,0.591,-11.32,-9.07,-2.248,0.7436,0.2568,0.01514,50.44,48.25,0.04823,0.05564,0.007804,0.1522,0.1444,0.4673,0.2547,0.7993,1.686,3.041,-0.1909,10.49,-0.1586,2
1.132,1.62,1.15,0.3243,0.0685,0.604,-11.09,-8.423,-2.67,0.7214,0.2533,0.01261,49.87,41.79,0.06649,0.03891,0.01901,0.1523,0.1593,0.4485,0.2534,0.7915,1.686,3.041,-0.1909,10.49,-0.1586,2
1.132,1.65,1.135,0.3387,0.07175,0.6174,-11.07,-8.325,-2.74,0.7179,0.2633,0.02357,53.59,49.72,0.03524,0.04326,0.0145,0.1603,0.1573,0.4621,0.2599,0.8091,1.686,3.041,-0.1909,10.49,-0.1586,2
1.15,1.65,1.295,0.3074,0.0622,0.5826,-13.01,-9.827,-3.184,0.7299,0.2404,0.02966,51.03,48.21,0.01099,0.007263,0.01757,0.1506,0.192,0.4416,0.2614,0.8788,1.686,3.041,-0.1909,10.49,-0.1586,2
0.9762,1.68,1.066,0.3367,0.06843,0.6023,-11.95,-9.585,-2.363,0.748,0.2713,0.01791,51.64,47.39,0.05336,0.11,0.03811,0.1189,0.1468,0.4803,0.2487,0.7761,1.686,3.041,-0.1909,10.49,-0.1586,2
0.941,1.68,1.116,0.3228,0.06311,0.5876,-14.19,-11.06,-3.133,0.7475,0.2571,0.03018,50.98,44.59,0.03118,0.1156,0.01281,0.1107,0.1592,0.4657,0.2452,0.8042,1.686,3.041,-0.1909,10.49,-0.1586,2
0.9586,1.69,1.152,0.3212,0.0654,0.5945,-12.56,-9.615,-2.944,0.7328,0.2527,0.007962,52.69,48.65,0.0152,0.1558,0.04107,0.1084,0.1673,0.4706,0.2488,0.8665,1.686,3.041,-0.1909,10.49,-0.1586,2
0.8673,1.7,1.1,0.3145,0.06316,0.5862,-13.16,-10.1,-3.056,0.7369,0.2481,0.01275,53.27,48.86,0.007265,0.1661,0.02378,0.0933,0.1572,0.4683,0.2396,0.8333,1.686,3.041,-0.1909,10.49,-0.1586,2
0.7806,1.74,1.184,0.3021,0.05927,0.5734,-14.51,-10.96,-3.552,0.7364,0.2368,0.02137,52.37,49.05,0.05005,0.1682,0.004668,0.07727,0.1767,0.468,0.2407,0.8329,1.686,3.041,-0.1909,10.49,-0.1586,2
0.8394,1.76,1.258,0.31,0.06058,0.5791,-14.61,-11.11,-3.5,0.7395,0.2439,0.03266,48.84,40.87,0.06655,0.1479,0.01435,0.08732,0.1946,0.4768,0.2529,0.8534,1.686,3.041,-0.1909,10.49,-0.1586,2
0.7985,1.71,1.122,0.2909,0.0577,0.5605,-13.28,-10.49,-2.784,0.749,0.2331,0.02241,50.69,47.79,0.07774,0.1604,0.03138,0.07955,0.1587,0.4544,0.2309,0.7899,1.686,3.041,-0.1909,10.49,-0.1586,2
0.9027,1.72,1.183,0.3287,0.063,0.5876,-14.92,-11.8,-3.116,0.7568,0.2644,0.02347,53.71,51.47,0.01773,0.1102,0.006507,0.1001,0.173,0.4867,0.2533,0.8249,1.686,3.041,-0.1909,10.49,-0.1586,2
0.8859,1.73,1.091,0.3019,0.05841,0.5669,-14.49,-11.44,-3.048,0.7542,0.2424,0.02845,48.53,41.63,0.05947,0.1596,0.01674,0.09373,0.1546,0.4677,0.2387,0.8028,1.686,3.041,-0.1909,10.49,-0.1586,2
0.9314,1.68,1.065,0.3189,0.06424,0.5856,-12.2,-9.852,-2.352,0.7521,0.258,0.01909,52.35,49.48,0.07729,0.1448,0.01647,0.1077,0.1449,0.4682,0.2403,0.7806,1.686,3.041,-0.1909,10.49,-0.1586,2
1.056,1.69,1.026,0.301,0.05951,0.5651,-12.62,-10.4,-2.224,0.7633,0.2466,0.03048,53.24,50.24,0.07189,0.1283,0.03112,0.1271,0.1354,0.4572,0.2399,0.7872,1.686,3.041,-0.1909,10.49,-0.1586,2
1.058,1.71,1.138,0.3189,0.06545,0.5912,-11.81,-9.308,-2.507,0.7398,0.2543,0.02147,53.29,51.59,0.06835,0.1605,0.02382,0.1315,0.16,0.4723,0.2546,0.8628,1.686,3.041,-0.1909,10.49,-0.1586,2
1.733,1.76,2.433,0.8821,0.1375,0.6056,-26.19,-22.01,-4.177,0.8149,0.7452,0.4655,50.95,47.98,0.2454,0.4691,0.1282,0.3982,0.9243,0.5612,0.6279,1.796,1.686,3.041,-0.1909,10.49,-0.1586,2
1.943,1.78,2.215,0.7497,0.1231,0.6506,-22.14,-18.65,-3.49,0.8083,0.6321,0.385,53.38,50.52,0.1168,0.3414,0.1091,0.466,0.705,0.5663,0.5791,1.682,1.686,3.041,-0.1909,10.49,-0.1586,2
1.741,1.71,1.956,0.6412,0.118,0.6937,-15.84,-13.14,-2.697,0.7819,0.5311,0.3084,51.76,49.48,0.08485,0.3488,0.08045,0.3679,0.5474,0.5409,0.4854,1.542,1.686,3.041,-0.1909,10.49,-0.1586,2
1.434,1.8,1.766,0.5559,0.1082,0.6926,-12.62,-10.69,-1.927,0.7761,0.4632,0.2225,52.31,49.3,0.0536,0.3158,0.05473,0.2491,0.4405,0.5675,0.419,1.37,1.686,3.041,-0.1909,10.49,-0.1586,2
1.389,1.7,1.607,0.4752,0.09661,0.6693,-9.322,-8.453,-0.8693,0.7825,0.4078,0.1482,49.7,45.36,0.008205,0.255,0.0955,0.2194,0.3437,0.529,0.3641,1.262,1.686,3.041,-0.1909,10.49,-0.1586,2
1.395,1.7,1.492,0.4349,0.09403,0.6663,-6.679,-6.366,-0.3135,0.7685,0.3777,0.08985,52.61,49.27,0.02759,0.2004,0.09556,0.2169,0.279,0.5275,0.3411,1.159,1.686,3.041,-0.1909,10.49,-0.1586,2
1.344,1.67,1.34,0.415,0.09493,0.674,-5.828,-5.469,-0.3592,0.7432,0.3536,0.04314,52.6,48.84,0.07847,0.1428,0.08933,0.2098,0.2184,0.5193,0.3158,1.006,1.686,3.041,-0.1909,10.49,-0.1586,2
1.492,1.69,1.153,0.425,0.09895,0.6905,-6.432,-5.591,-0.8403,0.7235,0.3489,0.02482,52.19,49.01,0.002196,0.0856,0.09321,0.2576,0.1691,0.5326,0.3198,0.9958,1.686,3.041,-0.1909,10.49,-0.1586,2
1.661,1.7,0.9528,0.4288,0.09946,0.7018,-7.708,-5.894,-1.813,0.6954,0.3325,0.01743,51,48.84,0.07656,0.07261,0.06979,0.3237,0.1216,0.53,0.3251,1.06,1.686,3.041,-0.1909,10.49,-0.1586,2
1.93,1.72,0.9585,0.455,0.1057,0.7275,-8.281,-5.608,-2.673,0.6651,0.3352,0.0182,50.9,48.09,0.1071,0.115,0.08194,0.4283,0.1194,0.5408,0.3628,1.226,1.686,3.041,-0.1909,10.49,-0.1586,2
2.144,1.78,1.011,0.4953,0.114,0.7608,-9.033,-4.848,-4.186,0.6186,0.3369,0.01205,53.92,49.56,0.2286,0.1114,0.05381,0.5333,0.1288,0.5653,0.4091,1.439,1.686,3.041,-0.1909,10.49,-0.1586,2
2.27,1.7,1.327,0.5231,0.1242,0.7868,-7.963,-3.84,-4.123,0.5941,0.3455,0.02275,51.59,48.93,0.3152,0.1295,0.09813,0.597,0.1991,0.5438,0.4466,1.653,1.686,3.041,-0.1909,10.49,-0.1586,2
1.312,1.68,1.777,0.4886,0.1079,0.7219,-9.382,-7.128,-2.254,0.7094,0.38,0.1308,53.22,51.09,0.01356,0.3682,0.05412,0.2184,0.3885,0.5236,0.3768,1.424,1.686,3.041,-0.1909,10.49,-0.1586,2
