 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Max Intensity, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, N.Points, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.515,1.27,1.763,0.5816,0.1625,0.8634,-3.518,-2.139,-1.379,0.5721,0.4064,0.8355,240,78.27,69.61,0.2544,0.09913,0.003768,0.3895,0.5356,0.241,0.3887,1.102,142,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.683,1.29,1.942,0.5997,0.1736,0.886,-2.746,-1.845,-0.9015,0.5635,0.4281,0.8407,255,52.7,51.12,0.1949,0.1911,0.004858,0.4142,0.6245,0.25,0.4296,1.557,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.578,1.14,1.947,0.5774,0.1723,0.8926,-2.26,-1.29,-0.9701,0.5233,0.3948,0.8882,255,53.59,51.18,0.2407,0.04407,0.07671,0.3858,0.6046,0.2189,0.4031,1.448,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.584,1.27,1.834,0.603,0.1745,0.8868,-2.729,-1.88,-0.8481,0.5669,0.4336,0.8944,231,51.08,44.64,0.1266,0.2786,0.02157,0.425,0.5585,0.2433,0.4089,0.9221,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.642,1.14,2.111,0.5786,0.1701,0.883,-2.435,-1.675,-0.7601,0.5544,0.4142,0.9125,248,54.01,52.22,0.1497,0.2951,0.08943,0.3946,0.6748,0.2135,0.4276,1.014,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.792,1.29,1.43,0.599,0.1743,0.8881,-2.636,-1.793,-0.8436,0.5612,0.4286,0.8609,223,50.69,48.05,0.1274,0.2205,0.006507,0.5438,0.3844,0.2474,0.3919,0.9137,104,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.654,1.14,1.634,0.5702,0.1588,0.8567,-3.603,-2.155,-1.448,0.5717,0.3968,0.8546,227,51.54,44.76,0.3548,0.1217,0.0627,0.4579,0.4598,0.2114,0.3764,1.371,97,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.077,1.14,1.611,0.5758,0.1694,0.8824,-2.457,-1.628,-0.829,0.5499,0.4083,0.9132,219,50.56,43.17,0.3081,0.1545,0.09169,0.6496,0.3981,0.2121,0.4199,1.206,97,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.539,1.27,2.094,0.606,0.1756,0.8902,-2.736,-1.804,-0.9323,0.5603,0.4304,0.8539,255,52.21,49.37,0.2626,0.01351,0.01208,0.377,0.6846,0.2417,0.4344,1.151,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.659,1.29,2.106,0.5985,0.1675,0.8682,-3.377,-2.32,-1.057,0.5888,0.4329,0.8261,223,52.22,48.55,0.2102,0.1723,0.01008,0.371,0.7138,0.2513,0.4454,1.077,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.549,1.27,2.11,0.6004,0.1753,0.8923,-2.625,-1.655,-0.9697,0.5497,0.4211,0.8688,255,51.09,48.6,0.1389,0.4089,0.006215,0.4165,0.6447,0.2448,0.4353,1.726,104,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.58,1.27,1.894,0.5703,0.1681,0.8827,-2.482,-1.44,-1.041,0.5338,0.3918,0.8896,227,51.07,48.46,0.2674,0.05439,0.006266,0.3688,0.5961,0.2469,0.4039,1.457,104,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.901,1.27,1.613,0.57,0.168,0.8808,-2.447,-1.563,-0.8845,0.5444,0.4004,0.8685,223,51.64,48.1,0.08677,0.2611,0.01283,0.6071,0.3716,0.2437,0.4075,1.373,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.386,1.29,1.759,0.5727,0.1707,0.8879,-2.246,-1.426,-0.8196,0.5351,0.4009,0.8551,255,51.06,47.34,0.1918,0.06503,0.007568,0.3489,0.5246,0.2558,0.3764,1.203,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.69,1.12,1.645,0.5527,0.1655,0.8812,-2.202,-1.158,-1.044,0.5127,0.3718,0.915,255,54.14,51.53,0.2251,0.1427,0.08028,0.4741,0.4336,0.2131,0.3736,1.147,110,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.542,1.29,1.99,0.6111,0.1779,0.8952,-2.669,-1.726,-0.9426,0.5549,0.4315,0.8511,255,53,50.17,0.2104,0.03531,0.005822,0.3833,0.643,0.2517,0.426,1.173,102,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.86,1.29,1.461,0.5692,0.1699,0.8873,-2.234,-1.363,-0.8702,0.5298,0.3948,0.8379,255,53.12,49.11,0.02567,0.2189,0.01243,0.563,0.3555,0.2554,0.3913,1.039,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.666,1.27,1.973,0.5634,0.1691,0.8867,-2.133,-1.306,-0.8264,0.5257,0.3908,0.8658,227,49.88,46.18,0.2449,0.1243,0.02162,0.3874,0.6174,0.249,0.4179,1.044,104,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.967,1.27,1.7,0.5744,0.1696,0.8848,-2.423,-1.501,-0.9219,0.5395,0.4004,0.8686,219,50.31,43.42,0.1985,0.2148,0.0139,0.6088,0.423,0.2402,0.424,1.342,98,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.979,1.14,1.511,0.5672,0.1583,0.8558,-3.544,-2.153,-1.391,0.5726,0.3963,0.8507,242,50.71,47.57,0.03939,0.2418,0.06238,0.6251,0.3555,0.2116,0.3974,1.15,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.95,1.27,1.555,0.5717,0.1666,0.8771,-2.671,-1.653,-1.018,0.5488,0.3992,0.8685,255,52.07,48.3,0.03415,0.2487,0.007082,0.6125,0.3736,0.2385,0.4082,1.439,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.701,1.28,1.868,0.5677,0.1674,0.8822,-2.483,-1.374,-1.109,0.5284,0.3861,0.8859,233,49.33,44.63,0.2093,0.185,0.002916,0.4206,0.5675,0.248,0.412,1.541,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.816,1.27,1.511,0.5904,0.1708,0.8808,-2.727,-1.88,-0.8474,0.5669,0.4245,0.8701,255,53.12,49.53,0.308,0.1226,0.01456,0.5299,0.4179,0.2423,0.3967,1.064,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.697,1.28,2.542,0.679,0.1892,0.8958,-3.431,-2.416,-1.015,0.5951,0.4953,0.9068,255,52.23,49.93,0.2256,0.359,0.000972,0.4108,0.9337,0.2497,0.5314,1.105,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.981,1.27,1.698,0.5759,0.1683,0.8807,-2.627,-1.609,-1.018,0.5459,0.401,0.8709,255,53.17,51.34,0.1858,0.2352,0.007638,0.6277,0.4111,0.2387,0.4258,1.327,109,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.793,1.29,1.589,0.5763,0.1635,0.8654,-3.154,-2.071,-1.083,0.574,0.4105,0.8349,243,51.52,49.91,0.2343,0.1733,0.0002772,0.5354,0.4123,0.2456,0.3978,1.173,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.704,1.27,2.546,0.6726,0.1883,0.8978,-3.392,-2.294,-1.098,0.5864,0.4842,0.913,255,53.22,50.56,0.2115,0.3643,0.01122,0.4186,0.9249,0.2455,0.5297,1.952,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.73,1.28,1.627,0.5554,0.1665,0.8822,-2.169,-1.254,-0.9144,0.5209,0.3806,0.8684,234,54.19,51.41,0.223,0.1589,0.01542,0.4912,0.4247,0.2459,0.3873,1.27,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.101,1.27,1.674,0.5845,0.1649,0.8672,-3.274,-2.129,-1.145,0.5761,0.4156,0.8605,255,52.44,49.49,0.1968,0.2095,0.0103,0.6972,0.3806,0.2425,0.4401,1.351,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.892,1.27,1.5,0.6096,0.1745,0.8861,-2.999,-1.927,-1.071,0.5656,0.431,0.8662,255,52.25,50.68,0.01678,0.1959,0.009083,0.613,0.3752,0.2418,0.41,1.35,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.681,1.27,1.591,0.6049,0.1756,0.8905,-2.708,-1.779,-0.9288,0.5587,0.4291,0.8912,209,47.27,40.49,0.2606,0.1376,0.002296,0.4818,0.4613,0.2427,0.3953,1.099,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.039,1.28,1.622,0.62,0.1825,0.904,-2.433,-1.652,-0.7814,0.5524,0.4423,0.8946,219,47.93,40.45,0.01506,0.2194,0.01,0.6753,0.392,0.2549,0.4407,1.166,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.06,1.27,1.657,0.5855,0.1686,0.8772,-2.863,-1.875,-0.9876,0.5639,0.4156,0.8445,242,51.11,47.67,0.1237,0.226,0.007793,0.6777,0.3839,0.241,0.4342,1.302,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.54,1.29,2.033,0.5946,0.1732,0.884,-2.505,-1.89,-0.6148,0.5727,0.4377,0.847,255,52.39,50.72,0.1249,0.3107,0.03608,0.3911,0.6339,0.2504,0.4252,0.9564,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.023,1.27,1.581,0.5769,0.1604,0.8577,-3.602,-2.276,-1.326,0.5805,0.4077,0.8348,242,51.77,48.07,0.2772,0.1814,0.003768,0.6414,0.3781,0.2412,0.4202,1.218,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.661,1.29,1.941,0.6265,0.1798,0.8923,-2.851,-2.021,-0.8301,0.5764,0.4549,0.8819,248,50.96,48.18,0.2016,0.2355,0.01971,0.4201,0.6372,0.2518,0.4364,1.587,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.069,1.27,1.638,0.5758,0.1683,0.8805,-2.618,-1.625,-0.9925,0.5473,0.4023,0.8717,209,46.71,38.96,0.08007,0.2697,0.006665,0.6684,0.3832,0.239,0.4302,1.243,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.132,1.27,1.558,0.6007,0.1745,0.8893,-2.709,-1.749,-0.96,0.5562,0.4242,0.8563,248,55.07,51.82,0.4096,0.1642,0.01418,0.6592,0.4165,0.2406,0.4388,1.149,103,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.711,1.29,1.993,0.5991,0.1753,0.8921,-2.566,-1.667,-0.8986,0.5516,0.4231,0.8571,243,53.38,51.15,0.2117,0.1771,0.005958,0.4165,0.6435,0.2527,0.4376,1.586,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.729,1.29,1.534,0.6142,0.1771,0.8896,-2.779,-1.948,-0.8314,0.5717,0.4441,0.8563,220,52.12,47.5,0.2584,0.1426,0.01671,0.516,0.4321,0.25,0.3994,1.285,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.803,1.14,1.533,0.5731,0.1628,0.8662,-3.172,-1.952,-1.22,0.5644,0.401,0.8939,255,53.45,50.67,0.3525,0.1338,0.07302,0.5243,0.41,0.2139,0.3827,1.405,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.606,1.14,2.081,0.5778,0.1686,0.8786,-2.573,-1.774,-0.7989,0.5608,0.4147,0.9124,255,51.45,49.52,0.1297,0.324,0.09014,0.3966,0.6546,0.2106,0.4206,1.653,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.851,1.29,1.738,0.5637,0.1684,0.8854,-2.231,-1.294,-0.9373,0.5238,0.3866,0.8746,219,49.96,44.68,0.2037,0.2049,0.002398,0.5605,0.4275,0.2518,0.4133,1.294,97,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.598,1.29,2.085,0.5744,0.1695,0.8813,-2.309,-1.694,-0.6149,0.5586,0.4178,0.8713,255,51.82,49.84,0.1425,0.3337,0.02458,0.3856,0.6545,0.248,0.4294,0.9661,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.018,1.27,1.719,0.584,0.166,0.8702,-3.114,-2.045,-1.069,0.5727,0.4158,0.8661,255,51.52,49.62,0.2779,0.1277,0.006641,0.6394,0.4228,0.2418,0.4347,1.228,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.09,1.27,1.734,0.6037,0.172,0.8796,-3.035,-2.066,-0.9689,0.5761,0.434,0.8782,255,52.39,50.23,0.1699,0.1924,0.01514,0.7056,0.4062,0.2408,0.4509,1.374,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.934,1.29,1.667,0.6195,0.1783,0.8899,-2.75,-2.018,-0.732,0.5785,0.454,0.894,246,51.45,48.93,0.2218,0.1977,0.015,0.6231,0.4299,0.2483,0.4338,1.348,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.901,1.27,1.639,0.5889,0.172,0.886,-2.603,-1.693,-0.9103,0.5532,0.4162,0.8781,255,52.64,50.52,0.2122,0.1758,0.001376,0.593,0.4126,0.2425,0.416,1.329,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.023,1.27,1.719,0.5858,0.1714,0.8861,-2.591,-1.623,-0.9681,0.5475,0.41,0.8617,223,51.49,48.58,0.199,0.2266,0.007142,0.6482,0.4186,0.2407,0.4358,1.356,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.009,1.29,1.56,0.6268,0.1825,0.9015,-2.632,-1.773,-0.8591,0.5596,0.4473,0.8802,255,52.44,48.44,0.01827,0.2071,0.006579,0.6687,0.3801,0.2557,0.4348,1.14,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.06,1.27,1.68,0.5741,0.1593,0.8548,-3.612,-2.341,-1.271,0.5851,0.4087,0.8426,255,53.96,52.15,0.2346,0.1993,0.0002251,0.6674,0.3913,0.2388,0.4325,1.418,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.608,1.14,2.097,0.58,0.1698,0.8805,-2.471,-1.777,-0.6945,0.563,0.4206,0.9004,219,50.39,42.96,0.2063,0.1598,0.09347,0.3677,0.6899,0.2129,0.4235,1.575,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.899,1.14,1.501,0.577,0.1678,0.8784,-2.697,-1.71,-0.9872,0.5531,0.4055,0.8749,227,50.83,47.71,0.007026,0.2318,0.07515,0.5831,0.3768,0.2136,0.3912,1.076,103,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.947,1.14,1.517,0.5686,0.166,0.8766,-2.656,-1.595,-1.061,0.5443,0.3941,0.877,255,54.47,51.42,0.347,0.1188,0.07735,0.581,0.3926,0.211,0.3949,1.078,109,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.479,1.27,1.57,0.6685,0.1873,0.8959,-3.33,-2.324,-1.006,0.5902,0.4857,0.9064,255,51.6,49.18,0.5317,0.1543,0.01311,0.8663,0.4064,0.2477,0.5068,1.176,109,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.756,1.29,1.506,0.6019,0.166,0.8636,-3.707,-2.488,-1.22,0.5938,0.4334,0.8857,220,52.62,50.16,0.2534,0.1535,0.002612,0.5336,0.408,0.2449,0.3955,1.28,103,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.491,1.27,1.603,0.5621,0.1669,0.882,-2.352,-1.324,-1.029,0.5254,0.3834,0.8844,255,54.15,51,0.2184,0.1119,0.002944,0.398,0.4529,0.2452,0.3654,1.185,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.995,1.29,1.531,0.5876,0.1713,0.8845,-2.637,-1.712,-0.9245,0.5543,0.4153,0.839,255,51.34,49.03,0.03945,0.2486,0.005138,0.6402,0.3656,0.2475,0.4178,1.45,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.485,1.29,1.776,0.6116,0.1755,0.8858,-2.856,-2.017,-0.8391,0.576,0.4436,0.8321,238,51.5,48.02,0.2388,0.06637,0.01616,0.3895,0.5559,0.2517,0.399,1.28,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.024,1.14,1.557,0.5722,0.1686,0.8825,-2.465,-1.529,-0.9355,0.5413,0.3992,0.8799,227,52.56,50.93,0.08373,0.2314,0.08456,0.639,0.371,0.2139,0.4079,1.225,93,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.522,1.29,1.918,0.5845,0.1729,0.8881,-2.282,-1.653,-0.6291,0.5552,0.4234,0.8772,229,52.5,45.96,0.2217,0.005951,0.03447,0.3779,0.5977,0.2471,0.4076,1.377,74,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.535,1.13,1.978,0.5751,0.1628,0.8652,-3.225,-2.027,-1.198,0.5692,0.4048,0.8867,218,46.21,39.54,0.1164,0.3359,0.06929,0.3811,0.6108,0.212,0.4013,0.9222,56,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.651,1.29,1.976,0.597,0.1675,0.8691,-3.345,-2.266,-1.079,0.5853,0.4298,0.8244,255,55.49,53.75,0.185,0.01101,0.008433,0.3851,0.6515,0.2515,0.4294,1.168,79,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.064,1.27,1.687,0.58,0.1624,0.865,-3.501,-2.014,-1.488,0.5634,0.3994,0.838,219,55.84,52.09,0.1789,0.2295,0.01146,0.6761,0.3837,0.2466,0.4355,1.358,98,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.674,1.27,1.989,0.5818,0.1626,0.8629,-3.506,-2.177,-1.329,0.5751,0.4089,0.8357,230,49.61,43.39,0.1193,0.2821,0.002383,0.4132,0.6247,0.2414,0.4264,1.595,103,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.674,1.27,1.84,0.5741,0.1695,0.8846,-2.43,-1.498,-0.9323,0.5391,0.3997,0.8863,223,53.6,49.76,0.1588,0.1868,0.000856,0.4214,0.5545,0.2483,0.4081,1.489,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.648,1.14,2.096,0.5792,0.1681,0.8783,-2.725,-1.752,-0.9724,0.5562,0.4086,0.8946,223,49.82,46.31,0.2234,0.1733,0.07149,0.3815,0.6859,0.2127,0.4267,1.061,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.889,1.28,1.628,0.6062,0.1746,0.886,-2.817,-1.934,-0.8829,0.5697,0.4358,0.8645,223,52.82,48.8,0.2316,0.2158,0.01408,0.5982,0.4163,0.2464,0.4203,1.252,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.461,1.29,1.816,0.6188,0.1789,0.8949,-2.789,-1.824,-0.9644,0.561,0.4388,0.8606,255,52.53,48.94,0.1915,0.1251,0.008333,0.3977,0.5579,0.2546,0.4034,1.21,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.794,1.27,1.514,0.5788,0.1589,0.8526,-3.861,-2.477,-1.383,0.5896,0.4115,0.8403,237,50.12,47.48,0.3085,0.1155,0.003029,0.5284,0.4045,0.2397,0.3909,1.366,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.029,1.29,1.539,0.587,0.172,0.884,-2.418,-1.793,-0.6249,0.5656,0.4291,0.8348,227,52.08,48.04,0.3495,0.1047,0.02595,0.6228,0.3903,0.253,0.422,1.098,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.879,1.27,2.225,0.6614,0.1881,0.9016,-3.032,-2.122,-0.9104,0.5808,0.4794,0.9069,246,52.8,50.6,0.3524,0.1528,0.0225,0.5165,0.7381,0.2481,0.5009,1.125,109,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.571,1.29,1.61,0.5819,0.1712,0.8851,-2.429,-1.664,-0.7654,0.5536,0.4161,0.8335,248,53.83,52.24,0.2359,0.126,0.01833,0.4369,0.4558,0.2496,0.3807,1.227,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.631,1.29,1.913,0.6115,0.1768,0.8894,-2.702,-1.932,-0.7692,0.572,0.4443,0.8594,255,54.29,51.39,0.1581,0.2419,0.02614,0.4214,0.6039,0.2515,0.4256,1.544,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.635,1.29,1.902,0.6029,0.1741,0.8866,-2.789,-1.866,-0.9222,0.5646,0.4302,0.8376,219,52.54,46.94,0.1764,0.2063,0.007286,0.4161,0.599,0.2508,0.422,0.9828,98,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.758,1.28,2.059,0.609,0.1767,0.8912,-2.675,-1.841,-0.8334,0.5646,0.4375,0.8834,255,52.31,48.74,0.2319,0.155,0.02027,0.4216,0.6889,0.2458,0.4521,1.624,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.747,1.28,2.113,0.6077,0.1768,0.8908,-2.589,-1.858,-0.7313,0.5679,0.4412,0.9343,227,50.88,48.04,0.2398,0.1108,0.02164,0.4108,0.7163,0.2438,0.4569,1.613,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.683,1.27,2.243,0.601,0.1744,0.8891,-2.733,-1.749,-0.9847,0.5557,0.4235,0.8554,223,50.48,47.24,0.2009,0.3687,0.01336,0.4233,0.7266,0.2408,0.4636,0.9885,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.497,1.27,1.966,0.5814,0.1706,0.8856,-2.543,-1.561,-0.9829,0.5429,0.4047,0.8874,248,49.41,44.93,0.2407,0.05264,0.004584,0.3622,0.6183,0.2439,0.4081,1.358,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.711,1.14,1.667,0.5776,0.1693,0.881,-2.501,-1.706,-0.7946,0.5561,0.4129,0.9051,255,54.11,52.29,0.3526,0.08501,0.08208,0.4646,0.4836,0.213,0.3871,1.421,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.546,1.29,1.896,0.5918,0.1723,0.8835,-2.554,-1.857,-0.6967,0.5686,0.4312,0.8814,224,46.58,41.31,0.2457,0.00995,0.02153,0.3858,0.5976,0.246,0.4098,1.094,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.711,1.29,1.904,0.5769,0.1697,0.8846,-2.507,-1.516,-0.9912,0.5397,0.4002,0.8518,238,52.53,49.78,0.2346,0.1464,0.005686,0.4064,0.601,0.2544,0.4206,1.017,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.536,1.11,1.76,0.531,0.1551,0.8605,-2.629,-0.9737,-1.655,0.4982,0.3374,0.8012,255,54.01,51.37,0.2467,0.03805,0.05651,0.3768,0.502,0.2096,0.3628,1.368,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.496,1.12,1.455,0.4092,0.1253,0.7851,-1.715,-0.4163,-1.298,0.4515,0.2528,0.463,255,53.21,51.67,0.272,0.02219,0.05528,0.3455,0.3157,0.2154,0.2922,1.266,106,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.508,1.27,1.918,0.5478,0.1657,0.8838,-2.019,-0.9332,-1.086,0.4945,0.3606,0.8089,233,52.09,49.81,0.2565,0.004559,0.003029,0.3601,0.5687,0.2495,0.3928,1.085,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.021,1.27,1.479,0.5986,0.1736,0.8874,-2.734,-1.774,-0.9597,0.5578,0.4233,0.8487,242,50.78,48.23,0.4245,0.124,0.015,0.6013,0.4108,0.2437,0.4186,1.044,100,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.092,1.28,1.745,0.6231,0.1784,0.889,-2.861,-2.075,-0.7866,0.5808,0.4556,0.8973,255,51.62,49.4,0.1218,0.2336,0.02789,0.7238,0.4058,0.2485,0.4594,1.331,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.092,1.29,1.663,0.6,0.1677,0.8685,-3.419,-2.324,-1.096,0.5881,0.4327,0.8284,255,51.97,50.07,0.2217,0.1977,0.008732,0.6982,0.3841,0.2515,0.4446,1.417,102,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.661,1.14,2.117,0.5746,0.1671,0.8772,-2.695,-1.709,-0.9855,0.5531,0.4039,0.8721,255,51.9,49.76,0.1982,0.2305,0.07515,0.3878,0.6847,0.2136,0.4287,1.649,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.083,1.14,1.701,0.5869,0.1694,0.8792,-2.819,-1.842,-0.9769,0.562,0.4162,0.8953,255,51.89,48.02,0.2331,0.1774,0.07298,0.6821,0.4033,0.2125,0.4326,1.308,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.716,1.27,1.912,0.5669,0.168,0.8831,-2.382,-1.395,-0.9873,0.531,0.3901,0.8858,227,51.13,48.57,0.2411,0.1454,0.0006934,0.4064,0.5988,0.2464,0.4172,1.019,105,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.819,1.29,1.578,0.5908,0.1711,0.8811,-2.703,-1.882,-0.8212,0.5676,0.4258,0.873,255,54.31,52.35,0.05663,0.2864,0.01514,0.5575,0.4089,0.2464,0.4043,0.9901,107,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.922,1.27,1.451,0.5858,0.165,0.8667,-3.301,-2.164,-1.137,0.5783,0.4175,0.8601,219,48.78,41.04,0.01769,0.2257,0.009847,0.6087,0.3519,0.2427,0.4011,1.365,95,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.972,1.28,1.493,0.5911,0.1722,0.8829,-2.522,-1.87,-0.6523,0.5705,0.433,0.8704,255,52.36,48.03,0.02648,0.2085,0.03233,0.6351,0.3575,0.2449,0.4125,1.354,110,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.642,1.27,1.784,0.5711,0.1691,0.885,-2.387,-1.417,-0.9701,0.5328,0.3941,0.8881,223,52.13,49.69,0.1639,0.2031,0.004013,0.4188,0.5293,0.2474,0.3985,0.9521,99,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.034,1.29,1.668,0.5966,0.1722,0.8845,-2.84,-1.808,-1.032,0.5588,0.4202,0.8423,233,50.08,45.9,0.08429,0.2467,0.004546,0.6675,0.3974,0.2472,0.4374,1.248,102,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.482,1.28,1.948,0.5882,0.1721,0.8844,-2.483,-1.785,-0.6979,0.5635,0.4266,0.8765,236,53.04,48.78,0.2203,0.002886,0.0269,0.3624,0.6161,0.2454,0.408,1.37,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.015,1.28,1.523,0.5895,0.173,0.8858,-2.4,-1.778,-0.6219,0.5646,0.4307,0.8791,227,51.2,48.65,0.0712,0.2195,0.03205,0.6561,0.3563,0.2453,0.4192,1.356,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.717,1.27,1.912,0.5724,0.1695,0.8857,-2.395,-1.413,-0.9814,0.5324,0.3945,0.8874,255,52.45,51.44,0.2426,0.123,0.004295,0.4049,0.605,0.247,0.419,1.036,108,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
1.789,1.27,1.596,0.5957,0.1725,0.8863,-2.804,-1.719,-1.085,0.5522,0.4154,0.8354,255,51.11,47.97,0.3049,0.09495,0.01106,0.5308,0.4347,0.2434,0.403,1.07,104,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
2.191,1.27,1.932,0.6664,0.1893,0.9022,-3.048,-2.154,-0.8941,0.5831,0.4846,0.9056,255,51.53,49.77,0.1323,0.3618,0.02047,0.7244,0.5383,0.2491,0.5039,1.64,101,0.1119,0.9492,-0.0002068,7.52,-0.003631,0
