 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
1.954,1.11,1.394,0.7894,-3.479,0.6114,0.9024,1
1.986,1.09,0.9658,0.6922,-4.139,0.7095,0.9754,1
1.808,1.22,1.331,0.8175,-3.293,0.5838,0.946,1
1.333,1.08,1.692,0.7877,-3.571,0.6211,0.9303,1
2.432,1.09,1.646,0.8364,-3.904,0.6186,0.9272,1
2.396,1.11,1.711,0.8452,-4.27,0.6302,0.8852,1
1.884,1.09,1.618,0.7905,-3.318,0.6075,0.9119,1
2.394,1.09,1.77,0.8482,-3.953,0.5916,0.9348,1
1.995,1.23,1.689,0.8194,-3.354,0.5851,0.9284,1
1.785,1.24,2.521,0.8647,-3.733,0.6052,0.8722,1
2.161,1.09,1.494,0.7344,-5.259,0.7197,0.947,1
2.518,1.22,1.714,0.8564,-4.008,0.6143,0.8997,1
2.404,1.09,1.452,0.7537,-5.855,0.7256,0.9194,1
1.899,1.22,2.255,0.861,-3.628,0.6004,0.9036,1
1.802,1.22,1.261,0.8098,-2.782,0.5873,0.9386,1
1.756,1.09,2.246,0.8393,-4.099,0.6034,0.9192,1
1.409,1.09,2.479,0.7531,-5.284,0.715,0.9124,1
2.481,1.11,1.668,0.8466,-4.255,0.6244,0.8866,1
1.283,1.09,1.742,0.6887,-3.94,0.6996,0.9955,1
1.848,1.11,2.06,0.8481,-4.035,0.6265,0.882,1
1.653,1.09,1.575,0.782,-3.608,0.6073,0.9498,1
1.618,1.08,1.825,0.7917,-3.162,0.6045,0.9123,1
1.916,1.09,1.791,0.798,-3.661,0.5984,0.9356,1
1.948,1.22,1.981,0.8582,-3.832,0.5974,0.9052,1
1.61,1.09,2.489,0.8197,-3.884,0.6221,0.8877,1
1.746,1.23,2.2,0.8584,-3.476,0.5945,0.9184,1
1.878,1.23,1.704,0.8229,-2.865,0.5837,0.9385,1
1.97,1.09,1.606,0.781,-3.673,0.6102,0.9328,1
1.775,1.09,1.596,0.7968,-3.393,0.6106,0.923,1
2.493,1.1,1.75,0.8445,-4.079,0.613,0.8716,1
2.13,1.22,1.82,0.8595,-3.431,0.5903,0.9162,1
2.492,1.09,1.589,0.8411,-4.464,0.6302,0.8848,1
1.771,1.09,1.596,0.7926,-3.219,0.6027,0.9157,1
1.906,1.09,1.562,0.8046,-3.282,0.5844,0.9217,1
1.786,1.21,1.952,0.8179,-3.228,0.5856,0.9205,1
1.978,1.18,1.692,0.8096,-3.711,0.5935,0.9033,1
1.461,1.1,1.903,0.7981,-3.583,0.5876,0.8993,1
1.642,1.09,1.726,0.8084,-3.455,0.5953,0.9049,1
1.984,1.09,1.667,0.7986,-3.931,0.6072,0.9211,1
2.511,1.23,1.696,0.8606,-3.363,0.584,0.8989,1
2.491,1.22,1.682,0.8638,-3.528,0.5949,0.8987,1
1.558,1.09,1.599,0.7911,-3.303,0.6077,0.9208,1
1.684,1.25,2.386,0.8585,-3.989,0.6169,0.8852,1
1.974,1.31,1.719,0.8268,-3.291,0.5827,0.9137,1
2.277,1.09,1.574,0.8237,-3.92,0.6154,0.8905,1
2.492,1.24,1.676,0.8648,-3.811,0.6067,0.8922,1
2.211,1.22,1.687,0.8562,-3.565,0.5904,0.9393,1
2.129,1.24,1.889,0.8642,-3.637,0.5988,0.8958,1
2.177,1.22,1.64,0.8609,-4.08,0.6101,0.9145,1
2.436,1.23,1.677,0.8638,-3.52,0.6028,0.9124,1
1.969,1.23,1.971,0.8664,-3.505,0.5936,0.9026,1
1.657,1.22,2.405,0.8566,-3.929,0.6086,0.9156,1
2.458,1.09,1.408,0.7519,-5.17,0.719,0.933,1
1.54,1.09,1.975,0.7953,-3.858,0.6049,0.9418,1
2.028,1.23,1.653,0.8277,-3.075,0.5966,0.9039,1
1.417,1.23,1.675,0.8251,-2.85,0.5829,0.9169,1
2.373,1.09,1.67,0.8361,-4.338,0.6359,0.9065,1
1.305,1.09,1.897,0.7795,-3.734,0.6109,0.931,1
2.368,1.23,1.651,0.8629,-3.674,0.5985,0.9124,1
2.409,1.08,1.754,0.8372,-4.677,0.6301,0.9066,1
2.19,1.24,1.642,0.8606,-3.489,0.5862,0.8649,1
1.343,1.22,1.841,0.8191,-3.036,0.5845,0.9498,1
2.038,1.22,1.914,0.8578,-3.731,0.5998,0.8906,1
1.938,1.18,1.24,0.7976,-3.455,0.6086,0.8748,1
2.454,1.24,1.668,0.8646,-3.763,0.6066,0.8933,1
1.832,1.1,1.258,0.8005,-3.545,0.5989,0.9087,1
1.497,1.09,2.141,0.7441,-5.313,0.7144,0.9376,1
1.559,1.08,1.919,0.7914,-3.354,0.61,0.9575,1
2.009,1.24,1.77,0.8265,-2.778,0.5854,0.904,1
1.695,1.23,1.88,0.8189,-2.984,0.5865,0.9154,1
1.38,1.09,1.908,0.7982,-4.024,0.6017,0.9231,1
1.433,1.12,2.432,0.7653,-4.988,0.712,0.918,1
1.719,1.21,2.037,0.8238,-3.315,0.5879,0.9412,1
2.046,1.1,1.927,0.8431,-3.976,0.6011,0.8953,1
1.43,1.09,1.8,0.7938,-4.29,0.6086,0.9323,1
1.996,1.22,1.812,0.8179,-2.944,0.5876,0.9073,1
1.666,1.09,1.591,0.767,-4.106,0.6213,0.9387,1
2.484,1.23,1.687,0.8595,-3.337,0.5909,0.9275,1
2.489,1.31,1.68,0.8643,-3.602,0.5962,0.9004,1
1.514,1.09,1.857,0.798,-3.795,0.5969,0.922,1
1.819,1.24,1.664,0.8217,-2.776,0.5815,0.8835,1
1.383,1.09,1.682,0.7913,-3.253,0.6042,0.9079,1
2.512,1.11,1.722,0.847,-4.023,0.6164,0.885,1
2.559,1.18,1.799,0.8446,-4.293,0.6039,0.8996,1
1.677,1.08,1.592,0.7894,-3.428,0.6054,0.9197,1
1.569,1.23,1.673,0.8242,-2.908,0.579,0.9204,1
1.592,1.08,1.57,0.7864,-3.533,0.613,0.9282,1
1.735,1.09,1.965,0.7914,-4.286,0.6061,0.9407,1
1.936,1.09,1.213,0.8072,-3.184,0.5986,0.8993,1
1.535,1.09,1.573,0.7728,-3.59,0.6152,0.9491,1
2.514,0.95,1.588,0.826,-4.732,0.6358,0.9206,1
2.418,1.09,1.702,0.8386,-3.93,0.616,0.8922,1
1.59,1.09,1.823,0.7993,-3.769,0.5983,0.9328,1
1.593,1.09,2.502,0.8221,-4.024,0.6199,0.8864,1
1.79,1.22,1.658,0.8165,-2.956,0.5854,0.8967,1
1.458,1.09,1.617,0.7868,-3.542,0.6087,0.914,1
2.222,1.22,1.67,0.8594,-3.606,0.602,0.9035,1
2.451,1.09,1.634,0.8301,-3.547,0.6048,0.8846,1
1.954,1.09,1.937,0.8285,-3.655,0.6146,0.8961,1
1.901,1.23,1.716,0.8183,-2.975,0.5781,0.9342,1
1.332,1.08,1.924,0.7919,-3.333,0.6068,0.9565,1
1.992,1.09,1.768,0.8007,-3.903,0.6082,0.9292,1
2.263,1.22,1.693,0.8564,-3.495,0.5914,0.8769,1
1.774,1.12,1.57,0.7945,-3.195,0.609,0.9111,1
1.669,1.22,1.98,0.8239,-2.872,0.5833,0.9201,1
1.398,1.09,1.644,0.7922,-3.293,0.6092,0.9303,1
1.282,1.23,1.807,0.8183,-2.946,0.5789,0.9512,1
1.612,1.08,1.592,0.7915,-3.447,0.61,0.9343,1
1.703,1.23,2.3,0.8535,-3.461,0.5872,0.9462,1
2.118,1.09,1.486,0.7365,-5.326,0.7129,0.9188,1
1.92,1.12,2.003,0.8373,-3.928,0.626,0.9028,1
2.408,1.23,1.688,0.8597,-3.389,0.5924,0.9264,1
1.938,1.09,1.193,0.6904,-3.989,0.7034,0.9857,1
1.718,1.24,2.348,0.8634,-3.493,0.5994,0.8932,1
1.294,1.09,1.85,0.783,-3.391,0.6128,0.9409,1
1.74,1.11,2.457,0.8539,-3.89,0.6169,0.8787,1
1.238,1.09,1.861,0.6965,-4.12,0.6972,0.9753,1
1.7,1.09,2.143,0.8413,-4.207,0.6232,0.9108,1
1.785,1.23,1.778,0.8216,-2.917,0.5754,0.9322,1
1.588,1.08,1.844,0.786,-3.387,0.6077,0.9215,1
1.748,1.24,1.657,0.8217,-2.729,0.5874,0.8923,1
1.798,1.09,2.051,0.8371,-4.016,0.6242,0.9162,1
1.819,1.18,1.83,0.8073,-3.865,0.6053,0.9018,1
2.267,1.09,1.658,0.8387,-3.715,0.6141,0.8824,1
1.497,1.09,2.536,0.8298,-4.057,0.6263,0.9223,1
2.443,1.23,1.698,0.8519,-3.925,0.6017,0.9239,1
1.763,1.24,2.532,0.8594,-3.716,0.6044,0.9011,1
2.502,1.11,1.84,0.8424,-4.002,0.6111,0.8874,1
1.689,1.09,1.59,0.7905,-3.279,0.6058,0.9137,1
1.904,1.09,1.33,0.7867,-3.409,0.6012,0.9367,1
1.504,1.09,1.615,0.7904,-3.282,0.6091,0.9303,1
2.018,1.09,1.388,0.7901,-3.245,0.6062,0.9176,1
1.916,1.1,1.716,0.7992,-3.556,0.6023,0.9317,1
1.604,1.09,1.49,0.7887,-3.317,0.6085,0.9057,1
1.881,1.1,1.245,0.6899,-4.294,0.7182,0.9722,1
2.402,1.1,1.671,0.8427,-4.109,0.6052,0.9007,1
2.516,1.22,1.74,0.8599,-3.902,0.6091,0.8999,1
1.884,1.09,1.821,0.8033,-3.75,0.6033,0.9289,1
1.952,1.11,1.55,0.7922,-3.281,0.6103,0.8962,1
2.333,1.22,1.608,0.8545,-3.831,0.6045,0.8999,1
2.456,1.09,1.647,0.8276,-3.989,0.6194,0.9374,1
1.447,1.1,1.816,0.7998,-3.764,0.5977,0.9238,1
1.811,1.09,1.832,0.7992,-3.88,0.6023,0.9376,1
1.741,1.1,1.257,0.7896,-3.294,0.6025,0.9583,1
1.856,1.08,1.584,0.7836,-3.686,0.609,0.9368,1
2.531,1.24,1.768,0.8643,-3.545,0.5997,0.9199,1
2.452,1.24,1.654,0.8659,-3.523,0.5962,0.8879,1
1.822,1.22,1.735,0.8196,-2.851,0.5771,0.9563,1
1.941,1.23,1.742,0.8165,-2.962,0.5799,0.936,1
1.674,1.24,2.502,0.8581,-3.932,0.6054,0.8913,1
1.589,1.09,1.816,0.7885,-3.238,0.607,0.9128,1
2.492,1.09,1.582,0.8414,-4.096,0.6214,0.9106,1
2.347,1.22,1.698,0.8504,-3.406,0.5821,0.8928,1
2.418,1.1,1.619,0.8356,-4.035,0.605,0.9006,1
1.387,1.22,1.802,0.8136,-3.23,0.5868,0.9526,1
1.796,1.23,1.758,0.8183,-3.067,0.587,0.9335,1
2.239,1.09,1.681,0.8436,-3.86,0.6099,0.9209,1
2.271,1.09,1.669,0.8414,-4.078,0.6205,0.9086,1
2.434,1.09,1.592,0.8384,-3.977,0.6268,0.9038,1
1.759,1.08,1.602,0.7843,-3.592,0.6154,0.9058,1
1.884,1.09,1.582,0.7954,-3.034,0.5998,0.9111,1
2.538,1.24,1.807,0.8645,-3.358,0.5913,0.8748,1
2.433,1.22,1.679,0.8603,-3.662,0.5947,0.9013,1
1.747,1.22,1.717,0.8231,-3.069,0.5835,0.9307,1
1.989,1.31,1.68,0.8297,-3.172,0.5846,0.9015,1
1.648,1.22,1.951,0.8201,-3.004,0.5851,0.9406,1
1.868,1.23,1.693,0.8248,-2.859,0.5811,0.9311,1
1.667,1.22,2.456,0.8561,-4.13,0.6087,0.898,1
1.529,1.08,1.965,0.7875,-3.529,0.6168,0.9298,1
2.424,1.09,1.696,0.8458,-4.166,0.6235,0.903,1
2.541,1.09,1.533,0.8389,-4.125,0.6243,0.9102,1
2.467,1.08,1.65,0.8208,-4.204,0.6329,0.9254,1
2.239,1.22,1.672,0.8585,-3.751,0.6079,0.9149,1
1.976,1.08,1.439,0.7887,-3.467,0.6063,0.9175,1
1.97,1.11,1.157,0.7016,-3.966,0.6954,0.9948,1
2.47,1.24,1.669,0.8649,-3.475,0.5929,0.8794,1
2.663,1.09,3.764,-0.1022,-19.61,0.8577,0.9536,1
1.754,1.09,1.388,0.6917,-4.432,0.705,0.9876,1
2.267,1.11,1.869,0.8438,-4.048,0.6224,0.8939,1
2.076,1.24,1.794,0.8624,-3.515,0.6027,0.8963,1
2.462,1.22,1.683,0.856,-3.973,0.6154,0.898,1
2.433,1.22,1.76,0.8641,-3.56,0.596,0.885,1
1.911,1.09,1.599,0.7786,-3.714,0.6126,0.9344,1
2.495,1.24,1.714,0.8605,-3.719,0.6158,0.8963,1
2.449,1.22,1.716,0.8588,-3.676,0.6026,0.9122,1
1.694,1.22,1.635,0.8228,-2.857,0.581,0.9284,1
2.198,1.22,1.644,0.8634,-3.599,0.5979,0.9095,1
2.069,1.08,1.918,0.8318,-4.125,0.6221,0.8864,1
2.226,1.11,1.567,0.8315,-3.886,0.6215,0.9196,1
1.876,1.1,1.257,0.7963,-4.045,0.6087,0.934,1
2.478,1.09,1.647,0.8487,-3.874,0.6092,0.9097,1
1.708,1.22,1.708,0.8184,-3.114,0.5863,0.9459,1
1.634,1.22,1.977,0.819,-2.966,0.584,0.9496,1
1.837,1.1,1.807,0.7044,-5.725,0.7159,0.9389,1
1.807,0.91,1.476,0.5951,-24.56,0.7615,0.964,1
1.086,1.04,1.46,0.6393,-4.06,0.6619,0.758,1
1.271,1.08,1.656,0.734,-2.49,0.6056,0.8352,1
1.413,1.09,1.743,0.7933,-3.755,0.615,0.9423,1
1.358,1.08,1.718,0.7859,-3.297,0.6073,0.9183,1
1.616,1.12,1.58,0.7901,-3.366,0.6052,0.908,1
1.775,1.08,1.6,0.79,-3.359,0.6069,0.9369,1
2.181,1.23,1.711,0.8517,-3.56,0.5931,0.9414,1
1.553,1.09,2.484,0.8292,-3.75,0.611,0.874,1
2.027,1.09,1.866,0.7512,-5.099,0.7169,0.9419,1
1.916,1.11,2.51,0.834,-4.162,0.6106,0.8866,1
1.621,1.1,2.493,0.8313,-3.978,0.6217,0.9173,1
2.512,1.09,1.645,0.8424,-3.98,0.606,0.9265,1
2.146,1.24,1.687,0.8665,-3.58,0.6072,0.8937,1
2.486,1.09,1.724,0.8456,-4.106,0.627,0.8938,1
4.142,1.24,1.63,-0.001001,-17.47,0.8433,0.9621,1
1.829,1.12,1.61,0.7958,-3.158,0.6049,0.9032,1
2.455,1.11,1.623,0.8413,-4.046,0.6211,0.9127,1
2.428,1.24,1.748,0.8616,-3.93,0.6104,0.9056,1
2.003,1.09,1.431,0.7885,-3.544,0.6212,0.9069,1
1.927,1.09,1.193,0.685,-3.951,0.7109,0.9933,1
2.419,1.24,1.668,0.863,-3.777,0.6008,0.9044,1
1.46,1.09,2.418,0.7462,-5.108,0.7188,0.9545,1
2.396,1.09,1.467,0.7499,-5.439,0.7222,0.9371,1
1.923,1.09,1.141,0.6955,-4.095,0.7039,0.9991,1
4.155,1.22,1.744,-0.01766,-18.41,0.847,0.9616,1
2.501,1.11,1.184,0.7466,-5.023,0.7113,0.9627,1
2.458,1.09,1.322,0.738,-5.49,0.725,0.9399,1
1.816,1.11,2.107,0.756,-4.564,0.705,0.9389,1
1.603,1.09,1.672,0.7783,-3.668,0.6181,0.9021,1
2.514,1.22,1.713,0.8563,-3.609,0.5824,0.9051,1
1.607,1.08,2.336,0.8376,-4.249,0.6234,0.9227,1
1.316,1.06,2.427,0.7382,-5.849,0.7181,0.98,1
1.655,1.22,2.153,0.8622,-3.636,0.6008,0.9152,1
1.792,1.11,2.464,0.8474,-3.763,0.5957,0.8954,1
1.69,1.25,2.434,0.8553,-3.681,0.6094,0.896,1
1.726,1.1,2.165,0.8339,-4.048,0.6185,0.9388,1
2.271,1.1,1.725,0.7437,-4.782,0.7127,0.9396,1
1.404,1.1,1.517,0.6918,-4.273,0.7119,0.9908,1
1.648,1.24,2.157,0.8654,-3.531,0.5968,0.8963,1
1.526,1.08,2.015,0.7827,-3.588,0.6128,0.9595,1
2.473,1.22,1.692,0.8563,-3.517,0.5945,0.9216,1
2.474,1.16,1.907,0.8518,-4.018,0.6071,0.8877,1
1.998,1.09,1.531,0.7883,-3.236,0.6114,0.9153,1
1.705,1.24,2.161,0.8626,-3.389,0.5905,0.9054,1
1.267,1.09,1.82,0.6862,-4.24,0.7071,0.9856,1
2.428,1.09,1.499,0.7541,-5.164,0.7188,0.9411,1
2.529,1.12,1.568,0.8382,-4.063,0.6241,0.9117,1
1.213,1.1,2.509,0.7424,-4.793,0.7137,0.9397,1
1.644,1.24,2.467,0.8657,-3.535,0.5962,0.8969,1
1.971,1.08,1.317,0.7846,-3.612,0.6208,0.9192,1
1.563,1.08,2.334,0.8265,-3.895,0.6118,0.8861,1
2.474,1.11,1.322,0.7567,-4.904,0.7141,0.9273,1
1.762,1.08,2.391,0.8443,-4.415,0.6339,0.9051,1
1.981,1.07,1.452,0.7835,-3.385,0.6085,0.92,1
1.964,1.09,1.106,0.6931,-4.371,0.7093,0.9809,1
1.638,1.09,1.777,0.7636,-4.203,0.6304,0.9467,1
1.572,1.09,1.96,0.7937,-3.2,0.6048,0.9342,1
1.06,1.12,1.982,0.7013,-4.163,0.7096,0.9729,1
1.958,1.12,1.422,0.7949,-3.196,0.6094,0.9099,1
1.884,1.11,1.334,0.7047,-4.077,0.7015,0.9691,1
2.105,1.24,1.809,0.8552,-3.278,0.5864,0.8977,1
2.469,1.11,1.703,0.8414,-3.736,0.6122,0.8946,1
1.737,1.24,1.829,0.8204,-2.856,0.5792,0.9197,1
1.733,1.09,2.234,0.7342,-5.256,0.7195,0.9482,1
1.67,1.09,2.368,0.7484,-5.368,0.7235,0.9383,1
1.911,1.09,1.75,0.7903,-3.779,0.6111,0.9518,1
1.841,1.09,2.124,0.7379,-5.601,0.7213,0.9338,1
1.492,1.09,1.986,0.7937,-3.284,0.614,0.9383,1
1.268,1.08,1.952,0.7824,-3.459,0.6168,0.9267,1
2.412,1.11,1.366,0.7543,-4.612,0.7103,0.9305,1
1.603,1.09,2.312,0.8357,-4.209,0.6274,0.9184,1
2.255,1.24,1.672,0.8599,-3.524,0.6027,0.8933,1
1.715,1.21,1.613,0.8064,-3.071,0.5995,0.9475,1
1.534,1.09,1.998,0.7872,-3.443,0.6122,0.9214,1
1.345,1.09,2.359,0.7413,-5.537,0.719,0.9659,1
1.071,1.09,1.948,0.7051,-4.027,0.6993,0.9849,1
1.929,1.11,1.707,0.8003,-3.529,0.6011,0.9078,1
3.971,1.1,2.493,-0.2172,-23.58,0.8675,0.9561,1
1.817,1.24,1.768,0.8215,-2.981,0.5873,0.9169,1
1.737,1.24,2.422,0.8638,-3.462,0.5938,0.8903,1
1.447,1.09,2.406,0.7516,-5.264,0.718,0.9264,1
1.404,1.1,2.257,0.7436,-4.778,0.7127,0.9413,1
1.654,1.24,2.314,0.8635,-3.525,0.5995,0.9015,1
1.986,1.08,1.435,0.7927,-3.262,0.6077,0.9159,1
1.758,1.11,1.307,0.7026,-3.998,0.7039,0.9718,1
2.278,1.09,1.707,0.8474,-4,0.614,0.9166,1
2.215,1.22,1.85,0.8637,-3.557,0.5921,0.8945,1
1.912,1.22,2.027,0.8599,-3.819,0.6057,0.9072,1
2.381,1.22,1.666,0.8598,-3.599,0.6013,0.904,1
1.98,1.09,0.9856,0.6934,-4.192,0.7035,0.9935,1
1.58,1.1,1.427,0.695,-3.96,0.705,0.9987,1
1.956,1.1,1.911,0.7444,-4.692,0.7105,0.953,1
1.389,1.1,1.589,0.697,-4,0.7062,0.9927,1
2.494,1.11,1.59,0.8497,-3.925,0.6103,0.8821,1
1.958,1.09,2.062,0.8374,-4.193,0.6258,0.9166,1
2.133,1.23,1.702,0.8547,-3.742,0.6041,0.9012,1
1.977,1.16,1.642,0.8062,-3.849,0.6011,0.9088,1
2.199,1.08,1.596,0.8259,-3.719,0.6027,0.8961,1
2.159,1.23,1.913,0.8588,-3.428,0.5972,0.8793,1
2.106,1.24,1.707,0.8618,-3.582,0.6047,0.8926,1
2.301,1.22,1.632,0.8543,-3.581,0.5928,0.8918,1
1.282,1.11,1.802,0.6964,-3.799,0.6963,0.9791,1
2.343,1.1,1.503,0.7475,-5.494,0.7217,0.9336,1
1.773,1.11,2.227,0.7383,-4.003,0.7005,0.931,1
1.826,1.09,1.237,0.789,-3.265,0.6108,0.9287,1
1.65,1.24,2.442,0.8625,-3.543,0.5967,0.8863,1
1.704,1.24,1.502,0.8259,-2.868,0.5828,0.8995,1
2.06,1.09,1.663,0.7404,-5.109,0.7146,0.9562,1
1.587,1.08,2.491,0.8337,-3.793,0.6158,0.9029,1
2.278,1.09,1.594,0.8299,-3.97,0.6147,0.9053,1
1.703,1.11,1.933,0.7972,-3.458,0.6096,0.9227,1
1.319,1.09,2.482,0.7349,-5.397,0.7178,0.9638,1
1.325,1.09,1.934,0.7892,-3.262,0.6057,0.9201,1
1.974,1.09,1.559,0.7754,-3.983,0.6259,0.9208,1
2.397,1.24,1.666,0.8631,-3.63,0.5998,0.9009,1
2.2,1.11,1.746,0.8415,-3.855,0.6058,0.8925,1
1.192,1.1,1.95,0.6975,-3.997,0.7021,0.9948,1
1.824,1.11,2.09,0.8454,-3.798,0.6007,0.897,1
1.614,1.08,1.57,0.7897,-3.667,0.6138,0.9197,1
2.485,1.09,1.297,0.741,-5.075,0.7133,0.9472,1
2.312,1.22,1.695,0.8556,-3.261,0.5852,0.9025,1
1.868,1.09,1.25,0.6909,-4.17,0.7059,0.9932,1
1.8,1.1,1.239,0.7888,-3.397,0.6094,0.8995,1
1.628,1.09,1.604,0.7929,-3.419,0.6151,0.9242,1
2.522,1.08,1.566,0.8315,-4.194,0.6285,0.925,1
2.439,1.23,1.68,0.8611,-3.442,0.59,0.9234,1
1.808,1.1,1.344,0.6991,-3.938,0.7029,0.9993,1
1.581,1.09,4.231,-0.1355,-21.89,0.8603,0.9478,1
1.88,1.09,1.566,0.7916,-3.249,0.6036,0.9078,1
1.332,1.09,2.384,0.7387,-5.181,0.7158,0.9566,1
1.492,1.09,1.452,0.6912,-4.088,0.7097,0.9854,1
2.422,1.23,1.677,0.8622,-3.489,0.5926,0.9101,1
2.436,1.21,1.603,0.8468,-4.035,0.6144,0.9289,1
1.767,1.23,1.725,0.8178,-2.912,0.5776,0.9439,1
1.777,1.09,1.608,0.789,-3.396,0.6117,0.9119,1
4.059,1.21,2.225,0.0224,-18.77,0.8449,0.9635,1
2.458,1.23,1.683,0.8605,-3.439,0.5878,0.924,1
1.709,1.23,2.258,0.8558,-3.592,0.5957,0.9247,1
2.365,1.09,1.597,0.7381,-5.402,0.7179,0.9651,1
1.452,1.09,1.477,0.6937,-4.067,0.7045,0.9972,1
2.478,1.24,1.758,0.8645,-3.302,0.5894,0.9226,1
1.625,1.09,4.175,-0.1855,-21.31,0.8623,0.955,1
2.45,1.09,1.294,0.7393,-5.188,0.713,0.9717,1
2.228,1.1,1.622,0.8495,-3.99,0.6147,0.9141,1
1.756,1.08,1.269,0.6878,-4.554,0.7161,0.9931,1
2.178,1.11,1.781,0.7464,-4.833,0.7089,0.9596,1
1.886,1.11,2.055,0.848,-3.88,0.6147,0.8826,1
2.445,1.23,1.707,0.8573,-3.65,0.6058,0.9021,1
1.996,1.1,1.35,0.7926,-3.21,0.6076,0.8941,1
1.859,1.09,2.015,0.8236,-3.961,0.6186,0.9001,1
2.061,1.11,1.913,0.7592,-4.729,0.7103,0.9334,1
1.657,1.24,2.442,0.8587,-3.654,0.6049,0.905,1
1.716,1.24,2.487,0.8626,-3.443,0.598,0.8946,1
1.792,1.09,2.231,0.8351,-4.137,0.6273,0.909,1
2.543,1.08,1.533,0.8321,-4.317,0.6319,0.9295,1
1.838,1.22,2.195,0.8577,-3.977,0.6115,0.9042,1
2.431,1.23,1.695,0.8593,-3.489,0.5932,0.9166,1
1.922,1.1,1.567,0.7937,-3.219,0.6051,0.8839,1
1.723,1.24,2.41,0.8615,-3.585,0.5904,0.9131,1
1.879,1.09,1.25,0.6941,-4.034,0.7041,0.9913,1
2.25,1.23,1.644,0.8593,-3.727,0.6047,0.9003,1
2.499,1.09,1.214,0.7366,-5.069,0.7148,0.9608,1
1.517,1.08,1.964,0.7873,-3.56,0.6174,0.9326,1
1.842,1.22,1.715,0.819,-2.939,0.5828,0.951,1
1.704,1.09,1.572,0.7901,-3.331,0.6097,0.908,1
2.438,1.22,1.683,0.8617,-3.559,0.5972,0.897,1
1.648,1.09,2.185,0.8381,-4.169,0.6355,0.8984,1
1.336,1.09,2.366,0.7395,-5.173,0.7141,0.9469,1
2.215,1.1,1.597,0.7573,-5.059,0.7204,0.928,1
1.909,1.09,2.009,0.7417,-5.521,0.7246,0.9447,1
1.423,1.08,2.019,0.7812,-3.885,0.6207,0.9125,1
1.719,1.12,1.718,0.8005,-3.253,0.6065,0.9139,1
2.234,1.21,1.636,0.8495,-4.806,0.6315,0.8891,1
2.501,1.1,1.598,0.8319,-4.009,0.6223,0.8981,1
1.967,1.09,1.556,0.7931,-3.093,0.5951,0.9139,1
1.952,1.11,1.22,0.7028,-3.861,0.6969,0.9838,1
1.683,1.23,2.136,0.8583,-3.732,0.6072,0.9056,1
1.882,1.09,1.614,0.7934,-3.231,0.6021,0.9067,1
1.938,1.23,1.889,0.8208,-3.009,0.5823,0.9416,1
2.316,1.23,1.618,0.8616,-3.535,0.602,0.9005,1
2.53,1.09,1.578,0.8364,-3.698,0.614,0.9028,1
1.461,1.1,1.616,0.7901,-3.338,0.6057,0.9405,1
1.731,1.23,1.417,0.8151,-2.916,0.5869,0.9573,1
1.885,1.09,1.182,0.6969,-4.277,0.7018,0.9673,1
1.983,1.1,1.453,0.7905,-3.426,0.6117,0.91,1
2.49,1.1,1.598,0.8386,-3.909,0.6242,0.905,1
1.603,1.23,2.521,0.8551,-3.616,0.6142,0.8946,1
2.501,1.24,1.697,0.8556,-3.769,0.6105,0.8992,1
2.229,1.23,1.744,0.8601,-3.429,0.588,0.9051,1
1.963,1.09,1.153,0.6975,-4.022,0.6951,0.9828,1
1.576,1.09,1.609,0.7934,-3.126,0.596,0.9131,1
1.672,1.09,1.399,0.7922,-3.245,0.604,0.9095,1
1.753,1.11,1.622,0.795,-3.246,0.6136,0.904,1
2.324,1.09,1.681,0.838,-4.387,0.6271,0.8996,1
1.934,1.09,2.106,0.841,-3.985,0.6249,0.9207,1
1.561,1.09,2.075,0.7333,-4.824,0.7082,0.9546,1
1.769,1.23,2.017,0.8574,-3.339,0.59,0.8997,1
1.692,1.24,2.157,0.8584,-3.817,0.6046,0.8911,1
1.704,1.24,2.505,0.8685,-3.428,0.5926,0.8924,1
1.514,1.08,2.284,0.7515,-5.748,0.724,0.9413,1
1.876,1.08,2.186,0.832,-4.701,0.6308,0.9048,1
1.622,1.12,1.621,0.7985,-2.927,0.6063,0.8927,1
1.399,1.1,2.293,0.745,-5.223,0.719,0.9317,1
1.608,1.08,1.528,0.7877,-3.41,0.6083,0.9208,1
2.387,1.24,1.61,0.8526,-3.715,0.6111,0.9266,1
2.433,1.08,1.612,0.8333,-4.235,0.6273,0.9272,1
1.652,1.08,1.58,0.7912,-3.491,0.6165,0.9486,1
1.372,1.09,1.961,0.793,-3.259,0.6019,0.9072,1
1.443,1.08,1.974,0.7838,-3.585,0.6058,0.9324,1
1.312,1.09,1.815,0.7921,-3.15,0.5973,0.9131,1
1.971,1.11,1.531,0.7847,-3.246,0.6073,0.8856,1
1.895,1.09,1.144,0.6536,-4.936,0.6959,0.868,1
1.247,1.11,1.641,0.6352,-5.666,0.7123,0.7889,1
0.8904,0.71,1.488,0.5229,-11.69,0.7343,0.7324,1
1.282,0.91,0.5342,0.4873,-36.24,0.6994,0.7059,1
1.654,0.91,2.103,0.688,-7.41,0.7487,0.9853,1
1.682,1.24,2.5,0.8668,-3.504,0.5937,0.9027,1
2.541,1.21,1.638,0.8506,-4.112,0.6138,0.9226,1
