 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
1.263,1.08,1.975,0.7932,-3.166,0.6049,0.91,4
2.353,1.09,1.626,0.8331,-3.312,0.5979,0.8753,4
1.301,1.09,1.67,0.6549,-5.154,0.6902,0.858,4
1.587,1.1,1.498,0.7003,-2.815,0.6205,0.6688,4
1.646,1.21,1.49,0.7409,-2.42,0.5939,0.755,4
1.501,1.22,1.567,0.7411,-2.762,0.5856,0.6976,4
1.232,1.09,1.871,0.7841,-2.576,0.5886,0.8552,4
2.015,1.22,1.674,0.8382,-2.803,0.5689,0.9101,4
2.477,1.07,1.488,0.8295,-4.052,0.6153,0.8965,4
1.96,1.09,1.767,0.8029,-3.716,0.5933,0.9357,4
2.534,1.09,1.348,0.756,-5.311,0.7158,0.9302,4
1.946,1.23,1.976,0.8626,-3.798,0.6004,0.9038,4
1.978,1.09,1.528,0.7832,-3.462,0.6117,0.9327,4
1.986,1.09,1.592,0.7778,-3.878,0.6096,0.9592,4
2.31,1.22,1.677,0.8555,-3.654,0.5864,0.91,4
1.513,1.09,1.61,0.7873,-3.431,0.6104,0.9372,4
1.98,1.22,1.678,0.8163,-2.945,0.5854,0.8968,4
1.787,1.09,1.608,0.7781,-3.735,0.6192,0.9542,4
1.932,1.22,1.976,0.8578,-3.932,0.601,0.8929,4
1.486,1.24,1.955,0.8276,-2.803,0.5863,0.8935,4
1.6,1.1,2.276,0.8436,-4.186,0.6265,0.9024,4
1.537,1.09,1.513,0.7013,-3.986,0.699,0.9784,4
1.984,1.09,1.376,0.7888,-3.225,0.6128,0.9027,4
1.834,1.11,2.346,0.8447,-3.943,0.619,0.8968,4
1.594,1.09,1.756,0.7934,-4.035,0.601,0.9169,4
1.774,1.22,1.255,0.8051,-2.877,0.5999,0.9315,4
1.907,1.23,1.534,0.8274,-2.893,0.5803,0.9151,4
1.81,1.23,1.736,0.8222,-2.949,0.5827,0.9336,4
2.499,1.22,1.68,0.8663,-3.638,0.5916,0.9125,4
2.328,1.22,1.645,0.8601,-3.773,0.5932,0.9096,4
1.889,1.31,1.776,0.8284,-3.057,0.5796,0.894,4
1.912,1.1,1.602,0.7984,-3.767,0.5985,0.9163,4
1.798,1.07,1.586,0.787,-3.612,0.6174,0.9637,4
1.633,1.22,2.204,0.8626,-3.79,0.6006,0.9115,4
1.728,1.22,1.741,0.8187,-2.992,0.5818,0.9295,4
1.373,1.22,1.791,0.8157,-3.515,0.5893,0.9599,4
1.902,1.12,1.962,0.8278,-3.99,0.6177,0.87,4
2.377,1.08,1.58,0.8326,-4.033,0.6217,0.9122,4
1.477,1.09,1.9,0.8024,-3.365,0.5888,0.9187,4
1.85,1.09,1.832,0.7929,-3.796,0.6,0.925,4
2.341,1.23,1.85,0.8598,-3.694,0.5994,0.8932,4
1.713,1.09,1.606,0.7772,-3.692,0.613,0.9292,4
1.926,1.09,1.442,0.7918,-4.085,0.598,0.9294,4
1.244,1.09,1.867,0.7959,-4.04,0.6131,0.9435,4
1.514,1.09,1.786,0.7956,-4.028,0.6043,0.9407,4
2.449,1.09,1.913,0.8405,-4.29,0.6033,0.8906,4
1.634,1.1,1.816,0.762,-4.508,0.632,0.9398,4
2.503,1.09,1.391,0.7505,-5.302,0.7172,0.9272,4
1.806,1.22,2.366,0.858,-3.989,0.6131,0.8968,4
1.79,1.1,1.704,0.802,-3.235,0.6032,0.8843,4
1.652,1.08,1.754,0.798,-3.765,0.6017,0.9331,4
1.786,1.09,1.789,0.7977,-3.733,0.5983,0.929,4
1.749,1.1,1.715,0.8071,-3.371,0.5973,0.9021,4
1.922,1.22,1.952,0.8618,-3.726,0.6007,0.9066,4
1.505,1.22,1.704,0.8179,-2.965,0.5815,0.9219,4
2.359,1.21,1.69,0.8614,-3.752,0.5943,0.9134,4
2.171,1.21,1.702,0.8566,-3.671,0.5898,0.9095,4
2.327,1.22,1.672,0.8591,-3.992,0.6086,0.9151,4
1.821,1.22,1.843,0.8174,-3.278,0.5901,0.9344,4
1.715,1.09,1.982,0.7961,-4.065,0.601,0.9389,4
1.617,1.21,1.707,0.8097,-3.303,0.5872,0.942,4
1.664,1.1,1.717,0.7946,-3.321,0.6099,0.8969,4
1.615,1.22,2.199,0.8528,-4.282,0.6271,0.8958,4
1.743,1.09,1.618,0.7891,-3.432,0.6077,0.9362,4
1.581,1.08,1.65,0.7853,-3.567,0.6153,0.9152,4
1.892,1.23,1.522,0.8172,-3.025,0.5875,0.9441,4
1.722,1.1,1.605,0.7937,-3.429,0.6044,0.9427,4
2.171,1.22,1.684,0.8622,-3.688,0.5989,0.9136,4
1.807,1.08,1.589,0.7868,-3.54,0.6126,0.9227,4
1.432,1.21,1.848,0.8203,-3.332,0.5915,0.935,4
1.833,1.08,1.598,0.7847,-3.76,0.6185,0.9519,4
2.487,1.23,1.666,0.8555,-4.346,0.6223,0.9014,4
2.399,1.21,1.677,0.8604,-3.972,0.5961,0.9246,4
1.916,1.22,1.719,0.8222,-2.848,0.5835,0.9238,4
1.272,1.1,1.834,0.7993,-3.54,0.6026,0.9407,4
1.309,1.22,1.753,0.8172,-2.939,0.5818,0.9184,4
1.787,1.09,1.612,0.7958,-3.254,0.6088,0.9175,4
1.337,1.1,1.797,0.8008,-3.74,0.6037,0.9262,4
1.69,1.12,1.58,0.7934,-3.229,0.6123,0.9013,4
1.422,1.23,1.824,0.8273,-2.789,0.5745,0.9235,4
2.447,1.09,1.443,0.7536,-5.232,0.7165,0.927,4
1.239,1.09,1.835,0.7931,-3.839,0.6045,0.9129,4
1.609,1.1,1.764,0.7963,-3.036,0.6044,0.9426,4
1.676,1.08,1.313,0.7765,-3.797,0.6053,0.9333,4
1.922,1.09,1.416,0.7921,-4.068,0.6038,0.9363,4
1.772,1.22,1.715,0.8134,-3.089,0.5813,0.9134,4
1.704,1.23,2.451,0.8573,-3.745,0.5991,0.9149,4
1.733,1.09,1.612,0.791,-3.37,0.6187,0.913,4
1.71,1.22,1.86,0.821,-3.288,0.5907,0.9459,4
2.51,1.09,1.503,0.8363,-4.175,0.6266,0.91,4
1.859,1.09,1.799,0.7896,-4.101,0.6013,0.922,4
1.936,1.1,1.569,0.7885,-3.436,0.6174,0.9152,4
1.725,1.21,1.776,0.8162,-3.174,0.5863,0.9395,4
1.433,1.09,1.707,0.7005,-4.176,0.7052,0.9888,4
1.838,1.09,1.686,0.7953,-4.097,0.6042,0.9435,4
1.382,1.09,1.979,0.7876,-3.323,0.6142,0.9025,4
1.368,1.09,1.808,0.795,-4.074,0.5989,0.94,4
1.706,1.08,2.219,0.8256,-3.858,0.6131,0.922,4
1.319,1.09,1.818,0.7994,-3.171,0.6101,0.9029,4
1.767,1.23,1.75,0.8162,-3,0.5967,0.9142,4
1.978,1.12,1.525,0.7983,-3.32,0.6101,0.9135,4
1.848,1.09,1.797,0.7933,-3.989,0.6067,0.9504,4
1.711,1.23,1.391,0.8171,-3.065,0.586,0.9029,4
1.629,1.09,1.952,0.7728,-3.668,0.6088,0.9231,4
1.939,1.09,1.787,0.7992,-4.056,0.6046,0.9357,4
2.451,1.09,1.592,0.8345,-4.056,0.6281,0.9175,4
2.263,1.22,1.633,0.8606,-3.764,0.6007,0.8906,4
2.013,1.08,1.322,0.7817,-3.632,0.6114,0.9152,4
2.429,1.09,1.604,0.8228,-4.43,0.6252,0.9266,4
2.368,1.09,1.599,0.8419,-3.924,0.6062,0.9206,4
1.728,1.22,2.476,0.8557,-3.849,0.6032,0.9008,4
1.808,1.09,2.068,0.831,-3.917,0.6158,0.8854,4
2.396,1.08,1.601,0.8383,-4.305,0.6303,0.9327,4
1.681,1.08,1.581,0.7869,-3.275,0.6085,0.942,4
1.503,1.09,1.867,0.7982,-3.684,0.5988,0.9309,4
1.613,1.09,2.459,0.8236,-4.37,0.6254,0.8981,4
1.382,1.09,1.624,0.7803,-3.64,0.6137,0.9556,4
1.928,1.09,1.915,0.8172,-4.574,0.6288,0.903,4
2.137,1.09,1.654,0.7472,-5.239,0.7201,0.934,4
1.83,1.09,1.73,0.7948,-4.092,0.6031,0.9503,4
2.474,1.23,1.74,0.8579,-3.821,0.6067,0.9173,4
1.752,1.08,1.601,0.7835,-3.548,0.6128,0.947,4
1.685,1.09,1.775,0.7985,-3.761,0.6019,0.9301,4
2.478,1.12,1.605,0.8349,-3.603,0.6076,0.8944,4
2.207,1.22,1.62,0.8556,-4.232,0.6099,0.8793,4
1.827,1.1,1.737,0.7942,-3.482,0.5954,0.9083,4
1.782,1.22,1.758,0.8124,-3.183,0.5881,0.9284,4
2.116,1.21,1.735,0.8569,-3.645,0.5894,0.9363,4
1.356,1.22,1.762,0.8168,-2.931,0.5828,0.9169,4
2.383,1.21,1.694,0.8585,-3.885,0.5975,0.9104,4
2.519,1.3,1.756,0.8665,-3.952,0.6088,0.8811,4
1.735,0.96,1.623,0.7767,-4.178,0.6213,0.9867,4
1.859,1.21,1.72,0.8219,-3.016,0.5823,0.9398,4
1.732,1.22,2.273,0.8573,-3.956,0.6105,0.9242,4
2.503,1.1,1.455,0.7508,-5.542,0.7199,0.9198,4
1.724,1.09,2.233,0.8232,-4.316,0.6258,0.8958,4
1.451,1.21,1.753,0.8132,-3.506,0.5912,0.9572,4
1.717,1.09,1.602,0.7928,-3.405,0.6181,0.919,4
2.036,1.22,1.852,0.8621,-3.787,0.5981,0.9074,4
1.942,1.22,1.717,0.8161,-2.959,0.5838,0.9258,4
2.27,1.22,1.665,0.8598,-3.437,0.587,0.919,4
2.172,1.12,1.739,0.828,-3.967,0.6166,0.8977,4
1.361,1.1,1.716,0.6972,-4.007,0.703,0.9685,4
1.602,1.09,2.419,0.8316,-3.946,0.6215,0.9284,4
1.649,1.1,1.58,0.7916,-3.416,0.6116,0.9189,4
1.747,1.07,1.6,0.7841,-3.462,0.6104,0.9529,4
2.509,1.1,1.724,0.8458,-4.143,0.6122,0.9041,4
2.46,1.22,1.704,0.8587,-3.44,0.5895,0.9075,4
2.42,1.12,1.626,0.8278,-3.803,0.6123,0.8968,4
1.803,1.21,1.274,0.8166,-3.106,0.5824,0.9398,4
1.966,1.09,1.067,0.692,-4.16,0.6988,0.9719,4
1.583,1.1,1.618,0.7882,-3.468,0.6116,0.9276,4
1.706,1.09,1.792,0.7954,-3.505,0.6171,0.8965,4
1.623,1.09,1.48,0.6892,-4.185,0.7005,0.9722,4
1.914,1.21,1.526,0.8158,-3.278,0.5784,0.9449,4
2.527,1.23,1.763,0.8577,-3.85,0.6023,0.9022,4
1.625,1.09,1.953,0.7727,-3.811,0.6141,0.9289,4
1.734,1.1,2.395,0.8413,-4.215,0.621,0.9019,4
1.383,1.1,1.631,0.7678,-4.024,0.6213,0.9184,4
1.972,1.31,1.796,0.8304,-3.292,0.5822,0.8869,4
1.747,1.22,2.413,0.8569,-3.994,0.6114,0.8908,4
2.535,1.1,1.269,0.7489,-5.196,0.7187,0.9337,4
1.582,1.08,2.441,0.8259,-3.94,0.6186,0.9249,4
2.446,1.07,1.607,0.8307,-3.946,0.6145,0.8978,4
2.333,1.21,1.705,0.8569,-3.539,0.5876,0.9234,4
1.892,1.09,1.642,0.7835,-3.538,0.6079,0.8986,4
1.889,1.08,1.597,0.7862,-3.702,0.6074,0.9467,4
1.635,1.22,2.21,0.8579,-3.897,0.6052,0.9209,4
1.774,1.09,1.611,0.7888,-3.43,0.6163,0.8838,4
1.892,1.21,1.811,0.8167,-3.413,0.5843,0.9295,4
2.205,1.21,1.628,0.8568,-4.022,0.6111,0.8891,4
2.474,1.09,1.952,0.8422,-4.255,0.6059,0.9379,4
1.57,1.1,1.909,0.7856,-3.572,0.6136,0.9217,4
1.645,1.22,2.159,0.8632,-3.635,0.5919,0.8879,4
1.988,1.08,1.634,0.7961,-3.758,0.6001,0.9112,4
1.392,1.08,1.929,0.7772,-3.79,0.6075,0.961,4
1.808,1.1,1.587,0.7871,-3.193,0.6074,0.9053,4
2.378,1.22,1.707,0.8646,-3.944,0.6112,0.8865,4
1.916,1.09,2.052,0.8398,-4.292,0.6059,0.9229,4
2.476,1.1,1.405,0.7501,-4.895,0.7106,0.9564,4
1.208,1.08,1.885,0.7911,-3.328,0.604,0.9565,4
1.914,1.11,1.572,0.7854,-3.617,0.6155,0.9205,4
2.423,1.22,1.655,0.8616,-4.123,0.6158,0.8916,4
1.804,1.22,1.736,0.8228,-3.075,0.5845,0.9222,4
1.798,1.21,1.746,0.8138,-3.069,0.5782,0.9314,4
1.762,1.22,2.324,0.8593,-3.819,0.6021,0.9022,4
1.607,1.09,1.548,0.7906,-3.37,0.6145,0.9178,4
2.402,1.09,1.459,0.7448,-4.813,0.7158,0.9607,4
1.841,1.1,2.293,0.8444,-4.172,0.6253,0.9014,4
1.584,1.12,1.964,0.7922,-3.5,0.6096,0.9143,4
1.713,1.22,2.357,0.8615,-3.705,0.5998,0.9059,4
1.576,1.09,1.462,0.785,-3.349,0.6088,0.9079,4
2.536,1.1,1.64,0.8452,-4.231,0.6226,0.9,4
1.58,1.09,1.61,0.7887,-3.221,0.6065,0.9241,4
2.534,1.1,1.243,0.7563,-5.148,0.714,0.9378,4
1.663,1.22,2.323,0.862,-3.807,0.6002,0.8813,4
2.453,1.22,1.67,0.8609,-3.723,0.6027,0.8995,4
1.745,1.21,1.886,0.812,-3.204,0.5904,0.9347,4
1.934,1.1,2.11,0.8466,-4.092,0.623,0.8873,4
1.531,1.21,1.722,0.8142,-3.187,0.5857,0.9345,4
2.049,1.09,1.927,0.8403,-4.312,0.6076,0.919,4
2.39,1.09,1.586,0.8221,-4.085,0.6227,0.8907,4
1.797,1.07,1.285,0.7851,-3.509,0.6136,0.9151,4
1.958,1.09,1.08,0.6957,-4.071,0.6993,0.9911,4
1.572,1.09,1.671,0.775,-3.9,0.6083,0.9199,4
1.915,1.21,1.697,0.8149,-3.195,0.5821,0.9231,4
2.008,1.22,1.991,0.856,-4.105,0.6116,0.8832,4
2.313,1.07,1.678,0.8264,-4.423,0.621,0.9287,4
1.511,1.1,1.528,0.6884,-4.166,0.7107,0.9735,4
1.89,1.08,1.383,0.7959,-3.679,0.5986,0.9296,4
2.501,1.22,1.672,0.8603,-3.904,0.6011,0.9111,4
1.601,1.08,1.649,0.7883,-3.544,0.6217,0.9181,4
2.535,1.1,1.539,0.8349,-4.184,0.6269,0.9053,4
1.384,1.1,1.655,0.7881,-3.4,0.6129,0.9103,4
1.78,1.22,1.79,0.8223,-2.965,0.5809,0.9228,4
1.643,1.09,2.506,0.8233,-4.329,0.6254,0.9236,4
1.681,1.09,1.84,0.8011,-3.768,0.5996,0.9382,4
1.898,1.09,1.431,0.7954,-4.071,0.5984,0.9421,4
1.987,1.09,1.519,0.7689,-4.003,0.6178,0.9546,4
2.424,1.22,1.684,0.8561,-3.596,0.5848,0.9158,4
1.832,1.08,1.221,0.7846,-3.698,0.6135,0.9495,4
1.864,1.1,1.274,0.6954,-3.965,0.6987,0.9771,4
1.591,1.08,1.638,0.782,-3.411,0.6124,0.9171,4
1.909,1.07,1.231,0.7825,-3.598,0.6141,0.9307,4
1.672,1.08,1.581,0.7838,-3.364,0.6097,0.9171,4
1.989,1.09,1.578,0.7756,-3.631,0.6152,0.9301,4
2.061,1.22,1.776,0.8598,-3.466,0.5827,0.9026,4
1.297,1.1,1.705,0.7859,-3.656,0.6177,0.9363,4
2.24,1.22,1.673,0.8565,-3.432,0.5918,0.9226,4
1.558,1.08,1.543,0.781,-3.556,0.6073,0.941,4
2.394,1.22,1.756,0.856,-4.172,0.6106,0.8878,4
1.595,1.07,2.341,0.8287,-4.344,0.6236,0.8947,4
1.905,1.09,1.96,0.8317,-4.282,0.6325,0.9267,4
2.417,1.21,1.715,0.8565,-3.859,0.6039,0.9053,4
1.644,1.09,1.582,0.7787,-3.846,0.616,0.9623,4
1.796,1.22,1.772,0.814,-3.069,0.589,0.9266,4
1.79,0.96,1.23,0.7769,-4.064,0.6209,0.9356,4
1.264,1.09,1.846,0.7968,-3.699,0.6022,0.9406,4
1.553,1.09,1.556,0.7804,-3.569,0.6079,0.9432,4
1.828,1.09,1.622,0.7945,-3.247,0.6083,0.8993,4
2.518,1.22,1.775,0.8584,-3.836,0.6066,0.9059,4
2.422,1.22,1.679,0.8657,-3.932,0.6026,0.8875,4
1.971,1.09,1.815,0.7965,-3.79,0.6011,0.9251,4
1.571,1.08,1.927,0.7886,-3.424,0.6082,0.9313,4
1.697,1.31,1.839,0.8276,-3.151,0.5856,0.8753,4
1.642,1.08,1.589,0.7877,-3.527,0.6145,0.9303,4
1.668,1.22,2.497,0.8618,-3.782,0.5986,0.9067,4
2.03,1.22,1.706,0.8183,-3.283,0.5882,0.9137,4
1.752,1.1,1.237,0.7873,-3.449,0.6088,0.9179,4
1.375,1.08,1.915,0.7978,-3.502,0.6024,0.9037,4
1.642,1.08,1.591,0.7831,-3.504,0.6084,0.9364,4
1.612,1.12,2.365,0.83,-3.885,0.6218,0.885,4
1.726,1.22,1.82,0.8173,-2.808,0.5706,0.9084,4
0.8862,1.1,1.758,0.6654,-4.658,0.6882,0.989,4
1.246,1.08,1.296,0.6262,-5.179,0.6683,0.9688,4
1.891,1.08,1.236,0.6176,-13.9,0.7533,0.8762,4
1.481,0.91,0.6016,0.5281,-13.09,0.698,0.867,4
0.5325,1.64,0.6197,0.4673,-26.3,0.8603,0.0006081,3
0.6494,1.64,0.6154,0.4693,-39.52,0.8498,0.0001427,3
0.5454,1.62,0.626,0.4748,-13.41,0.8129,0.0003664,3
0.6327,1.64,0.5412,0.4843,-12.44,0.8371,0.008836,3
0.5984,1.6,0.569,0.4449,-21.43,0.8402,0.0003572,3
0.5924,1.6,0.5481,0.4442,-28,0.8541,0.001438,3
0.5399,1.58,0.6029,0.4587,-19.11,0.8325,0.002226,3
0.5571,1.44,0.6113,0.4486,-15.69,0.8112,0.002531,3
0.4904,1.59,0.7429,0.4664,-16.28,0.8204,0.003533,3
0.5314,1.58,0.6456,0.455,-21.72,0.8474,0.001424,3
1.338,1.7,1.249,0.5981,-51.07,0.8134,0.186,3
0.6912,1.72,0.5403,0.4988,-13.52,0.8373,0.002472,3
0.7432,1.72,0.4907,0.5089,-15.38,0.8492,0.001042,3
0.5872,1.73,0.4764,0.4956,-16.59,0.8624,0.0002462,3
0.5824,1.74,0.5326,0.4485,-34.96,0.878,0.003192,3
0.5853,1.73,0.5627,0.4792,-24.71,0.8727,0.002098,3
0.5547,1.54,0.6776,0.4573,-16.3,0.8339,0.007537,3
0.5611,1.36,0.6584,0.4376,-15.59,0.8174,0.00364,3
0.5315,1.62,0.6079,0.4498,-20.96,0.8517,0.002099,3
0.5043,1.63,0.6104,0.4484,-19.67,0.8341,0.001999,3
0.4949,1.73,0.6576,0.4472,-28.53,0.8589,6.50E-05,3
0.5712,1.74,0.6894,0.5054,-17.44,0.8688,2.54E-05,3
0.6891,1.61,0.6425,0.4968,-12.21,0.8469,0.007739,3
0.6712,1.61,0.5932,0.4822,-13.15,0.8458,0.006284,3
0.4772,1.6,0.6091,0.4258,-23.84,0.8449,0.002635,3
0.4409,1.59,0.6164,0.4438,-22.46,0.8561,0.002827,3
0.65,1.69,0.5844,0.4799,-13.47,0.833,0.001809,3
0.6914,1.7,0.6572,0.4675,-14.8,0.8212,0.001708,3
0.4177,1.7,0.6334,0.4551,-32.13,0.8761,0.0007264,3
0.3723,1.71,0.7289,0.4853,-44.71,0.8697,0.001358,3
0.6292,1.67,0.7041,0.4949,-11.5,0.8304,0.001757,3
0.8996,1.69,0.6587,0.5049,-9.425,0.8188,0.007602,3
0.6448,1.65,0.703,0.4608,-12.2,0.8245,0.004493,3
0.5008,1.65,0.6499,0.4264,-27.42,0.8508,0.001105,3
0.6003,1.73,0.6471,0.4817,-20.49,0.8616,0.0004123,3
0.713,1.73,0.6914,0.4969,-10.98,0.8315,0.0008389,3
0.7034,1.62,0.7524,0.4856,-14.94,0.8461,0.005823,3
0.7467,1.62,0.7219,0.4745,-19.67,0.8594,0.005908,3
0.5016,1.73,0.7397,0.4764,-24.41,0.852,0.001247,3
0.5894,1.72,0.7341,0.5035,-11.25,0.8269,0.0002618,3
0.7017,1.6,0.7026,0.4937,-7.961,0.8032,0.004085,3
0.6928,1.59,0.727,0.5004,-12.09,0.8226,0.004108,3
0.5741,1.72,0.6535,0.4499,-28,0.862,0.001181,3
0.6042,1.67,0.6137,0.4572,-22.12,0.867,0.003742,3
0.6376,1.68,0.6352,0.4941,-12.77,0.8285,0.004299,3
0.7459,1.64,0.6323,0.47,-16.51,0.845,0.00568,3
0.5672,1.66,0.6386,0.4598,-23.14,0.8745,0.003931,3
0.4661,1.62,0.618,0.4446,-28.66,0.8496,0.0007623,3
0.592,1.65,0.7281,0.4903,-12.46,0.8159,0.00223,3
0.6616,1.64,0.6947,0.4911,-10.86,0.8094,0.004274,3
0.6339,1.61,0.7079,0.4472,-15.57,0.8264,0.0001031,3
0.6088,1.6,0.6944,0.4379,-21.79,0.8508,0.001791,3
0.5815,1.68,0.6561,0.4611,-16.01,0.8521,0.001432,3
0.7513,1.68,0.6531,0.5036,-11.27,0.8282,0.0004433,3
0.7401,1.69,0.6284,0.486,-15.69,0.8554,0.006197,3
0.5688,1.68,0.6083,0.4688,-23.63,0.8844,0.003292,3
0.4825,1.68,0.6574,0.4527,-26.92,0.877,0.0002014,3
0.7328,1.68,0.6818,0.4935,-10.66,0.8341,0.0009435,3
0.7632,1.69,0.6802,0.5083,-10.3,0.8413,0.002513,3
0.6717,1.68,0.6677,0.4881,-15.36,0.8655,0.007018,3
0.7037,1.68,0.7152,0.4623,-24.12,0.8638,0.003039,3
0.5775,1.66,0.6708,0.4732,-17.14,0.8504,0.002898,3
0.6994,1.64,0.6604,0.4906,-14.53,0.8361,0.00683,3
0.6638,1.64,0.6584,0.486,-14.3,0.8336,0.005733,3
0.5183,1.71,0.6981,0.4599,-25.6,0.866,0.001546,3
0.5559,1.73,0.7119,0.4656,-16.91,0.8451,0.0009584,3
0.5835,1.6,0.7176,0.4767,-10.75,0.8203,0.001401,3
0.7096,1.61,0.7201,0.5037,-11.59,0.8261,0.008201,3
0.6895,1.59,0.6729,0.4476,-13.95,0.8318,0.003533,3
0.5853,1.7,0.6655,0.4473,-27.26,0.8644,0.004354,3
0.681,1.73,0.6718,0.4701,-13.79,0.8307,0.00291,3
0.6918,1.63,0.7665,0.4914,-12.14,0.8275,0.0001736,3
0.6358,1.63,0.7132,0.4987,-15.54,0.8512,0.004016,3
0.5889,1.73,0.6371,0.4809,-25.06,0.8757,0.001965,3
0.5081,1.73,0.6442,0.4789,-20.67,0.8711,0.001571,3
0.6982,1.73,0.7315,0.5178,-11.6,0.8355,0.001186,3
0.7468,1.63,0.7158,0.5082,-10.87,0.8321,0.008961,3
0.6581,1.73,0.7173,0.4993,-16.57,0.8651,0.008547,3
0.5367,1.72,0.7014,0.4666,-32.58,0.8808,0.004877,3
0.6429,1.7,0.689,0.4823,-14.84,0.8455,0.007253,3
0.7099,1.6,0.7237,0.484,-11.48,0.8238,0.005173,3
0.6294,1.68,0.6607,0.4718,-16.62,0.8394,0.002078,3
0.4559,1.67,0.7157,0.4607,-29.72,0.8622,0.001118,3
0.5722,1.72,0.7777,0.4879,-17.26,0.8621,0.0009805,3
0.7534,1.72,0.7317,0.5316,-11.41,0.8303,0.001549,3
0.6833,1.73,0.7403,0.5172,-13.62,0.8469,0.003422,3
0.5841,1.73,0.6983,0.4752,-26.68,0.8724,0.001491,3
0.5744,1.73,0.6182,0.4671,-35.31,0.8948,0.003437,3
0.5578,1.73,0.6619,0.496,-20.18,0.8597,0.002463,3
0.693,1.73,0.7727,0.5054,-15.53,0.8392,0.009603,3
0.7115,1.74,0.7114,0.4903,-17.5,0.8518,0.0052,3
0.5252,1.74,0.6779,0.4736,-29.63,0.862,0.001193,3
0.6111,1.71,0.7041,0.4889,-14.98,0.8571,0.002568,3
0.6868,1.71,0.6966,0.4877,-10.2,0.8415,0.006621,3
0.7137,1.72,0.7603,0.4893,-10,0.8363,0.004863,3
0.5752,1.68,0.6793,0.4453,-26.01,0.873,0.001479,3
0.5573,1.68,0.7039,0.453,-27.49,0.8647,0.004512,3
0.68,1.67,0.7307,0.4727,-15.92,0.8287,0.005617,3
0.6184,1.67,0.7464,0.481,-15.77,0.8224,0.009895,3
0.6445,1.67,0.7098,0.4707,-14.53,0.8174,0.004986,3
0.433,1.54,0.7489,0.4303,-21.47,0.8161,0.000303,3
0.6681,1.55,0.7332,0.4508,-11.37,0.8022,0.002204,3
0.6497,1.45,0.8572,0.4554,-8.756,0.7727,0.009042,3
0.6811,1.35,0.6896,0.4251,-8.645,0.7733,0.001116,3
0.5907,1.34,0.7124,0.399,-14.39,0.78,0.004375,3
0.4894,1.53,0.7505,0.3901,-22.42,0.8061,0.01289,3
0.4746,1.51,0.8002,0.4041,-14.04,0.7832,0.01738,3
0.6736,1.13,0.6748,0.3611,-13.57,0.7587,0.02757,3
0.5125,1.23,0.689,0.3612,-17.56,0.7754,0.02336,3
0.4144,1.23,0.7169,0.3589,-15.39,0.7744,0.01706,3
0.4747,1.2,0.6311,0.3428,-8.405,0.7624,0.01176,3
0.5823,1.15,0.5931,0.3521,-5.355,0.7466,0.02861,3
0.5608,1.06,0.5513,0.3342,-10.96,0.8021,0.0379,3
0.5412,0.99,0.6125,0.3245,-9.098,0.7911,0.03296,3
0.3977,1.01,0.5732,0.3336,-19.24,0.7373,0.03336,3
0.4795,1.22,0.6376,0.3641,-19.01,0.8223,0.04169,3
0.5214,1.47,0.6617,0.3789,-21.38,0.8492,0.03824,3
0.4682,1.38,0.6121,0.3895,-24.87,0.8319,0.01934,3
0.5442,1.55,0.622,0.4282,-21.67,0.8512,0.009522,3
0.488,1.53,0.5954,0.4162,-16.88,0.8707,0.001766,3
0.5945,1.55,0.6495,0.4564,-12.47,0.8556,0.008031,3
0.673,1.55,0.7692,0.4524,-10.26,0.8339,0.01503,3
0.6224,1.44,0.6879,0.4301,-11.64,0.8355,0.008581,3
0.6818,1.54,0.8011,0.413,-17.36,0.8406,0.00757,3
0.4203,1.59,0.6196,0.4158,-29.4,0.8674,0.0103,3
1.892,1.76,1.747,0.705,-12.29,0.7451,0.352,3
1.629,1.77,1.307,0.6548,-13.34,0.7936,0.2523,3
1.63,1.74,1.291,0.6783,-9.087,0.7295,0.1735,3
1.34,1.76,1.44,0.6332,-9.727,0.7331,0.1235,3
1.387,1.8,1.394,0.657,-9.871,0.6945,0.09781,3
1.317,1.73,1.589,0.6902,-9.006,0.6554,0.1289,3
1.723,1.76,1.444,0.7315,-10.9,0.6401,0.1522,3
1.593,1.76,1.691,0.745,-10.92,0.6366,0.2683,3
0.5986,1.75,0.57,0.4471,-17.8,0.8831,0.004313,3
0.4416,1.76,0.5938,0.4445,-38.89,0.8931,0.005437,3
0.6918,1.75,0.7064,0.4721,-23.63,0.8666,0.00756,3
0.8232,1.76,0.5684,0.4812,-20.36,0.85,0.01168,3
0.6804,1.67,0.705,0.4618,-18.01,0.8369,0.008526,3
0.5827,1.75,0.6279,0.4448,-29.72,0.8641,0.005082,3
0.6134,1.56,0.4904,0.4164,-26.14,0.8465,0.004085,3
0.735,1.76,0.7779,0.4886,-14.46,0.8383,0.001367,3
0.7209,1.56,0.6403,0.4378,-11.06,0.806,0.0005267,3
0.6538,1.55,0.6702,0.4249,-13.79,0.8076,0.002513,3
0.7723,1.72,0.6446,0.4587,-27.31,0.8386,0.001189,3
0.6489,1.48,0.4024,0.4122,-25.63,0.85,0.005865,3
0.8001,1.48,0.5479,0.4205,-13.4,0.8161,0.003007,3
0.7586,1.47,0.5075,0.403,-13.75,0.7884,0.002402,3
0.765,1.3,0.4204,0.3928,-19.03,0.7933,0.0008983,3
