 Length, Height, Width, Omnivariance, Class
0.7472,1.44,0.502,0.03159,3
0.7495,1.46,0.4294,0.03032,3
0.6171,1.46,0.5926,0.03003,3
0.5644,1.56,0.4558,0.0256,3
0.6088,1.49,0.7363,0.03313,3
0.6729,1.43,0.6946,0.03529,3
0.9456,1.44,0.6919,0.03685,3
0.6111,1.44,0.5236,0.02716,3
0.5447,1.51,0.48,0.02466,3
0.6519,1.44,0.5466,0.02916,3
0.9197,1.45,0.572,0.0322,3
0.8667,1.45,0.6012,0.03434,3
0.6878,1.45,0.5043,0.03291,3
0.5851,1.46,0.5287,0.03023,3
0.6127,1.47,0.5997,0.03042,3
0.6832,1.46,0.7553,0.03666,3
0.7371,1.47,0.6531,0.03604,3
0.6478,1.44,0.6582,0.03181,3
0.568,1.48,0.5974,0.03068,3
0.6199,1.44,0.5037,0.02907,3
0.7862,1.4,0.4657,0.03305,3
0.7662,1.36,0.5526,0.03246,3
0.7012,1.39,0.4587,0.03294,3
0.5281,1.43,0.5179,0.02635,3
0.5779,1.45,0.682,0.03148,3
0.6599,1.37,0.7006,0.0343,3
0.646,1.34,0.802,0.03057,3
0.549,0.97,0.5888,0.02051,3
0.5745,0.81,0.4967,0.01438,3
0.452,0.66,0.5365,0.01611,3
0.5671,0.86,0.5168,0.01995,3
0.5969,1.41,0.5152,0.02552,3
0.7492,1.34,0.7145,0.03219,3
0.6685,1.34,0.6289,0.03066,3
0.5568,1.46,0.5993,0.0313,3
0.5242,1.44,0.6163,0.02923,3
0.4964,1.48,0.8699,0.03482,3
0.4683,1.39,0.8539,0.03636,3
0.5053,1.4,0.8398,0.03396,3
0.5103,1.49,0.5548,0.03092,3
0.4786,1.48,0.5846,0.02837,3
0.6521,1.41,0.7271,0.03406,3
0.7418,1.41,0.671,0.035,3
0.6935,1.41,0.5277,0.0325,3
0.5782,1.51,0.4987,0.03209,3
0.5293,1.51,0.6497,0.03195,3
0.547,1.42,0.964,0.0401,3
0.5765,1.41,0.9437,0.04067,3
0.5395,1.42,0.7541,0.0315,3
0.524,1.52,0.472,0.02796,3
0.586,1.52,0.4669,0.03142,3
0.7382,1.41,0.6567,0.03405,3
0.6945,1.41,0.647,0.03447,3
0.6179,1.4,0.543,0.02838,3
0.5524,1.51,0.4507,0.02719,3
0.5085,1.54,0.6578,0.03491,3
0.5414,1.45,0.8475,0.03887,3
0.5417,1.44,0.8883,0.03576,3
0.5983,1.45,0.725,0.0353,3
0.5661,1.55,0.5604,0.03006,3
0.6147,1.45,0.5514,0.02958,3
0.7473,1.45,0.7768,0.03744,3
0.7243,1.45,0.4486,0.03316,3
0.6395,1.39,0.5119,0.02657,3
0.5979,1.46,0.5311,0.02437,3
0.5732,1.41,0.9805,0.03544,3
0.5978,1.42,1.136,0.03693,3
0.6101,1.41,0.8343,0.03399,3
0.6482,1.51,0.4743,0.02778,3
0.6836,1.52,0.4267,0.02627,3
0.7931,1.44,0.681,0.03402,3
0.7962,1.43,0.6351,0.03234,3
0.8595,1.43,0.4573,0.03507,3
0.6755,1.53,0.3803,0.03004,3
0.6468,1.54,0.7508,0.03397,3
0.5922,1.41,0.979,0.03554,3
0.6389,1.35,0.7613,0.03355,3
0.6441,1.36,0.7437,0.03217,3
0.5987,1.46,0.3795,0.02603,3
0.637,1.47,0.4216,0.02889,3
0.7427,1.41,0.7827,0.03592,3
0.7473,1.35,0.6747,0.03376,3
0.719,1.39,0.4425,0.0317,3
0.6351,1.52,0.4081,0.03015,3
0.6225,1.5,0.4832,0.02874,3
0.595,1.39,0.8719,0.03503,3
0.6741,1.38,0.6407,0.03334,3
0.5894,1.39,0.6782,0.02784,3
0.5542,1.39,0.4283,0.0279,3
0.6006,1.42,0.4548,0.0289,3
0.6794,1.29,0.5671,0.02796,3
0.6114,1.32,0.5386,0.02974,3
0.582,1.45,0.5761,0.03573,3
0.5551,1.48,0.5984,0.03441,3
0.5552,1.48,0.6347,0.0359,3
0.6057,1.49,0.7695,0.04442,3
0.6353,1.49,0.7944,0.04345,3
0.5252,1.48,0.5749,0.03555,3
0.5938,1.47,0.4928,0.03314,3
0.5464,1.47,0.3697,0.03212,3
2.755,1.51,1.147,0.1193,3
2.603,1.49,1.522,0.124,3
2.276,1.48,1.665,0.1088,3
1.891,1.49,1.732,0.1013,3
2.204,1.48,1.16,0.1019,3
2.329,1.48,0.8608,0.1001,3
2.042,1.47,1.157,0.08588,3
1.594,1.61,1.618,0.07094,3
1.779,1.61,1.129,0.07973,3
1.894,1.62,0.5765,0.06551,3
1.769,1.6,0.7805,0.08729,3
1.77,1.6,0.6876,0.08394,3
1.831,1.61,0.7196,0.08988,3
1.913,1.59,0.9314,0.09616,3
1.794,1.59,1.057,0.102,3
1.463,1.58,1.426,0.1054,3
0.5567,1.34,0.7312,0.03989,3
0.631,1.38,0.7027,0.04208,3
0.5997,1.4,0.6446,0.03986,3
0.5532,1.53,0.5709,0.03084,3
0.5793,1.39,0.3832,0.03156,3
1.548,3.08,0.8144,0.1336,3
0.6883,1.39,0.5262,0.03486,3
1.432,3.1,0.7767,0.1171,3
1.191,3.1,0.8693,0.1079,3
1.162,3.1,0.8088,0.09743,3
0.9738,2.97,0.8154,0.09063,3
1.019,3.01,0.9859,0.09916,3
0.8141,3.1,0.985,0.09139,3
0.8976,3.01,0.9841,0.08031,3
0.4567,3.02,1.064,0.07455,3
0.5697,3.1,1.071,0.09274,3
0.684,3.05,1.313,0.1027,3
0.8416,3.05,1.325,0.1072,3
1.288,3.1,1.002,0.1092,3
0.7178,2.03,1.103,0.06485,3
0.7654,1.74,1.244,0.0785,3
0.7781,1.69,1.209,0.08314,3
1.566,1.88,1.165,0.1468,3
1.531,1.88,1.162,0.1296,3
1.494,1.89,1.106,0.1281,3
1.169,1.66,1.253,0.107,3
1.184,1.66,1.349,0.1052,3
0.8737,1.87,1.324,0.07872,3
0.8504,1.88,1.327,0.09287,3
0.8043,1.88,1.306,0.09584,3
1.052,1.83,1.474,0.1012,3
1.074,1.83,1.354,0.1002,3
1.026,1.65,1.408,0.1049,3
0.9319,1.88,1.517,0.1145,3
0.9209,1.86,1.273,0.0979,3
1.063,1.7,0.9078,0.06432,3
1.297,1.7,0.7232,0.07395,3
1.173,1.71,0.9375,0.0744,3
1.151,1.7,0.7325,0.07633,3
1.166,1.7,0.7795,0.0809,3
1.046,1.7,0.9695,0.08963,3
1.077,1.7,1.142,0.09582,3
0.865,1.7,1.048,0.08531,3
1.036,1.9,1.118,0.09332,3
1.108,1.71,1.4,0.1098,3
1.179,1.7,1.371,0.1149,3
1.507,1.71,1.517,0.1294,3
1.107,1.66,0.8341,0.07199,3
1.058,1.87,0.9436,0.07249,3
1.005,1.86,0.9131,0.05894,3
0.8441,1.87,0.8858,0.0681,3
1.129,1.64,0.9913,0.08612,3
0.9926,1.6,1.037,0.07821,3
1.076,1.84,1.074,0.0904,3
0.7995,1.61,1.088,0.06668,3
1.87,1.95,1.123,0.1749,3
1.763,1.96,1.008,0.1606,3
1.838,1.96,1.136,0.153,3
1.708,1.95,1.206,0.1552,3
1.622,2.61,1.577,0.1531,3
1.3,1.95,1.154,0.1176,3
1.154,1.95,1.076,0.109,3
1.161,1.8,1.229,0.1087,3
1.231,1.96,1.348,0.1125,3
1.018,1.96,1.423,0.1042,3
0.9262,1.96,1.455,0.1035,3
0.9877,1.95,1.519,0.09674,3
1.119,1.95,1.375,0.09025,3
1.189,1.96,1.589,0.1152,3
1.262,1.95,1.569,0.1158,3
1.902,1.97,1.349,0.1359,3
1.707,1.73,1.696,0.1419,3
0.848,1.89,0.9098,0.05016,3
1.839,1.88,0.9311,0.1216,3
1.672,1.86,0.9007,0.1153,3
1.582,1.86,1.049,0.1197,3
1.389,1.86,0.9097,0.08748,3
1.219,1.84,0.8884,0.09078,3
1.101,1.85,0.9174,0.06902,3
1.198,1.84,0.9889,0.09332,3
1.01,1.95,1.085,0.08602,3
1.06,1.98,0.9379,0.07959,3
1.15,1.96,1.07,0.07774,3
1.173,1.96,1.181,0.08487,3
0.9735,1.96,1.165,0.09122,3
1.21,1.95,1.293,0.1125,3
1.231,1.95,1.297,0.1128,3
1.194,1.92,1.434,0.1183,3
1.248,1.95,1.472,0.1175,3
2.182,2.01,1.197,0.1669,3
2.477,2.02,2.42,0.2194,3
2.916,2.02,1.446,0.1843,3
0.8941,2.02,1.672,0.1237,3
3.001,2.02,3.55,0.3084,3
2.316,2.02,1.873,0.1792,3
1.511,2.02,1.008,0.1071,3
1.47,2.02,0.861,0.1082,3
1.204,2.02,1.106,0.09504,3
2.089,2.03,1.233,0.1345,3
1.074,2.01,1.433,0.09963,3
3.54,2.03,1.925,0.2528,3
3.526,2.04,1.682,0.2634,3
4.124,2.05,3.213,0.3525,3
2.261,2.05,1.488,0.1616,3
1.12,2.05,0.9455,0.09704,3
2.867,2.08,3.862,0.4134,3
2.95,1.9,2.367,0.3764,3
