Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
3.46,1.38,3.094,1.497,0.2678,0.2833,-14.54,1
3.58,1.4,2.94,1.527,0.2763,0.2754,-14.6,1
3.624,1.39,2.921,1.516,0.2691,0.2661,-15.28,1
3.314,1.38,3.318,1.508,0.2704,0.2758,-14.48,1
3.218,1.42,3.452,1.53,0.2775,0.279,-14.66,1
3.495,1.43,3.258,1.563,0.2861,0.2496,-13.62,1
3.618,1.44,3.099,1.569,0.2766,0.2101,-15.12,1
3.201,1.44,3.239,1.538,0.2799,0.2628,-13.77,1
3.163,1.48,3.248,1.475,0.2762,0.3382,-12.66,1
3.561,1.5,3.055,1.497,0.2919,0.355,-10.97,1
3.97,1.41,2.741,1.505,0.2826,0.3099,-11.93,1
3.622,1.41,2.978,1.508,0.2738,0.2908,-14.24,1
3.721,1.43,2.765,1.461,0.2817,0.3745,-11.49,1
3.962,1.43,2.654,1.525,0.2773,0.2792,-14.18,1
3.649,1.36,2.485,1.415,0.2665,0.405,-13.48,1
4.029,1.33,2.164,1.438,0.2576,0.3623,-16.48,1
3.778,1.35,2.176,1.467,0.2577,0.2934,-15.45,1
3.783,1.36,2.066,1.401,0.2564,0.3895,-14.6,1
4.059,1.37,1.945,1.3,0.2429,0.4775,-13.89,1
4.096,1.31,1.821,1.183,0.2324,0.603,-13.19,1
4.049,1.33,1.858,1.122,0.2278,0.6578,-12.1,1
3.899,1.34,1.957,0.9534,0.2036,0.7672,-11.2,1
2.843,1.35,2.049,0.8648,0.1917,0.8053,-9.996,1
2.822,1.25,2.097,0.8642,0.1899,0.8015,-10.33,1
2.986,1.28,2.417,0.8575,0.1914,0.8149,-9.886,1
2.884,1.3,2.361,0.925,0.2248,0.845,-6.791,1
3.303,1.33,2.985,0.9872,0.2229,0.7947,-9.198,1
3.716,1.35,3.063,1.109,0.2529,0.7545,-8.388,1
2.991,1.37,3.253,1.185,0.2609,0.6905,-9.178,1
3.485,1.39,3.463,1.273,0.2822,0.6419,-8.404,1
3.207,1.35,3.549,1.34,0.2772,0.5436,-10.58,1
3.106,1.37,3.666,1.423,0.2804,0.4405,-11.9,1
3.054,1.37,3.794,1.491,0.2802,0.3498,-13.73,1
2.741,1.37,3.949,1.541,0.2796,0.2719,-14.78,1
2.574,1.39,4.1,1.581,0.2863,0.2288,-14.38,1
2.492,1.4,4.191,1.595,0.2898,0.215,-13.97,1
2.36,1.36,4.196,1.597,0.2908,0.2121,-13.63,1
2.339,1.38,4.298,1.624,0.2859,0.1529,-14.69,1
2.474,1.4,4.43,1.64,0.285,0.1192,-14.73,1
2.104,1.79,4.35,1.649,0.2804,0.08766,-15.37,1
2.307,1.34,4.506,1.688,0.282,0.03391,-16.07,1
2.157,1.36,4.442,1.726,0.2862,-0.01511,-16.09,1
1.884,1.35,4.445,1.672,0.2695,0.01095,-17.02,1
1.722,1.36,4.488,1.636,0.2614,0.04166,-17.73,1
1.899,1.9,4.332,1.561,0.2475,0.116,-18.96,1
2.126,1.36,4.342,1.52,0.246,0.1657,-17.73,1
2.443,1.91,4.303,1.472,0.2546,0.268,-15.35,1
2.66,1.37,4.285,1.457,0.2572,0.2987,-14.71,1
2.794,1.37,4.244,1.459,0.2584,0.2947,-14.17,1
2.753,1.39,4.218,1.445,0.2479,0.2832,-15.76,1
3.073,1.37,4.218,1.477,0.2517,0.2414,-15.2,1
2.951,1.39,4.137,1.429,0.2489,0.2959,-14.01,1
2.853,1.39,4.119,1.456,0.2498,0.2553,-13.82,1
2.724,1.38,4.119,1.491,0.2505,0.2038,-14.23,1
2.724,1.4,3.988,1.458,0.2401,0.2199,-15.54,1
2.984,1.39,3.895,1.476,0.2482,0.2173,-14.01,1
2.939,1.39,3.891,1.47,0.2564,0.2467,-11.9,1
2.954,1.37,3.855,1.453,0.2685,0.3142,-10.4,1
2.965,1.39,3.811,1.415,0.2753,0.3974,-9.773,1
2.979,1.36,3.668,1.389,0.2712,0.4151,-9.115,1
3.011,1.39,3.624,1.389,0.2738,0.4315,-9.653,1
3.103,1.34,3.589,1.384,0.2801,0.4571,-8.733,1
3.043,1.36,3.533,1.369,0.2845,0.4944,-8.245,1
3.031,1.33,3.466,1.327,0.2878,0.5588,-7.016,1
2.983,1.37,3.44,1.332,0.2839,0.5419,-7.701,1
3.006,1.34,3.42,1.289,0.284,0.6021,-7.19,1
3.113,1.32,3.424,1.297,0.2838,0.5874,-7.081,1
3.025,1.37,3.361,1.269,0.2717,0.5853,-7.788,1
2.955,1.36,3.394,1.278,0.2786,0.5956,-7.26,1
3.038,1.32,3.408,1.272,0.2661,0.561,-8.217,1
2.991,1.31,3.303,1.277,0.2654,0.5556,-8.763,1
2.998,1.36,3.389,1.246,0.275,0.6272,-7.281,1
3.335,1.36,3.27,1.327,0.2786,0.5361,-8.513,1
3.003,1.33,3.357,1.236,0.2803,0.658,-6.72,1
2.956,1.31,3.301,1.264,0.2603,0.5502,-8.539,1
3.148,1.4,3.308,1.232,0.2723,0.6368,-7.375,1
3.04,1.38,3.24,1.285,0.2773,0.5905,-8.119,1
2.978,1.37,3.264,1.108,0.2725,0.7857,-5.183,1
3.241,1.36,3.33,1.223,0.2651,0.6217,-7.692,1
2.954,1.33,3.352,1.159,0.2664,0.7094,-6.735,1
2.97,1.28,3.34,1.146,0.2552,0.6819,-7.224,1
2.918,1.27,3.185,1.173,0.2579,0.6727,-8.276,1
3.031,1.26,3.189,1.081,0.2319,0.68,-8.33,1
3.009,1.24,3.136,1.158,0.2456,0.6375,-8.475,1
1.462,1.2,2.185,0.4869,0.135,0.8035,-3.578,1
2.721,1.33,2.989,1.053,0.2529,0.7903,-6.203,1
2.829,1.32,3.18,1.111,0.2572,0.7353,-6.729,1
2.944,1.34,3.258,1.07,0.2353,0.7226,-8.833,1
2.966,1.16,3.019,1.067,0.2177,0.6505,-9.93,1
3.149,1.25,2.942,1.007,0.2318,0.761,-6.894,1
1.271,1.18,2.129,0.4409,0.1271,0.7797,-2.128,1
0.8827,1.05,1.726,0.3411,0.07922,0.6365,-7.657,1
1.201,0.86,2.066,0.4014,0.1026,0.7053,-4.46,1
1.162,0.89,2.009,0.3662,0.09469,0.6802,-4.166,1
2.628,1.5,2.871,1.007,0.2134,0.7409,-11.14,1
2.226,1.5,4.241,1.539,0.3038,0.3444,-11.13,1
3.054,1.51,3.713,1.584,0.3108,0.3006,-11.25,1
3.608,1.51,3.182,1.553,0.3083,0.3376,-10.9,1
3.962,1.49,2.607,1.584,0.306,0.2895,-11.98,1
3.215,1.51,3.469,1.454,0.2825,0.4025,-12.19,1
3.352,1.51,3.352,1.445,0.2815,0.4093,-12.07,1
4.235,1.51,1.933,1.39,0.2742,0.4559,-11.35,1
3.463,1.51,3.296,1.449,0.2788,0.3871,-12.01,1
2.407,1.51,4.035,1.432,0.2873,0.4332,-10.33,1
4.275,1.52,1.879,1.553,0.2988,0.3069,-11.98,1
3.347,1.48,3.336,1.478,0.2852,0.3759,-12.34,1
2.902,1.47,3.759,1.517,0.2884,0.3312,-12.76,1
3.29,1.52,3.279,1.542,0.303,0.3415,-11.52,1
3.254,1.49,3.339,1.492,0.2955,0.3864,-11.23,1
2.897,1.5,3.742,1.539,0.3008,0.3362,-11.53,1
3.127,1.53,3.513,1.526,0.315,0.3933,-9.455,1
3.251,1.53,3.585,1.638,0.3199,0.2426,-10.91,1
3.463,1.54,3.322,1.587,0.2948,0.2416,-13.05,1
3.925,1.54,2.724,1.639,0.2987,0.1847,-14.1,1
2.628,1.55,4.002,1.758,0.3178,0.06258,-14.24,1
3.366,1.55,3.494,1.773,0.3242,0.05896,-13.72,1
3.407,1.57,3.285,1.603,0.307,0.2728,-12.7,1
3.386,1.47,3.597,1.671,0.3109,0.1782,-13.4,1
2.685,1.47,2.705,0.9673,0.2133,0.7789,-9.853,1
3.54,1.47,3.184,1.47,0.2903,0.3844,-10.43,1
2.639,1.48,2.827,1.003,0.215,0.7577,-11.04,1
3.329,1.51,3.606,1.71,0.3234,0.1463,-12.11,1
3.498,1.51,3.287,1.623,0.324,0.283,-10.43,1
3.511,1.52,3.385,1.752,0.3286,0.1111,-13.08,1
3.49,1.55,3.408,1.791,0.3491,0.1025,-10.96,1
3.53,1.56,3.336,1.905,0.3454,-0.08373,-14.07,1
3.536,1.57,3.424,1.932,0.3444,-0.1233,-15.12,1
3.485,1.52,3.397,1.622,0.3178,0.2703,-11.4,1
3.459,1.52,3.452,1.702,0.3202,0.1599,-12.92,1
3.478,1.56,3.539,1.811,0.3363,0.02562,-12.45,1
3.38,1.57,3.58,1.848,0.3478,0.01205,-12.41,1
3.466,1.58,3.436,1.76,0.3366,0.1122,-11.7,1
3.494,1.59,3.529,1.812,0.3472,0.06596,-11.69,1
3.541,1.53,3.404,1.826,0.3428,0.04279,-13.07,1
3.742,1.54,3.06,1.819,0.3499,0.07379,-12.09,1
3.696,1.53,3.144,1.85,0.3179,-0.08084,-16.4,1
3.773,1.54,3.111,1.954,0.3381,-0.178,-16.54,1
3.835,1.47,2.953,1.829,0.319,-0.0375,-16.16,1
3.994,1.48,2.787,1.839,0.3267,-0.03229,-15.17,1
3.832,1.48,2.862,1.84,0.3233,-0.042,-15.8,1
3.821,1.49,2.745,1.749,0.3186,0.1027,-15.15,1
4.287,1.51,2.385,1.574,0.3091,0.315,-11.48,1
4.25,1.46,2.294,1.521,0.2966,0.3486,-11.7,1
4.024,1.47,2.366,1.648,0.3305,0.2808,-11,1
4.101,1.48,2.033,1.41,0.2886,0.4822,-10.55,1
4.148,1.49,1.959,1.35,0.2797,0.535,-10.33,1
4.285,1.49,1.872,1.373,0.2812,0.5169,-11.03,1
4.236,1.45,1.912,1.322,0.278,0.5719,-10.14,1
4.187,1.41,1.955,1.031,0.2337,0.769,-8.496,1
3.183,1.41,2.11,0.9283,0.2129,0.8127,-8.652,1
3.877,1.43,2.268,1.236,0.2639,0.6248,-9.445,1
3.924,1.4,2.332,1.24,0.2521,0.5876,-11.3,1
3.355,1.41,2.553,1.013,0.2327,0.7795,-7.969,1
3.389,1.36,2.79,1.001,0.2242,0.781,-9.321,1
2.93,1.36,2.875,1.024,0.2211,0.7557,-10.73,1
3.607,1.4,2.9,1.362,0.2812,0.538,-11,1
3.66,1.45,3.058,1.444,0.2892,0.4403,-11.34,1
3.516,1.46,3.498,1.582,0.2971,0.2858,-14.18,1
3.433,1.43,3.611,1.623,0.3134,0.27,-12.71,1
3.42,1.45,3.735,1.729,0.3197,0.1196,-13.69,1
3.178,1.46,4.063,1.776,0.3345,0.0895,-12.77,1
3.298,1.47,4.113,1.842,0.3558,0.04799,-11.52,1
3.369,1.48,4.144,1.872,0.3496,-0.02097,-12.7,1
3.202,1.5,4.316,1.854,0.3531,0.01862,-11.96,1
3.112,1.51,4.447,1.926,0.3614,-0.0748,-12.28,1
3.114,1.49,4.421,1.888,0.3539,-0.03221,-12.57,1
3.089,1.49,4.454,1.814,0.3335,0.01907,-13.23,1
2.594,1.51,4.624,1.838,0.3302,-0.04303,-13.3,1
2.661,1.44,4.595,1.793,0.3219,0.002555,-13.36,1
2.526,1.44,4.723,1.858,0.3163,-0.128,-14.85,1
2.471,1.45,4.91,1.872,0.3151,-0.1528,-15.46,1
2.365,1.79,4.853,1.844,0.3112,-0.1234,-15.03,1
2.539,1.47,4.765,1.858,0.3066,-0.1631,-15.84,1
2.201,1.46,4.717,1.828,0.2947,-0.1605,-16.11,1
1.916,2,4.754,1.809,0.2899,-0.1411,-16.85,1
1.842,1.98,4.694,1.767,0.2925,-0.06266,-15.78,1
1.799,2.01,4.738,1.771,0.2969,-0.05083,-15.54,1
1.994,2.01,4.65,1.751,0.3022,0.004058,-14.88,1
2.256,2,4.655,1.735,0.303,0.03269,-14.43,1
2.34,2,4.553,1.702,0.3021,0.07883,-13.76,1
2.436,2.06,4.532,1.692,0.31,0.1227,-12.73,1
2.536,2.05,4.528,1.68,0.3129,0.1517,-12.2,1
2.766,1.5,4.491,1.639,0.3113,0.2074,-11.51,1
2.867,1.51,4.467,1.642,0.3065,0.1892,-12.17,1
2.887,1.49,4.449,1.61,0.2965,0.2032,-12.69,1
2.805,1.5,4.435,1.581,0.2912,0.2305,-12.79,1
3.028,1.5,4.407,1.56,0.2822,0.2339,-13.67,1
3.165,1.5,4.425,1.59,0.2809,0.1833,-14.28,1
3.349,1.51,4.464,1.609,0.2847,0.1659,-14.17,1
3.145,1.51,4.442,1.575,0.2836,0.2069,-13.07,1
3.351,1.51,4.328,1.569,0.2789,0.1993,-13.44,1
3.477,1.51,4.213,1.583,0.283,0.188,-12.89,1
3.069,1.5,4.301,1.601,0.2891,0.1783,-12.28,1
3.184,1.52,4.211,1.611,0.2861,0.1553,-12.92,1
3.248,1.51,4.203,1.623,0.2821,0.1244,-13.83,1
3.288,1.5,4.094,1.633,0.278,0.08902,-13.94,1
3.397,1.49,4.036,1.642,0.2872,0.1011,-12.44,1
3.515,1.52,4.004,1.589,0.2881,0.1796,-10.66,1
3.247,1.5,3.922,1.599,0.2939,0.1873,-10.63,1
3.268,1.52,3.969,1.6,0.3087,0.2377,-9.308,1
3.199,1.52,3.862,1.553,0.297,0.2714,-10.05,1
3.139,1.49,3.849,1.586,0.3051,0.2482,-9.579,1
3.404,1.47,3.85,1.601,0.312,0.2489,-9.218,1
3.298,1.51,3.724,1.535,0.3166,0.3641,-7.805,1
3.22,1.47,3.753,1.527,0.3131,0.3639,-8.039,1
3.292,1.44,3.788,1.498,0.3152,0.4092,-6.754,1
3.404,1.51,3.723,1.538,0.3218,0.3786,-7.629,1
3.34,1.49,3.611,1.484,0.3221,0.4594,-6.954,1
3.363,1.47,3.63,1.507,0.3223,0.4259,-7.118,1
3.395,1.45,3.711,1.486,0.3173,0.4392,-7.139,1
3.558,1.44,3.641,1.446,0.3064,0.4543,-6.765,1
3.526,1.49,3.493,1.479,0.3146,0.4448,-7.686,1
3.461,1.48,3.576,1.416,0.3164,0.5345,-6.172,1
3.405,1.46,3.633,1.506,0.3178,0.4105,-7.382,1
3.382,1.45,3.435,1.413,0.2989,0.4795,-7.456,1
3.562,1.42,3.423,1.368,0.2996,0.5393,-6.167,1
3.39,1.5,3.583,1.401,0.3015,0.5117,-7.642,1
3.388,1.49,3.493,1.504,0.314,0.4094,-8.316,1
3.551,1.48,3.525,1.433,0.3148,0.5028,-6.117,1
3.407,1.46,3.469,1.44,0.2977,0.4372,-7.894,1
3.337,1.45,3.375,1.41,0.3008,0.4883,-7.004,1
3.538,1.45,3.463,1.334,0.2809,0.5275,-7.771,1
3.355,1.42,3.438,1.323,0.2857,0.5569,-7.075,1
3.455,1.4,3.361,1.378,0.28,0.4629,-8.502,1
3.546,1.37,3.371,1.236,0.2712,0.6204,-6.808,1
3.353,1.44,3.376,1.351,0.2874,0.5356,-8.291,1
3.222,1.47,3.401,1.231,0.2812,0.6736,-6.885,1
3.408,1.46,3.342,1.146,0.2668,0.7228,-6.279,1
2.026,1.35,2.536,0.6649,0.1732,0.8515,-4.686,1
3.377,1.41,3.361,1.223,0.266,0.6346,-8.267,1
2.111,1.37,2.569,0.6727,0.1909,0.9017,-2.969,1
1.379,1.39,2.115,0.5214,0.145,0.8234,-3.39,1
1.365,1.37,2.082,0.459,0.1346,0.8042,-2.403,1
1.742,1.28,2.12,0.5311,0.1601,0.8709,-2.08,1
1.595,1.18,2.044,0.5121,0.157,0.8634,-1.709,1
1.087,1.14,1.986,0.3857,0.1091,0.7359,-3.3,1
1.409,0.99,2.068,0.4183,0.1215,0.7655,-2.204,1
0.8894,0.82,1.546,0.2546,0.05404,0.5346,-10.57,1
1.132,0.88,2.022,0.3949,0.1038,0.7078,-3.518,1
1.1,1.07,1.717,0.2782,0.06791,0.5883,-6.583,1
1.203,1.89,0.8166,0.3585,0.05538,0.5658,-26.37,2
1.155,1.89,0.7283,0.3471,0.05921,0.571,-18.79,2
1.221,1.92,0.818,0.3922,0.06126,0.5853,-25.46,2
1.214,1.91,0.7584,0.3558,0.06588,0.59,-14.3,2
1.243,1.92,0.7373,0.337,0.06021,0.5748,-17,2
1.14,1.93,0.7336,0.3792,0.06197,0.581,-20.89,2
1.201,1.93,0.7099,0.3594,0.05808,0.5623,-19.69,2
1.162,1.9,0.6473,0.3227,0.05336,0.5426,-18.2,2
1.198,1.94,0.6954,0.3814,0.06675,0.5991,-18.06,2
1.209,1.94,0.7412,0.3752,0.06444,0.5924,-19.18,2
1.319,2.01,0.5929,0.3569,0.05829,0.5639,-19.52,2
1.13,1.87,0.5815,0.3584,0.06418,0.5854,-15.88,2
1.287,1.88,0.6292,0.3365,0.0583,0.5622,-16.69,2
1.283,1.92,0.523,0.3857,0.0666,0.5967,-18.27,2
1.192,1.92,0.6686,0.328,0.05816,0.562,-16.05,2
1.256,1.95,0.5263,0.3635,0.06289,0.5777,-16.35,2
1.253,1.99,0.6223,0.3996,0.06621,0.5971,-20.9,2
1.284,1.91,0.5398,0.3778,0.06517,0.5886,-17.44,2
1.323,1.94,0.6188,0.3908,0.06509,0.5887,-19.3,2
1.257,1.99,0.6792,0.422,0.06723,0.5876,-19.9,2
1.508,1.89,0.5746,0.3901,0.06606,0.5995,-20.32,2
1.475,1.96,0.5851,0.3867,0.06633,0.6028,-20.17,2
1.453,1.97,0.596,0.3453,0.06228,0.5828,-16.66,2
1.457,1.99,0.572,0.3699,0.06966,0.6168,-16.21,2
1.427,1.91,0.6483,0.2901,0.05643,0.5451,-11.31,2
1.282,1.95,0.6661,0.3116,0.06229,0.5712,-11.07,2
1.503,1.9,0.6564,0.3609,0.06961,0.6015,-12.56,2
1.576,1.9,0.6563,0.3515,0.06789,0.6042,-14.22,2
1.475,1.86,0.6708,0.3428,0.06815,0.6011,-12.56,2
1.631,1.93,0.7518,0.3765,0.07548,0.6323,-13.05,2
1.567,1.94,0.6913,0.3621,0.07448,0.6267,-11.86,2
1.853,1.9,0.7373,0.339,0.07213,0.6208,-11.15,2
1.676,1.84,0.6871,0.3531,0.07427,0.6312,-11.75,2
1.651,1.83,0.7611,0.3827,0.07746,0.6389,-12.68,2
1.666,1.88,0.7414,0.4046,0.08179,0.6573,-13.25,2
1.573,1.85,0.7194,0.4058,0.0815,0.6551,-13.39,2
1.682,1.85,0.8155,0.4233,0.0848,0.6656,-13.58,2
1.654,1.85,0.8483,0.4453,0.08773,0.6727,-14.25,2
1.724,1.89,0.8171,0.4511,0.08916,0.6787,-14.33,2
1.82,1.92,0.8698,0.4718,0.09068,0.6811,-15.64,2
2.018,1.93,0.899,0.5026,0.09669,0.7027,-16.36,2
1.772,1.91,0.9295,0.4936,0.09531,0.6902,-15.28,2
1.639,1.86,0.9382,0.4435,0.08801,0.6696,-13.48,2
2.096,1.83,0.9431,0.3894,0.08197,0.6574,-11.65,2
1.577,1.77,1.095,0.3226,0.0711,0.616,-10.09,2
1.547,1.69,1.441,0.2608,0.06228,0.5643,-7.197,2
0.8355,1.46,1.098,0.1832,0.0389,0.443,-9.996,2
1.361,1.57,1.729,0.4287,0.07495,0.6575,-23.25,2
1.073,1.74,2.503,0.662,0.1207,0.6947,-16.65,2
1.105,1.78,2.408,0.4186,0.09545,0.7,-8.947,2
1.11,1.81,2.074,0.4118,0.08547,0.6811,-13.14,2
1.491,1.82,1.846,0.4455,0.1032,0.7187,-8.247,2
0.795,1.72,1.867,0.417,0.0767,0.658,-19.56,2
1.332,1.81,1.84,0.4767,0.1181,0.7469,-5.494,2
0.9352,1.81,1.858,0.4048,0.07831,0.65,-15.57,2
0.8518,1.79,1.484,0.3743,0.06929,0.6066,-15.36,2
0.947,1.81,1.174,0.3672,0.07004,0.6057,-13.52,2
1.092,1.78,1.298,0.3591,0.07151,0.6108,-12.06,2
1.092,1.8,1.102,0.336,0.06738,0.592,-11.11,2
1.178,1.78,1.135,0.3244,0.06984,0.6063,-10.19,2
1.099,1.83,0.9999,0.3136,0.06726,0.5924,-9.78,2
1.085,1.81,1.122,0.3347,0.06843,0.5977,-10.99,2
1.169,1.8,1.033,0.353,0.07207,0.6158,-11.77,2
1.132,1.84,1.171,0.3498,0.07405,0.6226,-10.64,2
0.6998,1.76,1.165,0.3259,0.0654,0.5917,-12.55,2
0.7983,1.75,1.097,0.3159,0.06389,0.5811,-11.53,2
0.9245,1.74,1.194,0.3077,0.06337,0.5776,-10.88,2
1.009,1.73,1.041,0.2931,0.06084,0.5636,-10.11,2
1.028,1.73,0.9604,0.2999,0.06471,0.5809,-9.544,2
1.094,1.72,0.9341,0.32,0.0696,0.6014,-9.397,2
1.137,1.85,0.886,0.2847,0.06339,0.5702,-8.189,2
1.235,1.82,0.9259,0.2767,0.06373,0.572,-7.819,2
1.17,1.83,0.8316,0.3087,0.06261,0.5766,-11.66,2
1.164,1.81,0.8746,0.3113,0.06594,0.5897,-10.49,2
1.37,1.79,0.8555,0.2971,0.0646,0.5897,-10.61,2
1.331,1.83,0.8758,0.3155,0.06766,0.6002,-10.65,2
1.092,1.81,0.7592,0.2949,0.05619,0.5512,-13.65,2
1.138,1.77,0.7485,0.2903,0.05813,0.5562,-11.79,2
1.209,1.8,0.7628,0.3151,0.06315,0.5732,-10.63,2
1.348,1.75,0.7774,0.2727,0.0621,0.566,-8.206,2
1.216,1.78,0.6034,0.3149,0.06915,0.5977,-8.892,2
1.835,1.76,1.551,0.5923,0.1448,0.8191,-6.964,2
0.871,1.73,1.242,0.2754,0.06033,0.5644,-9.813,2
1.194,1.76,0.6885,0.3216,0.06362,0.5786,-11.75,2
1.325,1.7,0.7509,0.2819,0.06438,0.5808,-8.677,2
1.116,1.69,0.6587,0.2706,0.06016,0.5669,-9.88,2
1.154,1.73,0.6884,0.3065,0.06174,0.5738,-11.99,2
1.082,1.72,0.7075,0.2691,0.05599,0.5434,-10.65,2
1.051,1.66,0.6946,0.2583,0.05641,0.5376,-8.422,2
0.5107,1.51,0.6877,0.2346,0.03527,0.4563,-22.16,3
0.4357,1.51,0.5441,0.2027,0.02562,0.4061,-31.13,3
0.6319,1.53,0.5657,0.2372,0.03224,0.4533,-32.89,3
0.7472,1.44,0.502,0.2228,0.03159,0.4578,-38.09,3
0.7495,1.46,0.4294,0.2207,0.03032,0.4533,-41.8,3
0.6171,1.46,0.5926,0.2196,0.03003,0.4359,-31.3,3
0.5644,1.56,0.4558,0.2072,0.0256,0.4111,-35.88,3
0.6088,1.49,0.7363,0.23,0.03313,0.4534,-29.01,3
0.6729,1.43,0.6946,0.2115,0.03529,0.4615,-24.51,3
0.9456,1.44,0.6919,0.2258,0.03685,0.4786,-27.07,3
0.6111,1.44,0.5236,0.2042,0.02716,0.4244,-39.3,3
0.5447,1.51,0.48,0.215,0.02466,0.4136,-44.17,3
0.6519,1.44,0.5466,0.2226,0.02916,0.439,-38.43,3
0.9197,1.45,0.572,0.2315,0.0322,0.469,-42.25,3
0.8667,1.45,0.6012,0.2225,0.03434,0.4629,-29.1,3
0.6878,1.45,0.5043,0.2115,0.03291,0.4392,-21.87,3
0.5851,1.46,0.5287,0.2078,0.03023,0.4258,-23.79,3
0.6127,1.47,0.5997,0.2102,0.03042,0.4341,-28.96,3
0.6832,1.46,0.7553,0.2234,0.03666,0.4762,-26.56,3
0.7371,1.47,0.6531,0.2082,0.03604,0.4596,-21.47,3
0.6478,1.44,0.6582,0.1978,0.03181,0.4292,-21.25,3
0.568,1.48,0.5974,0.1926,0.03068,0.4157,-17.06,3
0.6199,1.44,0.5037,0.1958,0.02907,0.4189,-25.91,3
0.7862,1.4,0.4657,0.1933,0.03305,0.4398,-22.25,3
0.7662,1.36,0.5526,0.1852,0.03246,0.4303,-20.22,3
0.7012,1.39,0.4587,0.1819,0.03294,0.4195,-14.28,3
0.5281,1.43,0.5179,0.1627,0.02635,0.3821,-18.3,3
0.5779,1.45,0.682,0.1965,0.03148,0.4285,-22.18,3
0.6599,1.37,0.7006,0.194,0.0343,0.4447,-20.4,3
0.646,1.34,0.802,0.165,0.03057,0.4027,-15.35,3
0.549,0.97,0.5888,0.08707,0.02051,0.2818,-7.053,3
0.5745,0.81,0.4967,0.07161,0.01438,0.2388,-12.71,3
0.452,0.66,0.5365,0.0606,0.01611,0.2236,-4.142,3
0.5671,0.86,0.5168,0.07871,0.01995,0.2685,-5.772,3
0.5969,1.41,0.5152,0.1536,0.02552,0.3769,-20.92,3
0.7492,1.34,0.7145,0.1832,0.03219,0.4359,-22.59,3
0.6685,1.34,0.6289,0.1731,0.03066,0.4144,-19.45,3
0.5568,1.46,0.5993,0.1946,0.0313,0.4213,-18.54,3
0.5242,1.44,0.6163,0.1824,0.02923,0.4079,-19.82,3
0.4964,1.48,0.8699,0.2189,0.03482,0.4645,-27.76,3
0.4683,1.39,0.8539,0.212,0.03636,0.466,-22.95,3
0.5053,1.4,0.8398,0.2011,0.03396,0.445,-21.74,3
0.5103,1.49,0.5548,0.2061,0.03092,0.4266,-21.65,3
0.4786,1.48,0.5846,0.2061,0.02837,0.4186,-27.07,3
0.6521,1.41,0.7271,0.2213,0.03406,0.4593,-28.4,3
0.7418,1.41,0.671,0.2329,0.035,0.4767,-33.68,3
0.6935,1.41,0.5277,0.2231,0.0325,0.4549,-32.48,3
0.5782,1.51,0.4987,0.2369,0.03209,0.4471,-28.64,3
0.5293,1.51,0.6497,0.2376,0.03195,0.4477,-29.79,3
0.547,1.42,0.964,0.237,0.0401,0.4854,-21.53,3
0.5765,1.41,0.9437,0.2446,0.04067,0.4927,-23.14,3
0.5395,1.42,0.7541,0.1993,0.0315,0.4298,-22.64,3
0.524,1.52,0.472,0.1825,0.02796,0.4022,-20.92,3
0.586,1.52,0.4669,0.2182,0.03142,0.4346,-23.75,3
0.7382,1.41,0.6567,0.2098,0.03405,0.4584,-27.11,3
0.6945,1.41,0.647,0.2062,0.03447,0.4513,-22.89,3
0.6179,1.4,0.543,0.1771,0.02838,0.4069,-23.57,3
0.5524,1.51,0.4507,0.1877,0.02719,0.4035,-24.18,3
0.5085,1.54,0.6578,0.2354,0.03491,0.4635,-27.95,3
0.5414,1.45,0.8475,0.2362,0.03887,0.4846,-24.44,3
0.5417,1.44,0.8883,0.228,0.03576,0.4683,-26.94,3
0.5983,1.45,0.725,0.2351,0.0353,0.4582,-23.27,3
0.5661,1.55,0.5604,0.2293,0.03006,0.4358,-29.77,3
0.6147,1.45,0.5514,0.2159,0.02958,0.4354,-33.59,3
0.7473,1.45,0.7768,0.2246,0.03744,0.4706,-22.52,3
0.7243,1.45,0.4486,0.2087,0.03316,0.4476,-25.64,3
0.6395,1.39,0.5119,0.1701,0.02657,0.3966,-25.85,3
0.5979,1.46,0.5311,0.1674,0.02437,0.384,-28.27,3
0.5732,1.41,0.9805,0.2086,0.03544,0.4589,-22.94,3
0.5978,1.42,1.136,0.2121,0.03693,0.4735,-23.42,3
0.6101,1.41,0.8343,0.1928,0.03399,0.4363,-18.17,3
0.6482,1.51,0.4743,0.1924,0.02778,0.4106,-26.19,3
0.6836,1.52,0.4267,0.2142,0.02627,0.4257,-45.77,3
0.7931,1.44,0.681,0.2335,0.03402,0.4769,-37.81,3
0.7962,1.43,0.6351,0.2379,0.03234,0.4781,-47.33,3
0.8595,1.43,0.4573,0.2416,0.03507,0.4708,-31.61,3
0.6755,1.53,0.3803,0.2256,0.03004,0.4347,-29.44,3
0.6468,1.54,0.7508,0.239,0.03397,0.4565,-27.27,3
0.5922,1.41,0.979,0.1976,0.03554,0.4496,-18.96,3
0.6389,1.35,0.7613,0.1865,0.03355,0.434,-18.55,3
0.6441,1.36,0.7437,0.1871,0.03217,0.425,-18.79,3
0.5987,1.46,0.3795,0.1764,0.02603,0.3941,-25.33,3
0.637,1.47,0.4216,0.213,0.02889,0.4321,-34.91,3
0.7427,1.41,0.7827,0.2263,0.03592,0.4818,-31.03,3
